League,Team,Number,Player,Position,Age,Nationality,Season_Apps,Season_Goals,Season_Assists,Season_YellowCards,Season_RedCards,Season_Saves,Season_GoalsConceded,Season_Label
Segunda División,CD Sabadell,,Nil Ruiz Pascual,G,,,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,CD Sabadell,,Mario Torres Camargo,D,,,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,CD Sabadell,1,Diego Fuoli,G,28,Spain,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,CD Sabadell,13,Jose Ortega,G,34,Spain,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,CD Sabadell,28,Oriol Ciurans,G,22,Spain,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,CD Sabadell,32,Mateo Vallina,G,,Spain,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,CD Sabadell,2,Carlos Alemán,D,21,Spain,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,CD Sabadell,31,Alonso Zamora,D,17,Spain,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,CD Sabadell,15,Juan Carlos Lázaro Cervera,D,30,Spain,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,CD Sabadell,14,David Astals Barrera,D,24,Spain,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,CD Sabadell,4,Carlos García,D,26,Spain,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,CD Sabadell,24,Pau Fernández,D,21,Spain,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,CD Sabadell,21,Sergi Segura,M,30,Spain,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,CD Sabadell,5,Arthur Bonaldo,M,30,Brazil,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,CD Sabadell,11,Rubén Martínez Granja,M,36,Spain,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,CD Sabadell,22,Quadri Liameed,M,24,Nigeria,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,CD Sabadell,,Eneko Aguilar,M,26,Spain,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,Castellón,,Amir Saipi,G,26,Kosovo,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,Castellón,13,Romain Matthys,G,28,Belgium,40,,1,1,0,101,48,2025-26 Spanish LALIGA 2
Segunda División,Castellón,,Sergi Torner,G,22,Spain,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,Castellón,5,Alberto,D,33,Spain,38,1,1,11,2,,,2025-26 Spanish LALIGA 2
Segunda División,Castellón,3,Fabrizio Brignani,D,28,Italy,34,7,0,9,0,,,2025-26 Spanish LALIGA 2
Segunda División,Castellón,,Juanjo,D,31,Spain,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,Castellón,22,Jeremy Mellot,D,32,France,36,0,1,6,3,,,2025-26 Spanish LALIGA 2
Segunda División,Castellón,4,Agustín Sienra,D,27,Argentina,26,2,0,3,1,,,2025-26 Spanish LALIGA 2
Segunda División,Castellón,2,Martín Conde,D,23,Spain,15,0,1,2,1,,,2025-26 Spanish LALIGA 2
Segunda División,Castellón,,Santi Borikó,D,23,Equatorial Guinea,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,Castellón,12,Lucas Alcázar,D,24,Spain,37,1,2,5,1,,,2025-26 Spanish LALIGA 2
Segunda División,Castellón,55,Michal Willmann,D,22,Poland,1,0,0,0,0,,,2025-26 Spanish LALIGA 2
Segunda División,Castellón,,Antonio Gala,M,22,Italy,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,Castellón,,Francisco Castillo,M,29,Spain,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,Castellón,7,Awer Mabil,M,30,Australia,30,3,6,3,0,,,2025-26 Spanish LALIGA 2
Segunda División,Castellón,,Iñigo Córdoba,M,29,Spain,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,Castellón,8,Diego Hernández Barriuso,M,30,Spain,41,4,3,11,0,,,2025-26 Spanish LALIGA 2
Segunda División,Castellón,,Jari Vlak,M,27,Netherlands,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,Castellón,10,Israel Suero,M,32,Spain,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,Castellón,,Albert Lottin,M,24,France,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,Castellón,1,Amir Abedzadeh,G,33,Iran,4,,0,0,0,9,7,2025-26 Spanish LALIGA 2
Segunda División,Castellón,25,Ronaldo,M,36,Brazil,18,1,4,4,1,,,2025-26 Spanish LALIGA 2
Segunda División,Ceuta,1,Pedro López,G,31,Spain,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,Ceuta,13,Guillermo,G,31,Spain,32,,0,0,0,101,46,2025-26 Spanish LALIGA 2
Segunda División,Ceuta,28,Peri,G,23,Spain,0,,0,0,0,0,0,2025-26 Spanish LALIGA 2
Segunda División,Ceuta,6,Carlos Hernández,D,35,Spain,40,1,0,6,0,,,2025-26 Spanish LALIGA 2
Segunda División,Ceuta,3,Matos,D,31,Spain,33,4,2,8,0,,,2025-26 Spanish LALIGA 2
Segunda División,Ceuta,16,Redru,D,29,Spain,19,0,1,1,0,,,2025-26 Spanish LALIGA 2
Segunda División,Ceuta,,Alex Petxarromán,D,29,Spain,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,Ceuta,4,Capa,D,27,Spain,15,1,0,2,0,,,2025-26 Spanish LALIGA 2
Segunda División,Ceuta,14,Yann Bodiger,M,31,France,38,1,0,5,0,,,2025-26 Spanish LALIGA 2
Segunda División,Ceuta,23,Anuar,M,31,Morocco,27,0,2,8,1,,,2025-26 Spanish LALIGA 2
Segunda División,Ceuta,,Alejandro Camacho,F,18,Bolivia,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,Ceuta,,Alejandro Meléndez,M,27,Spain,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,Ceuta,12,Marino Illescas,M,25,Spain,30,0,3,7,0,,,2025-26 Spanish LALIGA 2
Segunda División,Ceuta,,Víctor Corral,M,24,Spain,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,Ceuta,25,Salvi,F,35,Spain,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,Ceuta,8,Kuki Zalazar,F,28,Spain,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,Ceuta,,Jordi Escobar,F,24,Spain,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,Ceuta,,Cedric Teguia,F,24,Spain,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,Ceuta,22,Kialy Kone,F,29,,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,Ceuta,,Omar Sadik,F,22,Morocco,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,Ceuta,2,Manuel Sánchez,D,30,Spain,5,1,0,0,0,,,2025-26 Spanish LALIGA 2
Segunda División,Ceuta,24,Yago Cantero,D,26,Spain,11,0,0,1,2,,,2025-26 Spanish LALIGA 2
Segunda División,Ceuta,20,José Campaña,M,33,Spain,12,1,2,1,0,,,2025-26 Spanish LALIGA 2
Segunda División,Cádiz,1,David Gil,G,32,Spain,8,,0,2,0,28,12,2025-26 Spanish LALIGA 2
Segunda División,Cádiz,,Jokin Ezkieta,G,29,Spain,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,Cádiz,,Nando Almodóvar,G,22,Spain,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,Cádiz,13,Victor Aznar,G,23,Brazil,34,,0,0,0,101,49,2025-26 Spanish LALIGA 2
Segunda División,Cádiz,,Rubén Domínguez,G,21,Spain,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,Cádiz,,Javier Castro,D,25,Spain,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,Cádiz,6,Iker Ortega,D,25,Spain,39,0,1,15,0,,,2025-26 Spanish LALIGA 2
Segunda División,Cádiz,,Kenan Toubibou,D,21,France,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,Cádiz,14,Bojan Kovacevic,D,22,Serbia,23,0,0,4,1,,,2025-26 Spanish LALIGA 2
Segunda División,Cádiz,21,Mario Climent,D,24,Spain,30,0,3,13,1,,,2025-26 Spanish LALIGA 2
Segunda División,Cádiz,,Beñat De Jesús,D,24,Spain,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,Cádiz,,Juan Díaz,D,20,Spain,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,Cádiz,38,Sergio Arribas,D,23,Spain,20,1,2,4,0,,,2025-26 Spanish LALIGA 2
Segunda División,Cádiz,,Noah Ukwuije,D,18,France,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,Cádiz,33,Manuel Rivera Domínguez,D,,,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,Cádiz,32,Roberto Rosado Márquez,D,,,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,Cádiz,,José Andújar Berenguer,D,,,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,Cádiz,11,Suso,M,32,Spain,27,1,3,4,0,,,2025-26 Spanish LALIGA 2
Segunda División,Cádiz,5,Moussa Diakité,M,22,Mali,36,2,0,8,0,,,2025-26 Spanish LALIGA 2
Segunda División,Cádiz,22,Javi Ontiveros,M,28,Spain,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,Cádiz,2,Jorge Moreno,G,21,Guatemala,19,,1,3,1,0,24,2025-26 Spanish LALIGA 2
Segunda División,Cádiz,20,Iza,D,33,Spain,30,0,3,6,0,,,2025-26 Spanish LALIGA 2
Segunda División,Cádiz,3,Rominigue Kouamé,M,29,Mali,6,0,0,3,0,,,2025-26 Spanish LALIGA 2
Segunda División,Cádiz,15,Ortu,M,27,Spain,37,1,4,6,0,,,2025-26 Spanish LALIGA 2
Segunda División,Córdoba,1,Iker Álvarez,G,25,Andorra,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,Córdoba,13,Carlos Marín,G,29,Spain,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,Córdoba,,Ramon Vila,G,24,Spain,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,Córdoba,,Guilherme Fernandes,G,25,Portugal,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,Córdoba,16,Rubén González,D,31,Spain,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,Córdoba,21,Carlos Albarrán,D,32,Spain,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,Córdoba,2,Ignasi Vilarrasa,D,26,Spain,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,Córdoba,4,Álex Martín,D,28,Spain,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,Córdoba,12,Franck Fomeyem,D,26,Cameroon,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,Córdoba,,Dani Tasende,D,26,Spain,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,Córdoba,,Juan Gutiérrez,D,26,Spain,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,Córdoba,,Egoitz Muñoz,D,22,Spain,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,Córdoba,,Jacobo Martí,D,21,Spain,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,Córdoba,8,Isma Ruiz,M,25,Spain,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,Córdoba,7,Theo Zidane,M,24,France,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,Córdoba,,Damián,M,23,Spain,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,Córdoba,,Youssouf Diarra,M,27,Mali,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,Córdoba,,Eder García,M,22,Spain,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,Córdoba,,Víctor Sánchez,D,22,Paraguay,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,Córdoba,17,Adilson,F,29,Portugal,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,Córdoba,18,Fuentes,F,30,Spain,40,14,3,2,0,,,2025-26 Spanish LALIGA 2
Segunda División,Eibar,,Pejiño,F,29,Spain,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,Eibar,,Eric Pérez,F,25,Spain,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,Eibar,,Aitor Galarza,F,23,Spain,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,Eibar,13,Jon Mikel Magunagoitia,G,25,Spain,42,,0,2,0,121,40,2025-26 Spanish LALIGA 2
Segunda División,Eibar,1,Luis López,G,25,Spain,0,,0,0,0,0,0,2025-26 Spanish LALIGA 2
Segunda División,Eibar,23,Anaitz Arbilla,D,39,Spain,34,4,1,7,2,,,2025-26 Spanish LALIGA 2
Segunda División,Eibar,24,Juan Bernat,D,33,Spain,10,0,1,1,0,,,2025-26 Spanish LALIGA 2
Segunda División,Eibar,15,Jair Amador Silos,D,36,Portugal,21,0,0,5,0,,,2025-26 Spanish LALIGA 2
Segunda División,Eibar,22,Álvaro Rodríguez Pérez,D,32,Spain,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,Eibar,4,Aritz Arambarri,D,28,Spain,18,0,1,2,0,,,2025-26 Spanish LALIGA 2
Segunda División,Eibar,2,Sergio Cubero,D,26,Spain,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,Eibar,3,Hodei Arrillaga,D,22,Spain,8,0,0,0,0,,,2025-26 Spanish LALIGA 2
Segunda División,Eibar,6,Sergio Álvarez,M,34,Spain,36,2,1,7,0,,,2025-26 Spanish LALIGA 2
Segunda División,Eibar,,Oscar Carrasco,M,23,Spain,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,Eibar,14,Lander Olaetxea,M,33,Spain,30,1,1,9,0,,,2025-26 Spanish LALIGA 2
Segunda División,Eibar,8,Peru Nolaskoain,M,27,Spain,28,2,2,6,0,,,2025-26 Spanish LALIGA 2
Segunda División,Eibar,5,Javier Martínez,M,26,Spain,32,1,1,2,0,,,2025-26 Spanish LALIGA 2
Segunda División,Eibar,,Ángel Troncho,M,23,Spain,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,Eibar,11,Jon Magunacelaya,M,25,Spain,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,Eibar,21,Marco Moreno,D,25,Spain,30,0,0,8,0,,,2025-26 Spanish LALIGA 2
Segunda División,Eldense,,Juan Palomares,G,26,Spain,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,Eldense,,Antonio Pina,G,23,Spain,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,Eldense,3,Floris Smand,D,23,Netherlands,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,Eldense,2,Álex Serra,D,23,Spain,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,Eldense,,Julien Yanda,D,18,Germany,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,Eldense,,Oscar Vega,D,26,Colombia,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,Eldense,21,David Ruiz Montero,D,23,Spain,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,Eldense,,Justin Smith,M,23,Canada,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,Eldense,8,Marcos Bustillo,M,25,Spain,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,Eldense,6,Borja Calvo,M,24,Spain,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,Eldense,18,Guillermo Macho,M,23,Spain,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,Eldense,10,Fidel,F,36,Spain,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,Eldense,,Manuel Nieto,F,28,Spain,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,Eldense,17,Jesus Clemente,F,25,Spain,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,Eldense,,Rodrigo Val,F,25,Spain,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,Eldense,,Jorge Rastrojo,F,26,Spain,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,Eldense,,Mariano Carmona,F,25,Spain,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,Eldense,19,Álex Ibarrondo,F,25,Spain,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,Eldense,,Lorenzo Santillan,F,20,Argentina,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,Eldense,13,Pablo Valencia,G,25,Spain,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,Eldense,1,Ramon Vila,G,24,Spain,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,Eldense,36,David Bernabeu,G,21,Spain,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,Eldense,4,Dario Dumic,D,34,Denmark,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,Eldense,5,Arnau Gaixas,D,28,Spain,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,Eldense,23,Jaime Vallejo,D,24,Spain,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,Eldense,12,Manuel Molina,D,31,Argentina,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,Eldense,20,Robert Ibáñez,M,33,Spain,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,Eldense,7,Nacho Quintana,M,25,Spain,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,Eldense,16,Rubén Quintanilla,M,24,Spain,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,Eldense,,Brandon Churi,M,21,Colombia,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,Eldense,15,Benjamin Billups,M,20,USA,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,Eldense,,Hugo González,M,22,Spain,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,FC Andorra,,Pau López,G,31,Spain,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,FC Andorra,1,Nico Ratti,G,32,Argentina,2,,0,0,0,4,3,2025-26 Spanish LALIGA 2
Segunda División,FC Andorra,23,Diego Alende,D,28,Spain,22,1,0,6,0,,,2025-26 Spanish LALIGA 2
Segunda División,FC Andorra,,Andoni López,D,30,Spain,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,FC Andorra,17,Thomas Carrique,D,27,France,39,0,5,6,0,,,2025-26 Spanish LALIGA 2
Segunda División,FC Andorra,20,Marti Vila Garcia,D,27,Spain,26,1,1,8,0,,,2025-26 Spanish LALIGA 2
Segunda División,FC Andorra,,Javier Vicario,D,24,Spain,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,FC Andorra,4,Gael Alonso,D,24,Spain,38,2,0,11,1,,,2025-26 Spanish LALIGA 2
Segunda División,FC Andorra,5,Marc Bombardó,D,20,Spain,19,0,0,2,0,,,2025-26 Spanish LALIGA 2
Segunda División,FC Andorra,,Juan Sebastian Serrano,D,24,Spain,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,FC Andorra,14,Sergio Molina,M,30,Spain,35,1,5,8,0,,,2025-26 Spanish LALIGA 2
Segunda División,FC Andorra,6,Daniel Villahermosa,M,25,Spain,41,7,8,7,0,,,2025-26 Spanish LALIGA 2
Segunda División,FC Andorra,,Randy Schneider,M,24,Philippines,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,FC Andorra,24,Théo Le Normand,M,25,France,31,4,0,6,0,,,2025-26 Spanish LALIGA 2
Segunda División,FC Andorra,,Jordi Cano,M,31,Spain,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,FC Andorra,,Alberto Solís,M,28,Spain,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,FC Andorra,,Nacho Quintana,M,25,Spain,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,FC Andorra,8,Efe Akman,M,20,Türkiye,22,1,1,3,0,,,2025-26 Spanish LALIGA 2
Segunda División,FC Andorra,,Hugo Solozabal,M,23,Spain,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,FC Andorra,18,Marc Doménech,M,23,Spain,46,3,4,4,0,,,2025-26 Spanish LALIGA 2
Segunda División,FC Andorra,31,Jan Lagunas,G,19,Spain,0,,0,0,0,0,0,2025-26 Spanish LALIGA 2
Segunda División,Granada,,Raúl Lizoain,G,35,Spain,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,Granada,1,Luca Zidane,G,28,Algeria,26,,0,0,0,72,33,2025-26 Spanish LALIGA 2
Segunda División,Granada,,Sergio López,D,27,Spain,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,Granada,5,Manu Lama,D,25,Spain,34,3,1,6,1,,,2025-26 Spanish LALIGA 2
Segunda División,Granada,22,Baila Diallo,D,25,Senegal,34,0,0,7,1,,,2025-26 Spanish LALIGA 2
Segunda División,Granada,2,Pau Casadesús,D,22,Spain,25,1,0,4,0,,,2025-26 Spanish LALIGA 2
Segunda División,Granada,3,Diego Hormigo,D,23,Spain,21,0,0,3,1,,,2025-26 Spanish LALIGA 2
Segunda División,Granada,28,Oscar Naasei Oppong,D,21,Ghana,37,1,0,9,0,,,2025-26 Spanish LALIGA 2
Segunda División,Granada,,Gerard Gumbau,M,31,Spain,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,Granada,4,Rubén Alcaraz,M,35,Spain,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,Granada,8,Pedro Alemañ,M,24,Spain,,,,,,,,2025-26 Spanish LALIGA 2
Segunda División,Granada,27,Mario Jiménez Gambin,M,19,Spain,,,,,,,,2025-26 Spanish LALIGA 2
