League,Team,Number,Player,Position,Age,Nationality,Season_Apps,Season_Goals,Season_Assists,Season_YellowCards,Season_RedCards,Season_Saves,Season_GoalsConceded,Season_Label
Saudi Pro League,Al Ahli,30,Ziyad Al-Johani,M,24,Saudi Arabia,26,0,1,6,2,,,2025-26
Saudi Pro League,Al Ahli,40,Ziyad Mallah,M,20,Nigeria,,,,,,,,2025-26
Saudi Pro League,Al Ahli,79,Franck Kessié,M,29,Ivory Coast,26,5,3,5,0,,,2025-26
Saudi Pro League,Al Ahli,87,Ramez Al Attar,M,20,Saudi Arabia,0,0,0,0,0,,,2025-26
Saudi Pro League,Al Ahli,7,Riyad Mahrez,F,35,Algeria,27,4,8,1,0,,,2025-26
Saudi Pro League,Al Ahli,9,Feras Al-Brikan,F,26,Saudi Arabia,34,5,1,1,0,,,2025-26
Saudi Pro League,Al Ahli,13,Galeno,F,28,Brazil,23,1,7,1,0,,,2025-26
Saudi Pro League,Al Ahli,17,Ivan Toney,F,30,England,32,32,7,4,0,,,2025-26
Saudi Pro League,Al Ahli,20,Matheus Gonçalves,F,20,Brazil,22,2,2,3,0,,,2025-26
Saudi Pro League,Al Ahli,26,Yaseen Al Zubaidi,F,23,Saudi Arabia,1,0,0,0,0,,,2025-26
Saudi Pro League,Al Ahli,47,Waheb Saleh,F,23,Saudi Arabia,28,1,3,5,0,,,2025-26
Saudi Pro League,Al Ahli,49,Salem Abdullah,F,18,Saudi Arabia,3,0,0,0,0,,,2025-26
Saudi Pro League,Al Ahli,77,Ricardo Mathias,F,19,Brazil,3,0,1,0,0,,,2025-26
Saudi Pro League,Al Ahli,96,Saif Al Salami,F,20,Saudi Arabia,,,,,,,,2025-26
Saudi Pro League,Al Ahli,98,Aboubakkar Moussa,F,21,Chad,,,,,,,,2025-26
Saudi Pro League,Al Hilal,17,Mohammed Al-Yami,G,28,Saudi Arabia,8,,0,0,0,13,7,2025-26
Saudi Pro League,Al Hilal,25,Mathieu Patouillet,G,22,France,0,,0,0,0,0,0,2025-26
Saudi Pro League,Al Hilal,35,Rayan Al Dossary,G,21,Saudi Arabia,0,,0,0,0,0,0,2025-26
Saudi Pro League,Al Hilal,37,Yassine Bounou,G,35,Morocco,26,,0,1,0,46,20,2025-26
Saudi Pro League,Al Hilal,40,Ahmad Abu Rasen,G,22,Saudi Arabia,0,,0,0,0,0,0,2025-26
Saudi Pro League,Al Hilal,3,Kalidou Koulibaly,D,35,Senegal,18,1,2,6,1,,,2025-26
Saudi Pro League,Al Hilal,4,Yusuf Akcicek,D,20,Türkiye,12,0,0,2,0,,,2025-26
Saudi Pro League,Al Hilal,19,Theo Hernández,D,28,France,31,5,1,7,0,,,2025-26
Saudi Pro League,Al Hilal,24,Moteb Al-Harbi,D,26,Saudi Arabia,31,2,2,0,0,,,2025-26
Saudi Pro League,Al Hilal,30,Pablo Marí,D,32,Spain,5,0,0,2,0,,,2025-26
Saudi Pro League,Al Hilal,33,Mohammed Al Muhaysh,D,20,Saudi Arabia,,,,,,,,2025-26
Saudi Pro League,Al Hilal,34,Saleh Ali Mohammed Barnawi,D,19,Saudi Arabia,,,,,,,,2025-26
Saudi Pro League,Al Hilal,36,Saud Mohammed Haroun,D,20,Saudi Arabia,3,0,0,1,0,,,2025-26
Saudi Pro League,Al Hilal,44,Saad Khalid Al Muthary,D,19,Saudi Arabia,2,0,0,0,0,,,2025-26
Saudi Pro League,Al Hilal,55,Meshal Al Dawood,D,18,Saudi Arabia,2,0,0,0,0,,,2025-26
Saudi Pro League,Al Hilal,78,Ali Lajami,D,30,Saudi Arabia,25,0,0,0,0,,,2025-26
Saudi Pro League,Al Hilal,87,Hassan Al-Tambakti,D,27,Saudi Arabia,29,1,0,5,0,,,2025-26
Saudi Pro League,Al Hilal,88,Hamad Al-Yami,D,27,Saudi Arabia,22,0,1,2,0,,,2025-26
Saudi Pro League,Al Hilal,8,Rúben Neves,M,29,Portugal,31,11,6,4,0,,,2025-26
Saudi Pro League,Al Hilal,16,Nasser Al-Dawsari,M,27,Saudi Arabia,27,0,1,2,1,,,2025-26
Saudi Pro League,Al Hilal,18,Murad Bin Othman Bin Harun Al Hawsawi,M,25,Saudi Arabia,16,1,2,6,0,,,2025-26
Saudi Pro League,Al Hilal,22,Sergej Milinkovic-Savic,M,31,Serbia,32,8,7,6,0,,,2025-26
Saudi Pro League,Al Hilal,28,Mohamed Kanno,M,31,Saudi Arabia,32,5,3,2,0,,,2025-26
Saudi Pro League,Al Hilal,29,Salem Al-Dawsari,M,34,Saudi Arabia,26,8,8,0,0,,,2025-26
Saudi Pro League,Al Hilal,31,Rayan Al Ghamdi,M,20,Saudi Arabia,0,0,0,0,0,,,2025-26
Saudi Pro League,Al Hilal,32,Abdullah Al Zaid,M,22,Saudi Arabia,0,0,0,0,0,,,2025-26
Saudi Pro League,Al Hilal,39,Mohammed Al Zaid,M,22,Saudi Arabia,1,0,0,0,0,,,2025-26
Saudi Pro League,Al Hilal,42,Louay Labidi,M,18,Saudi Arabia,,,,,,,,2025-26
Saudi Pro League,Al Hilal,70,Saïmon Bouabré,M,20,France,22,1,2,1,0,,,2025-26
Saudi Pro League,Al Hilal,96,Suhayb Alzaid,M,21,Saudi Arabia,1,0,0,0,0,,,2025-26
Saudi Pro League,Al Hilal,7,Darwin Núñez,F,27,Uruguay,16,6,4,0,0,,,2025-26
Saudi Pro League,Al Hilal,9,Marcos Leonardo,F,23,Brazil,27,13,1,2,0,,,2025-26
Saudi Pro League,Al Hilal,10,Malcom,F,29,Brazil,33,7,10,1,0,,,2025-26
Saudi Pro League,Al Hilal,14,Abdulkarim Darisi,F,23,Saudi Arabia,17,0,0,0,0,,,2025-26
Saudi Pro League,Al Hilal,23,Sultan Mandash,F,31,Saudi Arabia,28,6,5,3,0,,,2025-26
Saudi Pro League,Al Hilal,41,Abdulaziz Jurmush,F,20,Saudi Arabia,0,0,0,0,0,,,2025-26
Saudi Pro League,Al Hilal,43,Ali Al Mahdawi,F,21,Saudi Arabia,,,,,,,,2025-26
Saudi Pro League,Al Hilal,66,Turki Mashour Al Ghamil,F,21,Saudi Arabia,,,,,,,,2025-26
Saudi Pro League,Al Hilal,74,Abdulaziz Hadhood,F,21,Saudi Arabia,,,,,,,,2025-26
Saudi Pro League,Al Hilal,75,Mohamed Meïté,F,18,France,5,1,0,0,0,,,2025-26
Saudi Pro League,Al Hilal,90,Karim Benzema,F,38,France,24,17,2,1,0,,,2025-26
Saudi Pro League,Al Ettifaq,1,Marek Rodák,G,29,Slovakia,34,,0,3,0,122,55,2025-26
Saudi Pro League,Al Ettifaq,,Ahmad Al-Harbi,G,31,,,,,,,,,2025-26
Saudi Pro League,Al Ettifaq,76,Belal Mousa Ali Al Dawaa,G,22,Saudi Arabia,0,,0,0,0,0,0,2025-26
Saudi Pro League,Al Ettifaq,92,Turki Baaljawsh,G,22,Saudi Arabia,0,,0,0,0,0,0,2025-26
Saudi Pro League,Al Ettifaq,22,Hawswi,G,25,Saudi Arabia,0,,0,0,0,0,0,2025-26
Saudi Pro League,Al Ettifaq,4,Jack Hendry,D,31,Scotland,30,1,0,8,1,,,2025-26
Saudi Pro League,Al Ettifaq,3,Abdullah Madu,D,33,Saudi Arabia,13,0,0,2,0,,,2025-26
Saudi Pro League,Al Ettifaq,33,Madallah Al-Olayan,D,31,Saudi Arabia,20,1,1,0,0,,,2025-26
Saudi Pro League,Al Ettifaq,70,Abdullah Khateeb,D,31,Saudi Arabia,29,0,1,5,1,,,2025-26
Saudi Pro League,Al Ettifaq,37,Abdulbasit Hindi,D,29,Saudi Arabia,16,0,0,3,1,,,2025-26
Saudi Pro League,Al Ettifaq,87,Meshal Sibyani,D,25,Saudi Arabia,7,0,0,1,0,,,2025-26
Saudi Pro League,Al Ettifaq,,Meshal Alaeli,D,22,,,,,,,,,2025-26
Saudi Pro League,Al Ettifaq,61,Radhi Al-Otaibi,D,26,Saudi Arabia,24,0,2,3,0,,,2025-26
Saudi Pro League,Al Ettifaq,12,Awad Dahal,D,21,,,,,,,,,2025-26
Saudi Pro League,Al Ettifaq,10,Álvaro Medrán,M,32,,,,,,,,,2025-26
Saudi Pro League,Al Ettifaq,11,Ondrej Duda,M,31,,,,,,,,,2025-26
Saudi Pro League,Al Ettifaq,7,Mukhtar Ali,M,28,,,,,,,,,2025-26
Saudi Pro League,Al Ettifaq,40,Jacopo Da Riva,M,25,,,,,,,,,2025-26
Saudi Pro League,Al Ettifaq,,Nawaf Hazazi,M,24,,,,,,,,,2025-26
Saudi Pro League,Al Ettifaq,6,Faris Al Ghamdi,M,23,,,,,,,,,2025-26
Saudi Pro League,Al Ettifaq,,Majed Dawran,M,22,,,,,,,,,2025-26
Saudi Pro League,Al Ettifaq,27,Hassan Almusallam,M,20,,,,,,,,,2025-26
Saudi Pro League,Al Ettifaq,21,Abdulrahman Sahhari,M,21,,,,,,,,,2025-26
Saudi Pro League,Al Ettifaq,58,Yasir Shammari,M,22,,,,,,,,,2025-26
Saudi Pro League,Al Ettifaq,16,Mohammed Alkadi,M,20,,,,,,,,,2025-26
Saudi Pro League,Al Fayha,1,Abdulraouf Al Dakheel,G,30,Saudi Arabia,2,,0,0,0,5,4,2025-26
Saudi Pro League,Al Fayha,13,Sattam Al Shammari,G,21,Saudi Arabia,0,,0,0,0,0,0,2025-26
Saudi Pro League,Al Fayha,31,Osama Al Thumairy,G,20,Saudi Arabia,,,,,,,,2025-26
Saudi Pro League,Al Fayha,52,Orlando Mosquera,G,31,Panama,32,,0,1,0,97,50,2025-26
Saudi Pro League,Al Fayha,2,Mukhir Al Rashidi,D,27,Saudi Arabia,13,1,0,3,0,,,2025-26
Saudi Pro League,Al Fayha,4,Sami Al Khaibari,D,36,Saudi Arabia,,,,,,,,2025-26
Saudi Pro League,Al Fayha,5,Chris Smalling,D,36,England,34,3,1,1,0,,,2025-26
Saudi Pro League,Al Fayha,17,Mikel Villanueva,D,33,Venezuela,30,1,0,3,0,,,2025-26
Saudi Pro League,Al Fayha,18,Ahmed Bamasud,D,30,Saudi Arabia,33,0,1,4,0,,,2025-26
Saudi Pro League,Al Fayha,21,Ziyad Al Sahafi,D,32,Saudi Arabia,9,0,0,0,0,,,2025-26
Saudi Pro League,Al Fayha,22,Mohammed Al Baqawi,D,30,Saudi Arabia,31,0,2,5,0,,,2025-26
Saudi Pro League,Al Fayha,39,Jérémie Kanon,D,22,France,1,0,0,1,0,,,2025-26
Saudi Pro League,Al Fayha,46,Osama Al Turki,D,19,Saudi Arabia,,,,,,,,2025-26
Saudi Pro League,Al Fayha,47,Mohammed Al Dowaish,D,22,Saudi Arabia,,,,,,,,2025-26
Saudi Pro League,Al Fayha,70,Abdulrhman Al Anzi,D,28,Saudi Arabia,7,0,0,1,0,,,2025-26
Saudi Pro League,Al Fayha,75,Khalid Al Rammah,D,21,Saudi Arabia,9,0,0,2,1,,,2025-26
Saudi Pro League,Al Fayha,6,Rakan Kaabi,M,23,Saudi Arabia,25,0,1,3,0,,,2025-26
Saudi Pro League,Al Fayha,7,Nawaf Al-Harthi,M,27,Saudi Arabia,17,0,0,1,0,,,2025-26
Saudi Pro League,Al Fayha,8,Yassine Benzia,M,31,Algeria,32,4,5,3,0,,,2025-26
Saudi Pro League,Al Fayha,14,Mansor Faiez Al-Beshe,M,26,Saudi Arabia,21,0,0,1,0,,,2025-26
Saudi Pro League,Al Fayha,19,Stylianos Vrontis,M,21,Cyprus,8,0,0,1,0,,,2025-26
Saudi Pro League,Al Fayha,24,Sattam Al-Roqi,M,24,Saudi Arabia,1,0,0,0,0,,,2025-26
Saudi Pro League,Al Fayha,27,Danyal Al Habeeb,M,20,Saudi Arabia,1,0,0,0,0,,,2025-26
Saudi Pro League,Al Fayha,30,Alfa Semedo,M,28,Guinea-Bissau,31,4,2,6,1,,,2025-26
Saudi Pro League,Al Fayha,9,Malek Al Abdulmonam,F,28,Saudi Arabia,6,0,1,0,0,,,2025-26
Saudi Pro League,Al Fayha,10,Fashion Sakala,F,29,Zambia,29,13,5,2,0,,,2025-26
Saudi Pro League,Al Fayha,11,Abdullah Al-Joui,F,31,Saudi Arabia,5,0,0,0,0,,,2025-26
Saudi Pro League,Al Fayha,15,Abdullah Radif,F,23,Saudi Arabia,9,0,2,0,0,,,2025-26
Saudi Pro League,Al Fayha,23,Jason,F,31,Spain,34,5,7,4,0,,,2025-26
Saudi Pro League,Al Fayha,35,Silvére Ganvoula,F,30,Congo,29,4,0,2,0,,,2025-26
Saudi Pro League,Al Fayha,41,Ammar Al Khaibari,F,21,Saudi Arabia,11,1,0,1,0,,,2025-26
Saudi Pro League,Al Fayha,59,Saikou Secka,F,,Saudi Arabia,1,0,0,0,0,,,2025-26
Saudi Pro League,Al Fayha,72,Sabri Abdu Dahal,F,18,Saudi Arabia,24,3,4,5,0,,,2025-26
Saudi Pro League,Al Fayha,77,Rayan Enad,F,25,Saudi Arabia,23,0,0,2,0,,,2025-26
Saudi Pro League,Al Hazem,14,Bruno Varela,G,31,Cape Verde Islands,20,,0,2,0,59,35,2025-26
Saudi Pro League,Al Hazem,22,Yazan Al Ruwaili,G,21,Saudi Arabia,0,,0,0,0,0,0,2025-26
Saudi Pro League,Al Hazem,23,Ibrahim Zaid,G,36,Saudi Arabia,12,,0,0,0,38,17,2025-26
Saudi Pro League,Al Hazem,33,Majed Al Ghamdi,G,28,Saudi Arabia,4,,0,1,0,7,5,2025-26
Saudi Pro League,Al Hazem,,Abdullah Al-Amar,D,32,Saudi Arabia,,,,,,,,2025-26
Saudi Pro League,Al Hazem,2,Saud Al Rashed,D,28,Saudi Arabia,23,0,4,9,1,,,2025-26
Saudi Pro League,Al Hazem,3,Abdelmounaim Boutouil,D,28,Morocco,13,0,0,3,0,,,2025-26
Saudi Pro League,Al Hazem,4,Sultan Tanker,D,27,Saudi Arabia,29,0,0,6,0,,,2025-26
Saudi Pro League,Al Hazem,5,Mohammed Issa,D,24,Saudi Arabia,16,0,0,4,0,,,2025-26
Saudi Pro League,Al Hazem,12,Farhan Al-Azmi,D,31,Saudi Arabia,,,,,,,,2025-26
Saudi Pro League,Al Hazem,13,Abdullah Al-Shanqiti,D,27,Saudi Arabia,22,1,0,3,0,,,2025-26
Saudi Pro League,Al Hazem,25,Asiri,D,21,Saudi Arabia,,,,,,,,2025-26
Saudi Pro League,Al Hazem,27,Ahmed Al-Nakhli,D,24,Saudi Arabia,27,1,1,4,1,,,2025-26
Saudi Pro League,Al Hazem,34,Abdurahman Al-Dakheel,D,30,Saudi Arabia,23,1,0,12,0,,,2025-26
Saudi Pro League,Al Hazem,61,Thamer Muhaddili,D,21,Yemen,0,0,0,0,0,,,2025-26
Saudi Pro League,Al Hazem,82,Abdulaziz Al-Harbi,D,22,Saudi Arabia,21,0,1,5,0,,,2025-26
Saudi Pro League,Al Hazem,8,Abdulhadi Al-Harajin,M,31,Saudi Arabia,6,0,0,0,0,,,2025-26
Saudi Pro League,Al Hazem,11,Amir Sayoud,M,35,Algeria,19,3,3,3,0,,,2025-26
Saudi Pro League,Al Hazem,15,Abdulrahman Al Khaibary,M,38,Saudi Arabia,4,0,0,2,0,,,2025-26
Saudi Pro League,Al Hazem,19,Nawaf Al-Habshi,M,28,Saudi Arabia,29,4,2,2,0,,,2025-26
Saudi Pro League,Al Hazem,21,Amadou Bamba Dieng,M,21,Senegal,5,0,0,0,0,,,2025-26
Saudi Pro League,Al Hazem,24,Aboubacar Bah,M,20,Guinea,27,3,2,3,0,,,2025-26
Saudi Pro League,Al Hazem,26,Abdulaziz Aldhuwayhi,M,26,Saudi Arabia,20,4,1,4,0,,,2025-26
Saudi Pro League,Al Hazem,32,Loreintz Rosier,M,27,France,31,1,1,4,0,,,2025-26
Saudi Pro League,Al Hazem,37,Youssouf Alio Oumarou,M,33,Niger,10,1,0,1,0,,,2025-26
Saudi Pro League,Al Hazem,45,Mohammed Al Saedi,M,20,Saudi Arabia,1,0,0,0,0,,,2025-26
Saudi Pro League,Al Hazem,55,Muhammad Al Darwish,M,20,Saudi Arabia,,,,,,,,2025-26
Saudi Pro League,Al Hazem,70,Ahmed Al-Shamrani,M,24,Saudi Arabia,23,0,0,3,0,,,2025-26
Saudi Pro League,Al Hazem,80,Miguel Carvalho,M,21,Spain,18,0,1,0,0,,,2025-26
Saudi Pro League,Al Hazem,90,Hassan Idris,M,20,Saudi Arabia,1,0,0,0,0,,,2025-26
Saudi Pro League,Al Hazem,99,Faiz Hausawi,M,,Saudi Arabia,0,0,0,0,0,,,2025-26
Saudi Pro League,Al Hazem,7,Yousef Al Shammari,F,28,Saudi Arabia,22,5,0,4,0,,,2025-26
Saudi Pro League,Al Hazem,9,Omar Al-Somah,F,37,Syria,24,7,0,1,0,,,2025-26
Saudi Pro League,Al Hazem,10,Fábio Martins,F,32,Portugal,33,5,4,5,0,,,2025-26
Saudi Pro League,Al Hazem,17,Elias Mokwana,F,26,South Africa,24,1,2,6,0,,,2025-26
Saudi Pro League,Al Hazem,20,Nawaf Al Bishri,F,20,Saudi Arabia,0,0,0,0,0,,,2025-26
Saudi Pro League,Al Hazem,30,Abdulrazzaq Awaji,F,18,Saudi Arabia,2,0,0,0,0,,,2025-26
Saudi Pro League,Al Ittihad,1,Predrag Rajkovic,G,30,Serbia,30,,0,0,2,97,41,2025-26
Saudi Pro League,Al Ittihad,47,Hamed Al-Shanqiti,G,21,Saudi Arabia,1,,0,0,0,3,2,2025-26
Saudi Pro League,Al Ittihad,50,Mohammed Alabsi,G,23,Saudi Arabia,5,,0,1,0,4,5,2025-26
Saudi Pro League,Al Ittihad,88,Osama Al Marwash,G,23,Saudi Arabia,0,,0,0,0,0,0,2025-26
Saudi Pro League,Al Ittihad,2,Danilo Pereira,D,34,Portugal,31,2,1,5,0,,,2025-26
Saudi Pro League,Al Ittihad,4,Jan-Carlo Simic,D,21,Serbia,8,0,0,0,0,,,2025-26
Saudi Pro League,Al Ittihad,6,Saad Al Mosa,D,23,Saudi Arabia,7,0,0,3,0,,,2025-26
Saudi Pro League,Al Ittihad,12,Mario Mitaj,D,22,Albania,21,1,2,7,0,,,2025-26
Saudi Pro League,Al Ittihad,13,Muhannad Al-Shanqiti,D,27,Saudi Arabia,30,3,6,2,0,,,2025-26
Saudi Pro League,Al Ittihad,15,Hassan Kadish,D,33,Saudi Arabia,27,1,0,0,1,,,2025-26
Saudi Pro League,Al Ittihad,20,Ahmed Sharahili,D,32,Saudi Arabia,17,0,0,3,0,,,2025-26
Saudi Pro League,Al Ittihad,32,Ahmed Al-Julaydan,D,22,Saudi Arabia,22,0,1,2,0,,,2025-26
Saudi Pro League,Al Ittihad,66,Mohammed Ali Barnawi,D,20,Saudi Arabia,2,0,0,0,0,,,2025-26
Saudi Pro League,Al Ittihad,70,Abdulrahman Hazazi,D,18,Saudi Arabia,,,,,,,,2025-26
Saudi Pro League,Al Ittihad,87,Yaseen Khalid,D,20,Saudi Arabia,1,0,0,0,0,,,2025-26
Saudi Pro League,Al Ittihad,3,Stephane Paul Keller,M,24,Cameroon,,,,,,,,2025-26
Saudi Pro League,Al Ittihad,8,Fabinho,M,32,Brazil,30,1,3,5,2,,,2025-26
Saudi Pro League,Al Ittihad,10,Houssem Aouar,M,28,Algeria,23,8,3,3,0,,,2025-26
Saudi Pro League,Al Ittihad,14,Awad Al Nashri,M,24,Saudi Arabia,16,0,0,3,0,,,2025-26
Saudi Pro League,Al Ittihad,16,Faisal Al-Ghamdi,M,24,Saudi Arabia,14,1,2,1,0,,,2025-26
Saudi Pro League,Al Ittihad,17,Mahamadou Doumbia,M,22,Mali,14,1,2,4,0,,,2025-26
Saudi Pro League,Al Ittihad,23,Nawaf Al Jadaani,M,20,Saudi Arabia,,,,,,,,2025-26
Saudi Pro League,Al Ittihad,29,Farhah Al Shamrani,M,20,Saudi Arabia,,,,,,,,2025-26
Saudi Pro League,Al Ittihad,41,Mohammed Fallatah,M,18,Saudi Arabia,3,0,0,1,0,,,2025-26
Saudi Pro League,Al Ittihad,53,Mohammed Hazazi,M,20,Saudi Arabia,,,,,,,,2025-26
Saudi Pro League,Al Ittihad,80,Hamed Alghamdi,M,27,Saudi Arabia,8,0,0,0,0,,,2025-26
Saudi Pro League,Al Ittihad,11,Saleh Al-Shehri,F,32,Saudi Arabia,18,3,2,1,0,,,2025-26
Saudi Pro League,Al Ittihad,19,Moussa Diaby,F,27,France,31,4,7,2,2,,,2025-26
Saudi Pro League,Al Ittihad,21,Youssef En-Nesyri,F,29,Morocco,13,6,0,0,0,,,2025-26
Saudi Pro League,Al Ittihad,22,Abdulaziz Al-Bishi,F,32,Saudi Arabia,22,1,0,1,0,,,2025-26
Saudi Pro League,Al Ittihad,24,Abdulrahman Al-Obud,F,31,Saudi Arabia,15,1,1,2,0,,,2025-26
Saudi Pro League,Al Ittihad,27,Ahmed Al Ghamdi,F,24,Saudi Arabia,25,3,1,2,0,,,2025-26
Saudi Pro League,Al Ittihad,34,Steven Bergwijn,F,28,Netherlands,21,5,3,5,0,,,2025-26
Saudi Pro League,Al Ittihad,52,Adnan Al Bishri,F,20,Saudi Arabia,,,,,,,,2025-26
Saudi Pro League,Al Ittihad,78,Roger Fernandes,F,20,Portugal,15,2,2,2,0,,,2025-26
Saudi Pro League,Al Ittihad,90,Talal Haji,F,18,Saudi Arabia,7,0,0,0,0,,,2025-26
Saudi Pro League,Al Ittihad,99,George Ilenikhena,F,19,France,2,0,0,1,0,,,2025-26
Saudi Pro League,Al Fateh,1,Fernando Pacheco,G,34,Spain,31,,0,1,1,110,47,2025-26
Saudi Pro League,Al Fateh,31,Habib Alwotayan,G,29,Saudi Arabia,0,,0,0,0,0,0,2025-26
Saudi Pro League,Al Fateh,13,Abdulhadi Al-Alwan,G,,Saudi Arabia,,,,,,,,2025-26
Saudi Pro League,Al Fateh,22,Mahmoud Al Burayh,G,20,Saudi Arabia,0,,0,0,0,0,0,2025-26
Saudi Pro League,Al Fateh,17,Marwane Saadane,D,34,,,,,,,,,2025-26
Saudi Pro League,Al Fateh,5,Faisal Darisi,D,29,Saudi Arabia,4,0,0,0,0,,,2025-26
Saudi Pro League,Al Fateh,12,Hussain Salem,D,28,Saudi Arabia,7,0,0,1,0,,,2025-26
Saudi Pro League,Al Fateh,4,Ziyad Al Jari,D,24,Saudi Arabia,23,0,0,6,0,,,2025-26
Saudi Pro League,Al Fateh,87,Sattam Al Tumbukti,D,24,Saudi Arabia,12,0,0,2,0,,,2025-26
Saudi Pro League,Al Fateh,15,Saeed Baattia,D,25,Saudi Arabia,31,1,0,9,0,,,2025-26
Saudi Pro League,Al Fateh,63,Muntathir Al Shaqaq,D,21,,,,,,,,,2025-26
Saudi Pro League,Al Fateh,83,Ammar Al Hudaybi,D,19,,,,,,,,,2025-26
Saudi Pro League,Al Fateh,78,Abdulaziz Anwar Abdulrahman Al Suwailem,D,20,,,,,,,,,2025-26
Saudi Pro League,Al Fateh,10,Matias Vargas,M,29,,,,,,,,,2025-26
Saudi Pro League,Al Fateh,33,Zaydou Youssef,M,27,,,,,,,,,2025-26
Saudi Pro League,Al Fateh,88,Othman Ramzi Jasim Al Othman,M,23,,,,,,,,,2025-26
Saudi Pro League,Al Fateh,80,Faisal Al Abdulwahed,M,21,,,,,,,,,2025-26
Saudi Pro League,Al Fateh,98,Abdulaziz Al Fawaz,M,18,,,,,,,,,2025-26
Saudi Pro League,Al Fateh,38,Ali Al Youssef,M,18,,,,,,,,,2025-26
Saudi Pro League,Al Fateh,25,Mohammed Al-Sahihi,M,20,,,,,,,,,2025-26
Saudi Pro League,Al Fateh,55,Fawaz Al-Hamad,M,22,,,,,,,,,2025-26
Saudi Pro League,Al Fateh,39,Hassan Ali Al Ghazal,M,17,,,,,,,,,2025-26
Saudi Pro League,Al Fateh,11,Mourad Batna,F,36,,,,,,,,,2025-26
Saudi Pro League,Al Fateh,29,Ali Al Masoud,F,22,,,,,,,,,2025-26
Saudi Pro League,Al Fateh,27,Fahad Zubaidi,F,24,,,,,,,,,2025-26
Saudi Pro League,Al Khaleej,49,Anthony Moris,G,36,Luxembourg,33,,2,4,0,120,57,2025-26
Saudi Pro League,Al Khaleej,96,Marwan Al Haidari,G,30,Saudi Arabia,1,,0,0,0,10,5,2025-26
Saudi Pro League,Al Khaleej,,Mohammed Ibrahim,G,21,,,,,,,,,2025-26
Saudi Pro League,Al Khaleej,31,Mohammed Alghanem,G,18,Saudi Arabia,0,,0,0,0,0,0,2025-26
Saudi Pro League,Al Khaleej,17,Abdullah Al Hafith,D,33,Saudi Arabia,23,0,1,1,0,,,2025-26
Saudi Pro League,Al Khaleej,13,Ahmad Asiri,D,34,Saudi Arabia,21,0,0,7,0,,,2025-26
Saudi Pro League,Al Khaleej,5,Rebocho,D,31,Portugal,33,0,7,4,0,,,2025-26
Saudi Pro League,Al Khaleej,,Abdullah Al-Amar,D,32,,,,,,,,,2025-26
Saudi Pro League,Al Khaleej,,Boubakar Kiki Kouyate,D,29,,,,,,,,,2025-26
Saudi Pro League,Al Khaleej,3,Mohammed Khubrani,D,32,Saudi Arabia,32,0,0,6,1,,,2025-26
