League,Team,Number,Player,Position,Age,Nationality,Season_Apps,Season_Goals,Season_Assists,Season_YellowCards,Season_RedCards,Season_Saves,Season_GoalsConceded,Season_Label
2. Bundesliga,TSV Eintracht Braunschweig,5,Frederik Jakel,D,25,Germany,1,0,0,0,0,,,2025-26
2. Bundesliga,TSV Eintracht Braunschweig,25,Sanoussy Ba,D,22,Germany,,,,,,,,2025-26
2. Bundesliga,TSV Eintracht Braunschweig,29,Lukas Frenkert,D,26,Germany,18,3,0,2,1,,,2025-26
2. Bundesliga,TSV Eintracht Braunschweig,16,Louis Breunig,D,22,Germany,10,0,1,3,1,,,2025-26
2. Bundesliga,TSV Eintracht Braunschweig,4,Andi Hoti,D,23,Kosovo,16,0,0,1,0,,,2025-26
2. Bundesliga,TSV Eintracht Braunschweig,22,Fabio Di-Michele-Sanchez,D,23,Germany,29,0,1,6,0,,,2025-26
2. Bundesliga,TSV Eintracht Braunschweig,,Damjan Kovacevic,D,21,Austria,,,,,,,,2025-26
2. Bundesliga,TSV Eintracht Braunschweig,20,Lino Tempelmann,M,27,Germany,,,,,,,,2025-26
2. Bundesliga,TSV Eintracht Braunschweig,6,Florian Flick,M,26,Germany,,,,,,,,2025-26
2. Bundesliga,TSV Eintracht Braunschweig,30,Robin Heusser,M,28,Germany,,,,,,,,2025-26
2. Bundesliga,TSV Eintracht Braunschweig,8,Mehmet Can Aydin,M,24,Türkiye,,,,,,,,2025-26
2. Bundesliga,TSV Eintracht Braunschweig,37,Sidney Raebiger,M,21,Germany,,,,,,,,2025-26
2. Bundesliga,TSV Eintracht Braunschweig,13,Elhan Kastrati,G,29,Albania,2,,0,0,0,4,3,2025-26
2. Bundesliga,TSV Eintracht Braunschweig,33,Marko Rajkovacic,G,26,Switzerland,0,,0,0,0,0,0,2025-26
2. Bundesliga,TSV Eintracht Braunschweig,19,Leon Bell,D,29,Cameroon,24,0,1,4,0,,,2025-26
2. Bundesliga,TSV Eintracht Braunschweig,3,Salomon Patrick Amougou Nkoa,D,27,Cameroon,17,1,1,2,1,,,2025-26
2. Bundesliga,SV Darmstadt 98,1,Marcel Schuhen,G,33,Germany,34,,1,3,0,120,45,2025-26
2. Bundesliga,SV Darmstadt 98,30,Alexander Brunst-Zöllner,G,31,Germany,0,,0,0,0,0,0,2025-26
2. Bundesliga,SV Darmstadt 98,24,Benedikt Börner,G,20,Germany,0,,0,0,0,0,0,2025-26
2. Bundesliga,SV Darmstadt 98,32,Fabian Holland,D,36,Germany,21,0,0,0,0,,,2025-26
2. Bundesliga,SV Darmstadt 98,2,Sergio López,D,27,Spain,28,0,5,4,1,,,2025-26
2. Bundesliga,SV Darmstadt 98,26,Matthias Bader,D,29,Germany,11,0,0,0,0,,,2025-26
2. Bundesliga,SV Darmstadt 98,18,Raoul Petretta,D,29,Italy,10,0,0,1,0,,,2025-26
2. Bundesliga,SV Darmstadt 98,6,Patric Pfeiffer,D,26,Ghana,31,1,1,2,2,,,2025-26
2. Bundesliga,SV Darmstadt 98,20,Aleksandar Vukotic,D,31,Serbia,29,1,1,6,0,,,2025-26
2. Bundesliga,SV Darmstadt 98,5,Matej Maglica,D,27,Croatia,30,6,0,2,0,,,2025-26
2. Bundesliga,SV Darmstadt 98,4,Grayson Dettoni,D,21,Italy,2,0,0,0,0,,,2025-26
2. Bundesliga,SV Darmstadt 98,46,Tim Arnold,D,19,Germany,,,,,,,,2025-26
2. Bundesliga,Dynamo Dresden,37,Daniel Mesenhöler,G,31,Germany,1,,0,0,0,5,0,2025-26
2. Bundesliga,Dynamo Dresden,22,Lennart Grill,G,27,Germany,6,,0,0,0,12,10,2025-26
2. Bundesliga,Dynamo Dresden,1,Tim Schreiber,G,24,Germany,27,,0,1,0,68,43,2025-26
2. Bundesliga,Dynamo Dresden,40,Elias Bethke,G,23,Germany,0,,0,0,0,0,0,2025-26
2. Bundesliga,Dynamo Dresden,29,Lukas Boeder,D,29,Germany,22,0,1,2,0,,,2025-26
2. Bundesliga,Dynamo Dresden,,Ahmet Muhamedbegovic,D,27,Austria,,,,,,,,2025-26
2. Bundesliga,Dynamo Dresden,19,Alexander Rossipal,D,30,Germany,28,4,7,4,0,,,2025-26
2. Bundesliga,Dynamo Dresden,,Simon Straudi,D,27,Italy,,,,,,,,2025-26
2. Bundesliga,Dynamo Dresden,,Jonas Sterner,D,24,Germany,18,0,3,3,0,,,2025-26
2. Bundesliga,Dynamo Dresden,,Brooklyn Ezeh,D,25,Germany,,,,,,,,2025-26
2. Bundesliga,Dynamo Dresden,23,Lars Bünning,D,28,Germany,12,1,0,3,0,,,2025-26
2. Bundesliga,Dynamo Dresden,,Kenneth Schmidt,D,24,Germany,,,,,,,,2025-26
2. Bundesliga,Dynamo Dresden,,Nicolai Rapp,M,29,Germany,,,,,,,,2025-26
2. Bundesliga,Dynamo Dresden,27,Niklas Hauptmann,M,30,Germany,,,,,,,,2025-26
2. Bundesliga,Dynamo Dresden,,Tobias Raschl,M,26,Germany,,,,,,,,2025-26
2. Bundesliga,Dynamo Dresden,8,Luca Herrmann,M,27,Germany,,,,,,,,2025-26
2. Bundesliga,Dynamo Dresden,10,Jakob Lemmer,M,26,Germany,,,,,,,,2025-26
2. Bundesliga,Dynamo Dresden,,Robert Wagner,M,23,Germany,,,,,,,,2025-26
2. Bundesliga,Dynamo Dresden,,Jonas Oehmichen,M,22,Germany,,,,,,,,2025-26
2. Bundesliga,Dynamo Dresden,45,Marlon Grafe,G,19,Germany,0,,0,0,0,0,0,2025-26
2. Bundesliga,Dynamo Dresden,26,Jan-Hendrik Marx,D,31,Germany,3,0,0,0,0,,,2025-26
2. Bundesliga,Dynamo Dresden,2,Konrad Faber,D,28,Germany,23,0,1,2,0,,,2025-26
2. Bundesliga,Dynamo Dresden,28,Sascha Risch,D,26,Germany,10,0,1,0,0,,,2025-26
2. Bundesliga,Fortuna Düsseldorf,33,Florian Kastenmeier,G,29,Germany,32,,1,3,0,109,52,2025-26
2. Bundesliga,Fortuna Düsseldorf,1,Marcel Lotka,G,25,Poland,2,,0,0,0,6,1,2025-26
2. Bundesliga,Fortuna Düsseldorf,26,Florian Schock,G,25,Germany,0,,0,0,0,0,0,2025-26
2. Bundesliga,Fortuna Düsseldorf,25,Matthias Zimmermann,D,34,Germany,23,0,0,5,0,,,2025-26
2. Bundesliga,Fortuna Düsseldorf,30,Jordy de Wijs,D,31,Netherlands,8,1,0,1,0,,,2025-26
2. Bundesliga,Fortuna Düsseldorf,5,Moritz Heyer,D,31,Germany,19,0,0,4,0,,,2025-26
2. Bundesliga,Fortuna Düsseldorf,3,Christopher Lenz,D,31,Germany,17,0,1,3,0,,,2025-26
2. Bundesliga,Fortuna Düsseldorf,12,Valgeir Lunddal Fridriksson,D,24,Iceland,13,0,1,1,0,,,2025-26
2. Bundesliga,Fortuna Düsseldorf,2,Jesper Daland,D,26,Norway,23,0,0,7,1,,,2025-26
2. Bundesliga,Fortuna Düsseldorf,15,Tim Oberdorf,D,29,Germany,32,1,0,2,2,,,2025-26
2. Bundesliga,Fortuna Düsseldorf,4,Kenneth Schmidt,D,24,Germany,20,1,0,5,0,,,2025-26
2. Bundesliga,Fortuna Düsseldorf,42,Leonard Brodersen,D,23,Germany,0,0,0,0,0,,,2025-26
2. Bundesliga,SV Elversberg,1,Frank Lehmann,G,37,Germany,,,,,,,,2025-26
2. Bundesliga,SV Elversberg,28,Tim Boss,G,33,Germany,0,,0,1,0,0,0,2025-26
2. Bundesliga,SV Elversberg,20,Nicolas Kristof,G,26,Austria,34,,0,2,0,89,39,2025-26
2. Bundesliga,SV Elversberg,30,Jan Gyamerah,D,31,Ghana,28,1,3,3,1,,,2025-26
2. Bundesliga,SV Elversberg,31,Maximilian Rohr,D,31,Germany,31,3,2,8,0,,,2025-26
2. Bundesliga,SV Elversberg,3,Florian Le Joncour,D,31,France,18,1,0,1,0,,,2025-26
2. Bundesliga,SV Elversberg,2,Nicholas Mickelson,D,27,Thailand,25,1,2,3,0,,,2025-26
2. Bundesliga,SV Elversberg,21,Lasse Günther,D,23,Germany,27,0,7,1,0,,,2025-26
2. Bundesliga,SV Elversberg,43,Felix Keidel,M,23,Germany,25,1,2,3,0,,,2025-26
2. Bundesliga,SV Elversberg,19,Lukas Finn Pinckert,D,26,Germany,29,0,0,5,0,,,2025-26
2. Bundesliga,SV Elversberg,4,Luis Seifert,D,22,Germany,0,0,0,0,0,,,2025-26
2. Bundesliga,SV Elversberg,24,Luca Schnellbacher,M,32,Germany,28,3,4,1,0,,,2025-26
2. Bundesliga,SpVgg Greuther Fürth,,Sebastian Jung,G,21,Germany,,,,,,,,2025-26
2. Bundesliga,SpVgg Greuther Fürth,,Christian Ortag,G,31,Germany,,,,,,,,2025-26
2. Bundesliga,SpVgg Greuther Fürth,26,Pelle Boevink,G,28,Netherlands,10,,0,2,0,30,28,2025-26
2. Bundesliga,SpVgg Greuther Fürth,43,Silas Prüfrock,G,21,Germany,15,,0,0,0,43,18,2025-26
2. Bundesliga,SpVgg Greuther Fürth,,Florian Hellstern,G,18,Germany,,,,,,,,2025-26
2. Bundesliga,SpVgg Greuther Fürth,23,Jannick Dehm,D,30,Germany,30,2,1,8,0,,,2025-26
2. Bundesliga,SpVgg Greuther Fürth,27,Gian-Luca Itter,D,27,Germany,19,0,1,1,0,,,2025-26
2. Bundesliga,SpVgg Greuther Fürth,24,Marco John,D,24,Germany,9,2,0,0,0,,,2025-26
2. Bundesliga,SpVgg Greuther Fürth,25,Brynjar Bjarnason,D,26,Iceland,16,1,0,1,0,,,2025-26
2. Bundesliga,SpVgg Greuther Fürth,,Jannis Heuer,D,26,Germany,,,,,,,,2025-26
2. Bundesliga,SpVgg Greuther Fürth,17,Noah Konig,D,23,Germany,5,0,0,0,1,,,2025-26
2. Bundesliga,SpVgg Greuther Fürth,,Maxim Dal,D,20,Germany,,,,,,,,2025-26
2. Bundesliga,SpVgg Greuther Fürth,38,Raul Marita,D,19,Romania,,,,,,,,2025-26
2. Bundesliga,SpVgg Greuther Fürth,2,Lukas Reich,D,19,Germany,,,,,,,,2025-26
2. Bundesliga,SpVgg Greuther Fürth,,Mika Wallentowitz,D,18,Germany,,,,,,,,2025-26
2. Bundesliga,SpVgg Greuther Fürth,30,Felix Klaus,M,33,Germany,,,,,,,,2025-26
2. Bundesliga,SpVgg Greuther Fürth,,Paul Will,M,27,Germany,,,,,,,,2025-26
2. Bundesliga,SpVgg Greuther Fürth,,Shinta Appelkamp,M,25,Germany,,,,,,,,2025-26
2. Bundesliga,SpVgg Greuther Fürth,28,Doni Arifi,M,24,Finland,,,,,,,,2025-26
2. Bundesliga,SpVgg Greuther Fürth,,Ole Pohlmann,M,25,Germany,,,,,,,,2025-26
2. Bundesliga,SpVgg Greuther Fürth,1,Nils-Jonathan Körber,G,29,Germany,0,,0,0,0,0,0,2025-26
2. Bundesliga,SpVgg Greuther Fürth,21,Timo Schlieck,G,20,Germany,9,,0,1,0,27,22,2025-26
2. Bundesliga,SpVgg Greuther Fürth,4,Philipp Ziereis,D,33,Germany,30,0,1,10,0,,,2025-26
2. Bundesliga,SpVgg Greuther Fürth,33,Maximilian Dietz,D,24,USA,24,0,0,5,1,,,2025-26
2. Bundesliga,SpVgg Greuther Fürth,15,Jan Elvedi,D,29,Switzerland,27,1,1,1,0,,,2025-26
2. Bundesliga,Hannover 96,,Daisuke Yokota,F,26,Japan,,,,,,,,2025-26
2. Bundesliga,Hannover 96,,Tom Hobrecht,F,19,Germany,,,,,,,,2025-26
2. Bundesliga,Hannover 96,,Taycan Macid Etcibasi,,,,,,,,,,,2025-26
2. Bundesliga,Hannover 96,40,Jonas Schwanke,G,19,Germany,,,,,,,,2025-26
2. Bundesliga,Hannover 96,5,Virgil Ghita,D,28,Romania,29,2,1,6,0,,,2025-26
2. Bundesliga,Hannover 96,3,Boris Tomiak,D,27,Germany,25,3,0,8,0,,,2025-26
2. Bundesliga,Hannover 96,19,Williams Kokolo,D,26,France,13,0,1,1,0,,,2025-26
2. Bundesliga,Hannover 96,33,Maurice Neubauer,D,30,Germany,31,2,4,4,0,,,2025-26
2. Bundesliga,Hannover 96,17,Bastian Allgeier,D,24,Germany,17,0,0,1,0,,,2025-26
2. Bundesliga,Hannover 96,27,Hayate Matsuda,D,22,Japan,25,3,1,4,0,,,2025-26
2. Bundesliga,Hannover 96,20,Ime Okon,D,22,South Africa,25,2,0,4,0,,,2025-26
2. Bundesliga,Hannover 96,,Yunus Ünal,D,,,,,,,,,,2025-26
2. Bundesliga,Hannover 96,,Jean Hugonet,M,26,France,,,,,,,,2025-26
2. Bundesliga,Hannover 96,26,Waniss Taibi,M,24,France,,,,,,,,2025-26
2. Bundesliga,Hannover 96,23,Stefán Teitur Thórdarson,M,27,Iceland,,,,,,,,2025-26
2. Bundesliga,Hannover 96,13,Franz Roggow,M,24,Germany,,,,,,,,2025-26
2. Bundesliga,Hannover 96,29,Kolja Oudenne,M,24,Sweden,,,,,,,,2025-26
2. Bundesliga,Hannover 96,,Lars Gindorf,M,24,Germany,,,,,,,,2025-26
2. Bundesliga,Hannover 96,22,Noah Engelbreth,M,21,Germany,,,,,,,,2025-26
2. Bundesliga,Hannover 96,21,Mwisho Mhango,M,18,Malawi,,,,,,,,2025-26
2. Bundesliga,Hannover 96,30,Leo Weinkauf,G,30,Germany,0,,0,0,0,0,0,2025-26
2. Bundesliga,Hannover 96,1,Nahuel Nicolas Noll,G,23,Germany,34,,1,2,0,96,44,2025-26
2. Bundesliga,Hannover 96,6,Maik Nawrocki,D,25,Poland,17,3,3,4,0,,,2025-26
2. Bundesliga,Hannover 96,37,Brooklyn Ezeh,D,25,Germany,,,,,,,,2025-26
2. Bundesliga,Hannover 96,4,Hendry Blank,D,21,Germany,12,0,0,0,0,,,2025-26
2. Bundesliga,1. FC Kaiserslautern,,Thierry Fidjeu-Tazemeta,M,18,Austria,,,,,,,,2025-26
2. Bundesliga,1. FC Kaiserslautern,,Dickson Abiama,F,27,Nigeria,,,,,,,,2025-26
2. Bundesliga,1. FC Kaiserslautern,,Jannik Mause,F,28,Germany,,,,,,,,2025-26
2. Bundesliga,1. FC Kaiserslautern,1,Julian Krahl,G,26,Germany,32,,0,1,0,116,44,2025-26
2. Bundesliga,1. FC Kaiserslautern,28,Fabian Heck,G,21,Luxembourg,,,,,,,,2025-26
2. Bundesliga,1. FC Kaiserslautern,40,Enis Kamga,G,19,Germany,1,,0,0,0,1,2,2025-26
2. Bundesliga,1. FC Kaiserslautern,,Yannick Onohiol,G,,,,,,,,,,2025-26
2. Bundesliga,1. FC Kaiserslautern,14,Jacob Rasmussen,D,29,Denmark,12,1,0,0,0,,,2025-26
2. Bundesliga,1. FC Kaiserslautern,,Ivan Knežević,D,33,Germany,,,,,,,,2025-26
2. Bundesliga,1. FC Kaiserslautern,13,Erik Wekesser,D,29,Germany,7,0,0,2,0,,,2025-26
2. Bundesliga,1. FC Kaiserslautern,,Frank Ronstadt,D,29,Germany,,,,,,,,2025-26
2. Bundesliga,1. FC Kaiserslautern,2,Simon Asta,D,25,Germany,15,1,0,2,0,,,2025-26
2. Bundesliga,1. FC Kaiserslautern,4,Maxwell Gyamfi,D,26,Germany,27,0,0,7,1,,,2025-26
2. Bundesliga,1. FC Kaiserslautern,,Jan Elvedi,D,29,Switzerland,,,,,,,,2025-26
2. Bundesliga,1. FC Kaiserslautern,,Paul Joly,D,26,France,29,1,6,5,0,,,2025-26
2. Bundesliga,1. FC Kaiserslautern,22,Mika Haas,D,20,Germany,,,,,,,,2025-26
2. Bundesliga,1. FC Kaiserslautern,7,Marlon Ritter,M,31,Germany,,,,,,,,2025-26
2. Bundesliga,1. FC Kaiserslautern,15,Naatan Skyttä,M,24,Finland,,,,,,,,2025-26
2. Bundesliga,1. FC Kaiserslautern,6,Fabian Kunze,M,28,Germany,,,,,,,,2025-26
2. Bundesliga,1. FC Kaiserslautern,8,Semih Sahin,M,26,Germany,,,,,,,,2025-26
2. Bundesliga,1. FC Kaiserslautern,30,Avdo Spahic,G,29,Bosnia and Herzegovina,0,,0,0,0,0,0,2025-26
2. Bundesliga,1. FC Kaiserslautern,25,Simon Simoni,G,22,Albania,1,,0,0,0,1,1,2025-26
2. Bundesliga,1. FC Kaiserslautern,38,Neal Gibs,D,24,Germany,0,0,0,0,0,,,2025-26
2. Bundesliga,1. FC Kaiserslautern,3,Florian Kleinhansl,D,25,Germany,12,0,1,0,0,,,2025-26
2. Bundesliga,1. FC Kaiserslautern,31,Luca Sirch,D,27,Germany,33,1,3,5,0,,,2025-26
2. Bundesliga,Karlsruher SC,30,Robin Himmelmann,G,37,Germany,1,,0,0,0,3,3,2025-26
2. Bundesliga,Karlsruher SC,1,Hans Christian Bernat,G,25,Denmark,33,,0,5,0,126,61,2025-26
2. Bundesliga,Karlsruher SC,,Ferdinand Gebert,G,,,,,,,,,,2025-26
2. Bundesliga,Karlsruher SC,28,Marcel Franke,D,33,Germany,29,0,0,3,1,,,2025-26
2. Bundesliga,Karlsruher SC,22,Christoph Kobald,D,28,Austria,26,2,2,10,0,,,2025-26
2. Bundesliga,Karlsruher SC,4,Marcel Beifus,D,23,Germany,14,2,0,5,0,,,2025-26
2. Bundesliga,Karlsruher SC,33,Viktor Bergh,D,26,Sweden,,,,,,,,2025-26
2. Bundesliga,Karlsruher SC,36,Rafael Pedrosa,D,18,Germany,28,1,1,2,0,,,2025-26
2. Bundesliga,Karlsruher SC,29,Marc Niclas Dühring,D,22,Germany,1,0,0,0,0,,,2025-26
2. Bundesliga,Karlsruher SC,,Paul Scholl,D,20,Germany,13,0,1,1,0,,,2025-26
2. Bundesliga,Karlsruher SC,,Deniz Ofli,D,19,Türkiye,,,,,,,,2025-26
2. Bundesliga,Karlsruher SC,10,Marvin Wanitzek,M,33,Germany,,,,,,,,2025-26
2. Bundesliga,Karlsruher SC,,Santeri Vaananen,M,24,Finland,,,,,,,,2025-26
2. Bundesliga,Karlsruher SC,16,Andreas Müller,M,26,Germany,,,,,,,,2025-26
2. Bundesliga,Karlsruher SC,,Tim Civeja,M,24,Albania,,,,,,,,2025-26
2. Bundesliga,Karlsruher SC,25,Lilian Egloff,M,23,Germany,,,,,,,,2025-26
2. Bundesliga,Karlsruher SC,,Kevin Wiethaup,M,20,Germany,,,,,,,,2025-26
2. Bundesliga,Karlsruher SC,8,Kwon Hyeok-Kyu,M,25,,,,,,,,,2025-26
2. Bundesliga,Karlsruher SC,19,Louey Farhat,M,20,Tunisia,,,,,,,,2025-26
2. Bundesliga,Karlsruher SC,21,Meiko Wäschenbach,M,22,Germany,,,,,,,,2025-26
2. Bundesliga,Karlsruher SC,18,Aki Koch,G,22,Germany,0,,0,0,0,0,0,2025-26
2. Bundesliga,Karlsruher SC,2,Sebastian Jung,G,21,Germany,28,,2,1,0,0,42,2025-26
2. Bundesliga,Karlsruher SC,5,Stephen Ambrosius,D,27,Ghana,12,0,0,2,0,,,2025-26
2. Bundesliga,Karlsruher SC,20,David Herold,D,23,Germany,33,0,7,5,0,,,2025-26
2. Bundesliga,Holstein Kiel,,Giorgi Kvilitaia,F,32,Georgia,,,,,,,,2025-26
2. Bundesliga,Holstein Kiel,,Faride Alidou,F,25,Germany,,,,,,,,2025-26
2. Bundesliga,Holstein Kiel,,Moritz Reimers,,,,,,,,,,,2025-26
2. Bundesliga,Holstein Kiel,31,Marcel Engelhardt,G,33,Germany,,,,,,,,2025-26
2. Bundesliga,Holstein Kiel,1,Timon Weiner,G,27,Germany,12,,0,3,0,33,17,2025-26
2. Bundesliga,Holstein Kiel,41,Lio Rothenhagen,G,19,Germany,0,,0,0,0,0,0,2025-26
