League,Team,Number,Player,Position,Age,Nationality,Season_Apps,Season_Goals,Season_Assists,Season_YellowCards,Season_RedCards,Season_Saves,Season_GoalsConceded,Season_Label
Primeira Liga,Arouca,21,Taichi Fukui,M,22,Japan,,,,,,,,2025-26
Primeira Liga,Arouca,14,Lee Hyun-Ju,M,23,,,,,,,,,2025-26
Primeira Liga,Arouca,89,Pedro Santos,M,25,Portugal,,,,,,,,2025-26
Primeira Liga,Arouca,22,Espen Van Ee,M,23,Netherlands,,,,,,,,2025-26
Primeira Liga,Arouca,17,Iván Martínez,G,29,Spain,,,,,,,,2025-26
Primeira Liga,Arouca,24,Brian Mansilla,F,29,Argentina,,,,,,,,2025-26
Primeira Liga,Arouca,7,Näis Djouahra,F,26,France,,,,,,,,2025-26
Primeira Liga,Arouca,19,Alfonso Trezza,F,27,Uruguay,,,,,,,,2025-26
Primeira Liga,Arouca,,Miguel Puche,,,,,,,,,,,2025-26
Primeira Liga,Arouca,1,João Valido,G,26,Portugal,9,,0,0,0,25,24,2025-26
Primeira Liga,Arouca,25,Bas Kuipers,D,31,Netherlands,17,1,2,3,0,,,2025-26
Primeira Liga,Arouca,44,Amadou Dante,D,25,Mali,17,0,0,0,0,,,2025-26
Primeira Liga,Arouca,66,Omar Fayed,D,23,Egypt,8,0,0,4,0,,,2025-26
Primeira Liga,Arouca,2,José Augusto Silva,D,20,Portugal,,,,,,,,2025-26
Primeira Liga,Benfica,,Tiago Gouveia,F,25,Portugal,,,,,,,,2025-26
Primeira Liga,Benfica,1,Anatoliy Trubin,G,24,Ukraine,32,,0,2,0,73,24,2025-26
Primeira Liga,Benfica,24,Samuel Soares,G,24,Portugal,2,,0,1,0,10,1,2025-26
Primeira Liga,Benfica,50,Diogo Ferreira,G,19,Portugal,0,,0,0,0,0,0,2025-26
Primeira Liga,Benfica,51,Arnas Voitinovicius,G,19,Lithuania,0,,0,0,0,0,0,2025-26
Primeira Liga,Benfica,,Clément Lenglet,D,31,France,,,,,,,,2025-26
Primeira Liga,Benfica,6,Alexander Bah,D,28,Denmark,9,2,0,2,0,,,2025-26
Primeira Liga,Benfica,,Rafael Obrador,D,22,Spain,,,,,,,,2025-26
Primeira Liga,Benfica,17,Amar Dedic,D,23,Bosnia and Herzegovina,24,1,4,3,2,,,2025-26
Primeira Liga,Benfica,66,Joshua Wynder,D,21,USA,0,0,0,0,0,,,2025-26
Primeira Liga,Benfica,26,Samuel Dahl,D,23,Sweden,33,1,1,3,0,,,2025-26
Primeira Liga,Benfica,44,Tomás Araújo,D,24,Portugal,23,1,2,4,0,,,2025-26
Primeira Liga,Benfica,4,António Silva,D,22,Portugal,26,1,1,6,0,,,2025-26
Primeira Liga,Benfica,55,João Fonseca,D,19,Portugal,,,,,,,,2025-26
Primeira Liga,Benfica,58,Daniel Banjaqui,D,18,Portugal,,,,,,,,2025-26
Primeira Liga,Benfica,62,José Neto,D,18,Portugal,,,,,,,,2025-26
Primeira Liga,Benfica,79,Kevin Pinto,D,19,England,,,,,,,,2025-26
Primeira Liga,Benfica,27,Rafa Silva,M,33,Portugal,,,,,,,,2025-26
Primeira Liga,Benfica,8,Fredrik Aursnes,M,30,Norway,,,,,,,,2025-26
Primeira Liga,Benfica,18,Leandro Barreiro,M,26,Luxembourg,,,,,,,,2025-26
Primeira Liga,Benfica,,Richard Ríos,,26,,,,,,,,,2025-26
Primeira Liga,Benfica,30,Nicolás Otamendi,D,38,Argentina,30,2,0,7,1,,,2025-26
Primeira Liga,Benfica,15,Sidny Lopes Cabral,D,23,Cape Verde Islands,23,6,5,4,0,,,2025-26
Primeira Liga,Braga,,Jonas Wind,F,27,Denmark,,,,,,,,2025-26
Primeira Liga,Braga,,Gabriel Silva,F,24,Brazil,,,,,,,,2025-26
Primeira Liga,Braga,,Ismaël Gharbi,F,22,Tunisia,,,,,,,,2025-26
Primeira Liga,Braga,12,Tiago Sá,G,31,Portugal,1,,0,0,0,1,2,2025-26
Primeira Liga,Braga,1,Lukás Hornícek,G,24,Czechia,33,,0,4,0,74,33,2025-26
Primeira Liga,Braga,,Bernardo,G,24,Brazil,,,,,,,,2025-26
Primeira Liga,Braga,78,João Carvalho,G,22,Portugal,1,,0,0,0,0,1,2025-26
Primeira Liga,Braga,56,Romário Cunha,G,18,Portugal,0,,0,0,0,0,0,2025-26
Primeira Liga,Braga,15,Paulo Oliveira,D,34,Portugal,17,0,0,3,0,,,2025-26
Primeira Liga,Braga,4,Sikou Niakate,D,27,Mali,11,0,0,2,0,,,2025-26
Primeira Liga,Braga,2,Víctor Gómez,D,26,Spain,32,1,4,2,0,,,2025-26
Primeira Liga,Braga,26,Bright Arrey-Mbi,D,23,Germany,23,0,0,3,0,,,2025-26
Primeira Liga,Braga,,Sergio Barcia,D,25,Spain,,,,,,,,2025-26
Primeira Liga,Braga,37,Adrian Leon Barisic,D,25,Bosnia and Herzegovina,6,0,0,0,0,,,2025-26
Primeira Liga,Braga,14,Gustaf Lagerbielke,D,26,Sweden,28,2,0,6,1,,,2025-26
Primeira Liga,Braga,,Adrian Bajrami,D,24,Switzerland,,,,,,,,2025-26
Primeira Liga,Braga,,Bartlomiej Wdowik,D,25,Poland,,,,,,,,2025-26
Primeira Liga,Braga,5,Leonardo Lelo,D,26,Portugal,29,0,4,2,0,,,2025-26
Primeira Liga,Braga,,Diogo Travassos,D,22,Portugal,,,,,,,,2025-26
Primeira Liga,Braga,,Francisco Chissumba,D,21,Portugal,,,,,,,,2025-26
Primeira Liga,Braga,36,Alaa Bellarouch,G,24,Morocco,0,,0,0,0,0,0,2025-26
Primeira Liga,Braga,62,Nuno Matos,D,21,Portugal,,,,,,,,2025-26
Primeira Liga,C.D. Nacional,,João Gonçalves,G,25,Portugal,,,,,,,,2025-26
Primeira Liga,C.D. Nacional,50,Kevyn,G,21,Brazil,0,,0,0,0,0,0,2025-26
Primeira Liga,C.D. Nacional,,Renato Marin,G,20,Italy,,,,,,,,2025-26
Primeira Liga,C.D. Nacional,34,Léo Santos,D,27,Brazil,31,3,2,12,0,,,2025-26
Primeira Liga,C.D. Nacional,14,Ivanildo Fernandes,D,30,Portugal,,,,,,,,2025-26
Primeira Liga,C.D. Nacional,,Wesley,D,26,Brazil,,,,,,,,2025-26
Primeira Liga,C.D. Nacional,4,Ulisses,D,26,Brazil,5,0,0,2,1,,,2025-26
Primeira Liga,C.D. Nacional,38,Zé Vitor,D,25,Brazil,30,4,1,6,2,,,2025-26
Primeira Liga,C.D. Nacional,,Daniel de La Cruz,D,22,Ecuador,,,,,,,,2025-26
Primeira Liga,C.D. Nacional,5,José Gomes,D,30,Portugal,27,1,5,3,0,,,2025-26
Primeira Liga,C.D. Nacional,33,Francisco Gonçalves,D,22,Portugal,10,0,0,2,0,,,2025-26
Primeira Liga,C.D. Nacional,22,Filipe Soares,M,27,Portugal,,,,,,,,2025-26
Primeira Liga,C.D. Nacional,6,Matheus Dias,M,24,Brazil,,,,,,,,2025-26
Primeira Liga,C.D. Nacional,28,Liziero,M,28,Brazil,,,,,,,,2025-26
Primeira Liga,C.D. Nacional,,Stavros Gavriel,M,24,Cyprus,,,,,,,,2025-26
Primeira Liga,C.D. Nacional,8,Miguel Baeza,M,26,Spain,,,,,,,,2025-26
Primeira Liga,C.D. Nacional,15,Chiheb Labidi,M,25,Tunisia,,,,,,,,2025-26
Primeira Liga,C.D. Nacional,10,Daniel Júnior,M,24,Brazil,,,,,,,,2025-26
Primeira Liga,C.D. Nacional,,Danel Dongmo,M,25,Cameroon,,,,,,,,2025-26
Primeira Liga,C.D. Nacional,26,Joel Silva,M,23,Portugal,,,,,,,,2025-26
Primeira Liga,C.D. Nacional,,Martim Gustavo,,21,,,,,,,,,2025-26
Primeira Liga,C.D. Nacional,37,Lucas França,G,30,Brazil,6,,0,1,0,18,10,2025-26
Primeira Liga,C.D. Nacional,1,Kaique,G,23,Brazil,28,,0,4,0,87,35,2025-26
Primeira Liga,C.D. Nacional,2,João Aurélio,D,37,Portugal,21,0,0,3,0,,,2025-26
Primeira Liga,C.D. Nacional,24,Lenny Vallier,D,27,France,14,0,0,5,0,,,2025-26
Primeira Liga,C.D. Nacional,16,Alan Nuñez,D,21,Paraguay,21,1,2,2,0,,,2025-26
Primeira Liga,C.D. Nacional,18,André Sousa,M,36,Portugal,12,0,2,1,0,,,2025-26
Primeira Liga,C.D. Nacional,,Jota,,33,,,,,,,,,2025-26
Primeira Liga,Casa Pia,33,Ricardo Batista,G,39,Angola,4,,0,0,0,6,5,2025-26
Primeira Liga,Casa Pia,1,Patrick Sequeira,G,27,Costa Rica,29,,0,3,1,80,45,2025-26
Primeira Liga,Casa Pia,,André Gomes,G,21,Portugal,,,,,,,,2025-26
Primeira Liga,Casa Pia,95,Ivan Mandic,G,23,Croatia,0,,0,0,0,0,0,2025-26
Primeira Liga,Casa Pia,22,Daniel Azevedo,G,28,Portugal,,,,,,,,2025-26
Primeira Liga,Casa Pia,18,André Geraldes,D,35,Portugal,26,0,0,9,0,,,2025-26
Primeira Liga,Casa Pia,5,Abdu Conté,D,28,Portugal,22,0,2,1,0,,,2025-26
Primeira Liga,Casa Pia,27,Kaique Rocha,D,25,Brazil,6,1,0,0,0,,,2025-26
Primeira Liga,Casa Pia,4,Joao Goulart,D,26,Portugal,25,0,0,4,0,,,2025-26
Primeira Liga,Casa Pia,75,Pedro Rosas,D,25,Portugal,9,0,0,3,0,,,2025-26
Primeira Liga,Casa Pia,3,Kaly,D,22,Angola,12,0,0,5,0,,,2025-26
Primeira Liga,Casa Pia,42,Sebastián Pérez,M,33,Colombia,,,,,,,,2025-26
Primeira Liga,Casa Pia,11,Raúl Blanco,M,24,Spain,,,,,,,,2025-26
Primeira Liga,Casa Pia,80,Lawrence Ofori,M,28,Ghana,,,,,,,,2025-26
Primeira Liga,Casa Pia,43,David Sousa,M,25,Brazil,,,,,,,,2025-26
Primeira Liga,Casa Pia,24,Iyad Mohamed,M,25,Comoros Islands,,,,,,,,2025-26
Primeira Liga,Casa Pia,,Gabi Pereira,M,26,Portugal,,,,,,,,2025-26
Primeira Liga,Casa Pia,59,Abdu Dafe,M,18,Guinea-Bissau,,,,,,,,2025-26
Primeira Liga,Casa Pia,90,Cassiano,F,37,Brazil,,,,,,,,2025-26
Primeira Liga,Casa Pia,,Rochinha,F,31,Portugal,,,,,,,,2025-26
Primeira Liga,Casa Pia,,Jeremy Livolant,,28,,,,,,,,,2025-26
Primeira Liga,Casa Pia,31,Rodrigo Moura,G,30,Brazil,,,,,,,,2025-26
Primeira Liga,Casa Pia,6,José Fonte,D,42,Portugal,18,1,0,3,0,,,2025-26
Primeira Liga,Casa Pia,72,Gaizka Larrazabal,D,28,Spain,33,5,4,6,0,,,2025-26
Primeira Liga,Casa Pia,55,Afonso Vieira,D,19,Portugal,,,,,,,,2025-26
Primeira Liga,Estoril,1,Joel Robles,G,36,Spain,31,,0,3,0,82,54,2025-26
Primeira Liga,Estoril,16,Martin Turk,G,22,Slovenia,3,,0,0,0,9,3,2025-26
Primeira Liga,Estoril,31,Diogo Dias,G,23,Portugal,0,,0,0,0,0,0,2025-26
Primeira Liga,Estoril,4,Ferro,D,29,Portugal,27,2,0,4,0,,,2025-26
Primeira Liga,Estoril,2,Ricard Sánchez,D,26,Spain,26,2,4,9,0,,,2025-26
Primeira Liga,Estoril,5,Antef Tsoungui,D,23,Belgium,23,0,0,9,0,,,2025-26
Primeira Liga,Estoril,25,Felix Bacher,D,25,Austria,34,2,0,4,0,,,2025-26
Primeira Liga,Estoril,,Fernando Medrano Gastanaga,D,26,Spain,,,,,,,,2025-26
Primeira Liga,Estoril,20,Goncalo Costa,D,26,Portugal,16,0,1,2,0,,,2025-26
Primeira Liga,Estoril,22,Pedro Carvalho,D,23,Portugal,26,0,1,5,0,,,2025-26
Primeira Liga,Estoril,,Isma Sierra,D,23,Spain,,,,,,,,2025-26
Primeira Liga,Estoril,,Philippe Lanquetin,D,21,France,,,,,,,,2025-26
Primeira Liga,Estoril,,Tiago Parente,D,22,Portugal,,,,,,,,2025-26
Primeira Liga,Estoril,,Diogo Brasido,D,23,Portugal,,,,,,,,2025-26
Primeira Liga,Estoril,12,João Carvalho,M,29,Portugal,,,,,,,,2025-26
Primeira Liga,Estoril,10,Jordan Holsgrove,M,26,Scotland,,,,,,,,2025-26
Primeira Liga,Estoril,99,Rafik Guitane,M,27,Algeria,,,,,,,,2025-26
Primeira Liga,Estoril,8,Xeka,M,31,Portugal,,,,,,,,2025-26
Primeira Liga,Estoril,6,Jandro Orellana,M,25,Spain,,,,,,,,2025-26
Primeira Liga,Estoril,,Tiago Brito,M,22,Portugal,,,,,,,,2025-26
Primeira Liga,Estoril,24,Pedro Amaral,D,28,Portugal,27,0,2,3,0,,,2025-26
Primeira Liga,Estoril,44,Kévin Boma,D,23,Togo,21,1,1,5,0,,,2025-26
Primeira Liga,Estoril,18,Or Israelov,D,21,Israel,1,0,0,0,0,,,2025-26
Primeira Liga,Estrela,3,Ni,D,23,Portugal,,,,,0,,,2025-26
Primeira Liga,Estrela,40,Renan Ribeiro,G,36,Brazil,34,,0,5,0,97,54,2025-26
Primeira Liga,Estrela,13,Dudu,G,27,Germany,0,,0,0,0,0,0,2025-26
Primeira Liga,Estrela,1,Diogo Pinto,G,22,Portugal,0,,0,0,0,0,0,2025-26
Primeira Liga,Estrela,22,David Grilo,G,29,Portugal,1,,0,0,0,2,2,2025-26
Primeira Liga,Estrela,24,Bruno Langa,D,28,Mozambique,11,0,0,0,0,,,2025-26
Primeira Liga,Estrela,17,Jefferson Encada,D,28,Guinea-Bissau,26,0,2,7,0,,,2025-26
Primeira Liga,Estrela,30,Luan Patrick,D,24,Brazil,31,0,0,5,1,,,2025-26
Primeira Liga,Estrela,14,Bernardo Schappo,D,27,Brazil,26,0,0,6,0,,,2025-26
Primeira Liga,Estrela,2,Yahya Kalley,D,25,Gambia,3,0,0,1,0,,,2025-26
Primeira Liga,Estrela,5,Issiar Dramé,D,27,Mali,1,0,0,0,0,,,2025-26
Primeira Liga,Estrela,4,Stefan Lekovic,D,22,Serbia,9,2,0,1,1,,,2025-26
Primeira Liga,Estrela,21,Max Scholze,D,21,Germany,11,0,0,2,0,,,2025-26
Primeira Liga,FC Famalicao,1,Ivan Zlobin,G,29,Russia,0,,0,0,0,0,0,2025-26
Primeira Liga,FC Famalicao,25,Lazar Carevic,G,27,Montenegro,34,,0,4,0,95,29,2025-26
Primeira Liga,FC Famalicao,22,Gabriel Cabral,G,23,Brazil,,,,,,,,2025-26
Primeira Liga,FC Famalicao,3,Leonardo Realpe,D,25,Ecuador,24,1,1,2,1,,,2025-26
Primeira Liga,FC Famalicao,2,Gustavo,D,24,Brazil,12,0,0,2,0,,,2025-26
Primeira Liga,FC Famalicao,28,Pedro Bondo,D,21,Angola,17,0,0,6,0,,,2025-26
Primeira Liga,FC Famalicao,4,Finn Van Breemen,D,23,Netherlands,,,,,,,,2025-26
Primeira Liga,FC Famalicao,5,Leny Meyer,D,22,Switzerland,,,,,,,,2025-26
Primeira Liga,FC Famalicao,30,Vojin Serafimovic,D,20,Serbia,0,0,0,0,0,,,2025-26
Primeira Liga,FC Famalicao,13,Renan Santana,D,21,Brazil,0,0,0,0,0,,,2025-26
Primeira Liga,FC Famalicao,17,Rodrigo Pinheiro,D,23,Portugal,29,3,2,5,0,,,2025-26
Primeira Liga,FC Famalicao,6,Tommie van de Looi,M,27,Netherlands,,,,,,,,2025-26
Primeira Liga,FC Famalicao,8,Marcos Peña,M,21,Spain,,,,,,,,2025-26
Primeira Liga,FC Famalicao,21,Tamás Szücs,M,21,Hungary,,,,,,,,2025-26
Primeira Liga,FC Famalicao,20,Gustavo Sá,M,21,Portugal,,,,,,,,2025-26
Primeira Liga,FC Famalicao,19,Paulo Moreira,M,26,Portugal,,,,,,,,2025-26
Primeira Liga,FC Famalicao,19,Rodrigo Ribeiro,M,20,Portugal,,,,,,,,2025-26
Primeira Liga,FC Famalicao,14,Mathias De Amorim,M,21,Portugal,,,,,,,,2025-26
Primeira Liga,FC Famalicao,47,Gonzalo Pastor,M,20,Spain,,,,,,,,2025-26
Primeira Liga,FC Famalicao,54,Lamine Beye,M,19,Senegal,,,,,,,,2025-26
Primeira Liga,FC Famalicao,,Mathis Jangeal,,18,,,,,,,,,2025-26
Primeira Liga,FC Famalicao,55,Ibrahima Ba,D,21,Senegal,21,1,1,4,0,,,2025-26
Primeira Liga,FC Famalicao,5,Rafa,D,31,Portugal,24,1,3,4,0,,,2025-26
Primeira Liga,FC Famalicao,16,Justin de Haas,D,26,Netherlands,31,5,0,7,0,,,2025-26
Primeira Liga,FC Famalicao,48,Rafael Correia Venâncio,D,20,Brazil,,,,,,,,2025-26
Primeira Liga,FC Famalicao,,Matheus Mattara,,19,,,,,,,,,2025-26
Primeira Liga,FC Porto,,André Silva,F,30,Portugal,,,,,,,,2025-26
Primeira Liga,FC Porto,,Gabriel Veron,F,23,Brazil,,,,,,,,2025-26
Primeira Liga,FC Porto,24,Joao Costa,G,30,Portugal,1,,0,0,0,0,0,2025-26
Primeira Liga,FC Porto,14,Cláudio Ramos,G,34,Portugal,2,,0,0,0,2,3,2025-26
Primeira Liga,FC Porto,,Samuel Portugal,G,32,Brazil,,,,,,,,2025-26
Primeira Liga,FC Porto,99,Diogo Costa,G,26,Portugal,33,,0,3,0,60,15,2025-26
Primeira Liga,FC Porto,51,Diogo Fernandes,G,21,Portugal,,,,,,,,2025-26
Primeira Liga,FC Porto,5,Jan Bednarek,D,30,Poland,32,2,0,8,0,,,2025-26
Primeira Liga,FC Porto,18,Nehuén Pérez,D,26,Argentina,6,1,0,0,0,,,2025-26
Primeira Liga,FC Porto,74,Moura,D,26,Portugal,21,2,2,5,0,,,2025-26
Primeira Liga,FC Porto,12,Zaidu Sanusi,D,29,Nigeria,17,1,1,2,0,,,2025-26
Primeira Liga,FC Porto,4,Jakub Kiwior,D,26,Poland,26,0,1,3,0,,,2025-26
Primeira Liga,FC Porto,21,Dominik Prpic,D,22,Croatia,6,0,0,0,1,,,2025-26
Primeira Liga,FC Porto,20,Alberto Costa,D,22,Portugal,29,1,8,7,0,,,2025-26
Primeira Liga,FC Porto,52,Martim Fernandes,D,20,Portugal,,,,,,,,2025-26
Primeira Liga,FC Porto,58,Tiago Silva,M,19,Portugal,,,,,,,,2025-26
Primeira Liga,FC Porto,13,Pablo Rosario,M,29,Dominican Republic,,,,,,,,2025-26
Primeira Liga,FC Porto,,Stephen Eustáquio,M,29,Canada,,,,,,,,2025-26
Primeira Liga,FC Porto,,Iván Jaime,M,25,Spain,,,,,,,,2025-26
Primeira Liga,FC Porto,10,Gabri Veiga,M,24,Spain,,,,,,,,2025-26
Primeira Liga,FC Porto,91,Gonçalo Ribeiro,G,20,Portugal,,,,,,,,2025-26
Primeira Liga,FC Porto,3,Thiago Silva,D,41,Brazil,8,0,0,0,0,,,2025-26
Primeira Liga,FC Porto,,Gabi Brás,,22,,,,,,,,,2025-26
Primeira Liga,Gil Vicente,,Jucélio Ferreira Da Silva,F,23,Brazil,,,,,,,,2025-26
Primeira Liga,Gil Vicente,,Walace,F,20,Brazil,,,,,,,,2025-26
Primeira Liga,Gil Vicente,30,Lucão,G,25,Brazil,8,,0,0,0,15,12,2025-26
Primeira Liga,Gil Vicente,1,André Picornell,G,22,Sweden,0,,0,0,0,0,0,2025-26
Primeira Liga,Gil Vicente,,Ricardo Esgaio,D,33,Portugal,,,,,,,,2025-26
Primeira Liga,Gil Vicente,39,Jonathan Buatu,D,32,Angola,31,1,1,4,0,,,2025-26
Primeira Liga,Gil Vicente,3,Ghislain Konan,D,30,Ivory Coast,30,0,0,5,0,,,2025-26
Primeira Liga,Gil Vicente,26,Weverson,D,26,Brazil,1,0,0,0,0,,,2025-26
Primeira Liga,Gil Vicente,4,Marvin Elimbi,D,23,France,28,0,0,7,0,,,2025-26
Primeira Liga,Gil Vicente,48,Antonio Espigares,D,21,Spain,19,1,0,2,0,,,2025-26
Primeira Liga,Gil Vicente,45,Jonathan Mutombo,D,23,France,3,0,0,0,0,,,2025-26
Primeira Liga,Gil Vicente,59,Arthur Tchaptchet,D,20,France,0,0,0,0,0,,,2025-26
Primeira Liga,Gil Vicente,5,Facundo Cáseres,M,25,Argentina,,,,8,0,,,2025-26
Primeira Liga,Gil Vicente,95,Santiago García,M,24,Spain,,,,,,,,2025-26
Primeira Liga,Gil Vicente,6,Zé Carlos,M,24,Portugal,,,,,,,,2025-26
Primeira Liga,Gil Vicente,8,Mohamed Bamba,F,24,France,,,,,,,,2025-26
Primeira Liga,Gil Vicente,32,Martín Fernández,M,23,Uruguay,,,,,,,,2025-26
Primeira Liga,Gil Vicente,16,Gui Beleza,M,19,Portugal,,,,,,,,2025-26
Primeira Liga,Gil Vicente,28,Diogo Pereira,M,23,Portugal,,,,,,,,2025-26
Primeira Liga,Gil Vicente,80,Rodrigo Rodrigues,M,18,Portugal,,,,,,,,2025-26
Primeira Liga,Gil Vicente,,Gil Martins,,20,,,,,,,,,2025-26
Primeira Liga,Gil Vicente,99,Daniel Figueira,G,28,Portugal,10,,0,2,0,23,14,2025-26
Primeira Liga,Gil Vicente,2,Zé Carlos,D,27,Portugal,32,0,0,8,0,,,2025-26
Primeira Liga,Gil Vicente,20,Hevertton Santos,D,25,Brazil,24,0,1,2,1,,,2025-26
Primeira Liga,Moreirense,,Alexandre Parsemain,F,23,France,,,,,,,,2025-26
Primeira Liga,Moreirense,,Joel Jorquera,F,25,Spain,,,,,,,,2025-26
Primeira Liga,Moreirense,,Koby Mottoh,F,19,England,,,,,,,,2025-26
Primeira Liga,Moreirense,,Michael Dacosta Gonzalez,F,21,Spain,,,,,,,,2025-26
Primeira Liga,Moreirense,13,André Ferreira,G,30,Portugal,22,,1,2,0,74,37,2025-26
Primeira Liga,Moreirense,,Aranha,G,21,Brazil,,,,,,,,2025-26
Primeira Liga,Moreirense,26,Jobson Maracás,D,32,Brazil,29,4,0,9,2,,,2025-26
Primeira Liga,Moreirense,70,Fabiano,D,26,Brazil,7,0,0,3,0,,,2025-26
Primeira Liga,Moreirense,76,Dinis Pinto,D,25,Portugal,23,1,6,8,0,,,2025-26
Primeira Liga,Moreirense,66,Gilberto Batista,D,22,Guinea-Bissau,28,0,0,4,0,,,2025-26
Primeira Liga,Moreirense,4,Kevyn Monteiro,D,20,Brazil,10,0,0,0,0,,,2025-26
Primeira Liga,Moreirense,17,Álvaro Martínez,D,24,Spain,15,0,0,1,1,,,2025-26
Primeira Liga,Moreirense,71,Leandro Santos,D,20,Portugal,9,0,0,1,0,,,2025-26
Primeira Liga,Moreirense,,Janderson,D,20,Brazil,,,,,,,,2025-26
Primeira Liga,Moreirense,27,Kiko,D,24,Portugal,27,,,5,0,,,2025-26
Primeira Liga,Moreirense,,Guilherme Liberato,M,25,Brazil,,,,,,,,2025-26
Primeira Liga,Moreirense,23,Nile John,M,23,England,,,,,,,,2025-26
