League,Team,Number,Player,Position,Age,Nationality,Season_Apps,Season_Goals,Season_Assists,Season_YellowCards,Season_RedCards,Season_Saves,Season_GoalsConceded,Season_Label
Serie A,Atalanta,31,Francesco Rossi,G,35,Italy,0,,0,0,0,0,0,2025-26
Serie A,Atalanta,57,Marco Sportiello,G,34,Italy,1,,0,0,0,3,1,2025-26
Serie A,Atalanta,29,Marco Carnesecchi,G,26,Italy,37,,0,0,0,115,35,2025-26
Serie A,Atalanta,19,Berat Djimsiti,D,33,Albania,34,0,0,4,0,,,2025-26
Serie A,Atalanta,23,Sead Kolasinac,D,33,Bosnia and Herzegovina,19,0,0,3,0,,,2025-26
Serie A,Atalanta,77,Davide Zappacosta,D,34,Italy,35,3,3,3,0,,,2025-26
Serie A,Atalanta,5,Mitchel Bakker,D,26,Netherlands,1,0,0,0,0,,,2025-26
Serie A,Atalanta,16,Raoul Bellanova,D,26,Italy,24,0,1,2,0,,,2025-26
Serie A,Atalanta,3,Odilon Kossounou,D,25,Ivory Coast,19,1,0,1,0,,,2025-26
Serie A,Atalanta,47,Lorenzo Bernasconi,D,22,Italy,23,0,3,3,0,,,2025-26
Serie A,Atalanta,42,Giorgio Scalvini,D,22,Italy,24,3,1,2,0,,,2025-26
Serie A,Atalanta,4,Isak Hien,D,27,Sweden,,,,,,,,2025-26
Serie A,Atalanta,,Giovanni Bonfanti,D,23,Italy,,,,,,,,2025-26
Serie A,Atalanta,69,Honest Ahanor,D,18,Italy,,,,,,,,2025-26
Serie A,Atalanta,15,Marten de Roon,M,35,Netherlands,,,,,,,,2025-26
Serie A,Atalanta,8,Mario Pasalic,M,31,Croatia,,,,,,,,2025-26
Serie A,Atalanta,,Gianluca Gaetano,M,26,Italy,,,,,,,,2025-26
Serie A,Atalanta,13,Éderson,M,27,Brazil,,,,,,,,2025-26
Serie A,Atalanta,59,Nicola Zalewski,M,24,Poland,,,,,,,,2025-26
Serie A,Atalanta,,Lazar Samardzic,,24,,,,,,,,,2025-26
Serie A,Atalanta,50,Piotr Pardel,G,21,Poland,0,,0,0,0,0,0,2025-26
Serie A,Bologna,1,Lukasz Skorupski,G,35,Poland,19,,0,1,1,33,15,2025-26
Serie A,Bologna,13,Federico Ravaglia,G,26,Italy,17,,0,4,0,50,29,2025-26
Serie A,Bologna,,Francesco Raffaelli,G,21,Italy,,,,,,,,2025-26
Serie A,Bologna,25,Massimo Pessina,G,18,Italy,4,,0,0,0,6,2,2025-26
Serie A,Bologna,29,Lorenzo De Silvestri,D,38,Italy,12,0,0,2,0,,,2025-26
Serie A,Bologna,26,Jhon Lucumí,D,28,Colombia,29,1,0,5,0,,,2025-26
Serie A,Bologna,16,Nicolo Casale,D,28,Italy,12,0,0,0,0,,,2025-26
Serie A,Bologna,33,Juan Miranda,D,26,Spain,32,1,3,6,0,,,2025-26
Serie A,Bologna,14,Torbjørn Heggem,D,27,Norway,,,,,,,,2025-26
Serie A,Bologna,,Emil Holm,D,26,Sweden,,,,,,,,2025-26
Serie A,Bologna,20,Nadir Zortea,D,27,Italy,,,,,,,,2025-26
Serie A,Bologna,41,Martin Vitík,D,23,Czechia,,,,,,,,2025-26
Serie A,Bologna,,Rahim Alhassane,D,24,Niger,,,,,,,,2025-26
Serie A,Bologna,,Mihajlo Ilic,D,23,Serbia,,,,,,,,2025-26
Serie A,Bologna,5,Eivind Helland,D,21,Norway,,,,,,,,2025-26
Serie A,Bologna,8,Remo Freuler,M,34,Switzerland,,,,,,,,2025-26
Serie A,Bologna,19,Lewis Ferguson,M,26,Scotland,,,,,,,,2025-26
Serie A,Bologna,6,Nikola Moro,M,28,Croatia,,,,,,,,2025-26
Serie A,Bologna,,Michel Aebischer,M,29,Switzerland,,,,,,,,2025-26
Serie A,Bologna,,Tommaso Pobega,M,27,Italy,,,,,,,,2025-26
Serie A,Bologna,72,Ukko Happonen,G,19,Finland,0,,0,0,0,0,0,2025-26
Serie A,Bologna,82,Matteo Franceschelli,G,17,Italy,0,,0,0,0,0,0,2025-26
Serie A,Bologna,12,Riccardo Gnudi,G,18,Italy,0,,0,0,0,0,0,2025-26
Serie A,Bologna,17,João Mário,D,26,Portugal,20,1,0,2,0,,,2025-26
Serie A,Bologna,22,Charalampos Lykogiannis,D,32,Greece,10,0,1,3,0,,,2025-26
Serie A,Cagliari,,Boris Radunovic,G,30,Serbia,,,,,,,,2025-26
Serie A,Cagliari,1,Elia Caprile,G,24,Italy,38,,0,2,0,122,53,2025-26
Serie A,Cagliari,24,Giuseppe Ciocci,G,24,Italy,0,,0,0,0,0,0,2025-26
Serie A,Cagliari,12,Alen Sherri,G,28,Albania,0,,0,0,0,0,0,2025-26
Serie A,Cagliari,,Velizar-Iliya Iliev,G,21,Bulgaria,,,,,,,,2025-26
Serie A,Cagliari,26,Yerry Mina,D,31,Colombia,26,2,0,3,1,,,2025-26
Serie A,Cagliari,,Mateusz Wieteska,D,29,Poland,,,,,,,,2025-26
Serie A,Cagliari,28,Gabriele Zappa,D,26,Italy,31,0,3,2,0,,,2025-26
Serie A,Cagliari,33,Adam Obert,D,23,Slovakia,35,0,3,8,1,,,2025-26
Serie A,Cagliari,32,Zé Pedro,D,29,Portugal,23,0,1,6,0,,,2025-26
Serie A,Cagliari,15,Juan Rodríguez,D,21,Uruguay,17,1,0,3,0,,,2025-26
Serie A,Cagliari,18,Othniël Raterink,D,20,Netherlands,1,0,0,0,0,,,2025-26
Serie A,Cagliari,3,Riyad Idrissi,D,21,Italy,,,,,0,,,2025-26
Serie A,Cagliari,,Alessandro Romano,M,20,Switzerland,,,,,,,,2025-26
Serie A,Cagliari,,Matteo Prati,M,22,Italy,,,,,,,,2025-26
Serie A,Cagliari,14,Alessandro Deiola,M,30,Italy,,,,,,,,2025-26
Serie A,Cagliari,,Harry Winks,M,30,England,,,,,,,,2025-26
Serie A,Cagliari,8,Michel Adopo,M,26,France,,,,,,,,2025-26
Serie A,Cagliari,,Nicolò Cavuoti,M,23,Italy,,,,,,,,2025-26
Serie A,Cagliari,,Jacopo Fazzini,M,23,Italy,,,,,,,,2025-26
Serie A,Cagliari,34,Vincenzo Sarno,G,18,Italy,0,,0,0,0,0,0,2025-26
Serie A,Cagliari,22,Alberto Dossena,D,27,Italy,12,0,1,5,0,,,2025-26
Serie A,Cagliari,2,Marco Palestra,D,21,Italy,37,1,4,3,0,,,2025-26
Serie A,Como,22,Mauro Vigorito,G,36,Italy,0,,0,0,0,0,0,2025-26
Serie A,Como,,Emil Audero,G,29,Indonesia,,,,,,,,2025-26
Serie A,Como,1,Jean Butez,G,31,France,38,,1,3,0,88,29,2025-26
Serie A,Como,21,Noel Törnqvist,G,24,Sweden,0,,0,0,0,0,0,2025-26
Serie A,Como,2,Marc-Oliver Kempf,D,31,Germany,34,4,1,3,0,,,2025-26
Serie A,Como,5,Edoardo Goldaniga,D,32,Italy,2,0,0,0,0,,,2025-26
Serie A,Como,3,Álex Valle,D,22,Spain,28,1,4,3,0,,,2025-26
Serie A,Como,,Stefan Posch,D,29,Austria,,,,,,,,2025-26
Serie A,Como,,Alberto Dossena,D,27,Italy,,,,,,,,2025-26
Serie A,Como,77,Ignace van der Brempt,D,24,Belgium,20,0,1,2,0,,,2025-26
Serie A,Como,,Kaiki,D,23,Brazil,,,,,,,,2025-26
Serie A,Como,28,Ivan Smolcic,D,25,Croatia,,,,,,,,2025-26
Serie A,Como,14,Jacobo Ramón,D,21,Spain,,,,,,,,2025-26
Serie A,Como,,Luca Mazzitelli,M,30,Italy,,,,,,,,2025-26
Serie A,Como,,Luis Milla,M,31,Spain,,,,,,,,2025-26
Serie A,Como,6,Maxence Caqueret,M,26,France,,,,,,,,2025-26
Serie A,Como,33,Lucas Da Cunha,M,25,France,,,,,,,,2025-26
Serie A,Como,,Matthias Braunöder,M,24,Austria,,,,,,,,2025-26
Serie A,Como,23,Máximo Perrone,M,23,Argentina,,,,,,,,2025-26
Serie A,Como,20,Martin Baturina,,23,Croatia,,,,,,,,2025-26
Serie A,Como,44,Nikola Cavlina,G,24,Croatia,0,,0,0,0,0,0,2025-26
Serie A,Como,12,Henrique Menke,G,19,Brazil,0,,0,0,0,0,0,2025-26
Serie A,Como,18,Alberto Moreno,D,34,Spain,19,2,1,4,0,,,2025-26
Serie A,Como,34,Diego Carlos,D,33,Brazil,27,1,0,8,0,,,2025-26
Serie A,Como,31,Mërgim Vojvoda,D,31,Kosovo,30,2,2,2,0,,,2025-26
Serie A,Cremonese,16,Marco Silvestri,G,35,Italy,4,,0,0,0,15,7,2025-26
Serie A,Cremonese,1,Emil Audero,G,29,Indonesia,34,,0,0,0,125,50,2025-26
Serie A,Cremonese,69,Lapo Nava,G,22,Italy,0,,0,0,0,0,0,2025-26
Serie A,Cremonese,12,Adrián Malovec,G,18,Slovakia,0,,0,0,0,0,0,2025-26
Serie A,Cremonese,96,Marco Cassin,G,18,Italy,0,,0,0,0,0,0,2025-26
Serie A,Cremonese,23,Federico Ceccherini,D,34,Italy,9,0,1,1,1,,,2025-26
Serie A,Cremonese,15,Matteo Bianchetti,D,33,Italy,28,0,2,4,0,,,2025-26
Serie A,Cremonese,5,Sebastiano Luperto,D,29,Italy,34,1,1,4,0,,,2025-26
Serie A,Cremonese,3,Giuseppe Pezzella,D,28,Italy,31,0,1,8,1,,,2025-26
Serie A,Cremonese,30,Mikayil Faye,D,22,Senegal,8,0,0,1,0,,,2025-26
Serie A,Cremonese,4,Tommaso Barbieri,D,23,Italy,29,0,1,8,0,,,2025-26
Serie A,Cremonese,24,Filippo Terracciano,D,23,Italy,36,2,0,6,0,,,2025-26
Serie A,Cremonese,6,Federico Baschirotto,D,29,Italy,,,,,,,,2025-26
Serie A,Fiorentina,43,David de Gea,G,35,Spain,37,,0,0,0,121,49,2025-26
Serie A,Fiorentina,1,Luca Lezzerini,G,31,Italy,1,,0,0,0,0,0,2025-26
Serie A,Fiorentina,53,Oliver Christensen,G,27,Denmark,1,,0,0,0,6,1,2025-26
Serie A,Fiorentina,2,Dodô,D,27,Brazil,36,1,2,7,0,,,2025-26
Serie A,Fiorentina,,Matías Moreno,D,22,Argentina,,,,,,,,2025-26
Serie A,Fiorentina,5,Marin Pongracic,D,28,Croatia,35,0,0,12,0,,,2025-26
Serie A,Fiorentina,6,Luca Ranieri,D,27,Italy,34,1,0,8,1,,,2025-26
Serie A,Fiorentina,65,Fabiano Parisi,D,25,Italy,23,1,1,6,0,,,2025-26
Serie A,Fiorentina,,Radu Dragusin,D,24,Romania,,,,,,,,2025-26
Serie A,Fiorentina,,Nicolás Valentini,D,25,Argentina,,,,,,,,2025-26
Serie A,Fiorentina,62,Luís Balbo,D,20,Venezuela,6,0,0,0,0,,,2025-26
Serie A,Fiorentina,,Viery,D,21,Brazil,,,,,,,,2025-26
Serie A,Fiorentina,15,Pietro Comuzzo,D,21,Italy,,,,,,,,2025-26
Serie A,Fiorentina,,Álex Jiménez,D,21,Spain,,,,,,,,2025-26
Serie A,Fiorentina,29,Niccolò Fortini,D,20,Italy,,,,,,,,2025-26
Serie A,Fiorentina,23,Eman Kospo,D,19,Switzerland,,,,,,,,2025-26
Serie A,Fiorentina,8,Rolando Mandragora,M,29,Italy,,,,,,,,2025-26
Serie A,Fiorentina,11,Abdelhamid Sabiri,M,29,Morocco,,,,,,,,2025-26
Serie A,Fiorentina,,Simon Sohm,M,25,Switzerland,,,,,,,,2025-26
Serie A,Fiorentina,,Marco Brescianini,M,26,Italy,,,,,,,,2025-26
Serie A,Fiorentina,50,Pietro Leonardelli,G,20,Italy,0,,0,0,0,0,0,2025-26
Serie A,Fiorentina,51,Mattia Magalotti,G,18,Italy,,,,,,,,2025-26
Serie A,Fiorentina,3,Daniele Rugani,D,31,Italy,12,0,0,2,0,,,2025-26
Serie A,Fiorentina,21,Robin Gosens,D,32,Germany,26,3,1,2,0,,,2025-26
Serie A,Fiorentina,48,Tariq Lamptey,D,25,Ghana,2,0,0,0,0,,,2025-26
Serie A,Genoa,16,Justin Bijlow,G,28,Netherlands,16,,0,1,0,45,20,2025-26
Serie A,Genoa,39,Daniele Sommariva,G,29,Italy,2,,0,0,0,5,4,2025-26
Serie A,Genoa,,Franz Stolz,G,25,Austria,,,,,,,,2025-26
Serie A,Genoa,35,Ernestas Lysionok,G,19,Lithuania,0,,0,0,0,0,0,2025-26
Serie A,Genoa,20,Stefano Sabelli,D,33,Italy,16,0,0,1,0,,,2025-26
Serie A,Genoa,3,Aarón Martín,D,29,Spain,33,1,5,2,0,,,2025-26
Serie A,Genoa,22,Johan Vásquez,D,27,Mexico,36,1,0,2,0,,,2025-26
Serie A,Genoa,,Alessandro Vogliacco,D,27,Italy,,,,,,,,2025-26
Serie A,Genoa,5,Leo Østigard,D,26,Norway,30,5,1,7,0,,,2025-26
Serie A,Genoa,15,Brooke Norton-Cuffy,D,22,England,27,2,1,3,1,,,2025-26
Serie A,Genoa,,Alan Matturro,D,21,Uruguay,,,,,,,,2025-26
Serie A,Genoa,34,Sebastian Otoa,D,22,Denmark,13,0,0,1,0,,,2025-26
Serie A,Genoa,,Gabriele Calvani,D,22,Italy,,,,,,,,2025-26
Serie A,Genoa,27,Alessandro Marcandalli,D,23,Italy,,,,,,,,2025-26
Serie A,Genoa,,David Puczka,D,21,Austria,,,,,,,,2025-26
Serie A,Genoa,74,Mamedi Doucouré,D,19,France,,,,,,,,2025-26
Serie A,Genoa,99,Wedtoin Ouedraogo,D,18,Burkina Faso,,,,,,,,2025-26
Serie A,Genoa,,Marcelo Vaz,D,,,,,,,,,,2025-26
Serie A,Genoa,,Hamed Traoré,M,26,Ivory Coast,,,,,,,,2025-26
Serie A,Genoa,32,Morten Frendrup,M,25,Denmark,,,,,,,,2025-26
Serie A,Genoa,1,Nicola Leali,G,33,Italy,22,,0,2,1,58,27,2025-26
Serie A,Genoa,31,Benjamin Siegrist,G,34,Switzerland,0,,0,0,0,0,0,2025-26
Serie A,Genoa,98,Rendijs Mihelsons,G,18,Latvia,0,,0,0,0,0,0,2025-26
Serie A,Hellas Verona,1,Lorenzo Montipò,G,30,Italy,35,,1,0,0,91,54,2025-26
Serie A,Hellas Verona,34,Simone Perilli,G,31,Italy,3,,0,0,0,8,7,2025-26
Serie A,Hellas Verona,94,Giacomo Toniolo,G,22,Italy,0,,0,0,0,0,0,2025-26
Serie A,Hellas Verona,76,Mirko Castagnini,G,19,Italy,0,,0,0,0,0,0,2025-26
Serie A,Hellas Verona,47,Arthur Borghi,G,18,Brazil,,,,,,,,2025-26
Serie A,Hellas Verona,14,Pol Lirola,D,28,Spain,6,0,0,1,0,,,2025-26
Serie A,Hellas Verona,15,Victor Nelsson,D,27,Denmark,38,0,0,4,0,,,2025-26
Serie A,Hellas Verona,3,Martin Frese,D,28,Denmark,31,2,0,8,0,,,2025-26
Serie A,Hellas Verona,12,Domagoj Bradaric,D,26,Croatia,29,0,1,2,0,,,2025-26
Serie A,Hellas Verona,37,Armel Bella-Kotchap,D,24,Germany,19,0,0,3,0,,,2025-26
Serie A,Hellas Verona,2,Daniel Oyegoke,D,23,England,15,0,0,2,0,,,2025-26
Serie A,Hellas Verona,6,Nicolás Valentini,D,25,Argentina,21,0,0,6,1,,,2025-26
Serie A,Hellas Verona,5,Andrias Edmundsson,D,25,Faroe Islands,15,0,0,3,0,,,2025-26
Serie A,Internazionale,12,Raffaele Di Gennaro,G,32,Italy,1,,0,0,0,0,1,2025-26
Serie A,Internazionale,,Ivan Provedel,G,32,Italy,,,,,,,,2025-26
Serie A,Internazionale,13,Josep Martínez,G,28,Spain,5,,0,0,0,10,4,2025-26
Serie A,Internazionale,32,Federico Dimarco,D,28,Italy,35,7,17,3,0,,,2025-26
Serie A,Internazionale,25,Manuel Akanji,D,31,Switzerland,33,2,0,4,0,,,2025-26
Serie A,Internazionale,95,Alessandro Bastoni,D,27,Italy,28,1,4,6,0,,,2025-26
Serie A,Internazionale,31,Yann Bisseck,D,25,Germany,,,,,,,,2025-26
Serie A,Internazionale,30,Carlos Augusto,D,27,Brazil,,,,,,,,2025-26
Serie A,Internazionale,22,Henrikh Mkhitaryan,M,37,Armenia,,,,,,,,2025-26
Serie A,Internazionale,20,Hakan Çalhanoglu,M,32,Türkiye,,,,,,,,2025-26
Serie A,Internazionale,7,Piotr Zielinski,M,32,Poland,,,,,,,,2025-26
Serie A,Internazionale,23,Nicolò Barella,M,29,Italy,,,,,,,,2025-26
Serie A,Internazionale,,Aleksandar Stankovic,M,20,Serbia,,,,,,,,2025-26
Serie A,Internazionale,16,Davide Frattesi,M,26,Italy,,,,,,,,2025-26
Serie A,Internazionale,,Kristjan Asllani,M,24,Albania,,,,,,,,2025-26
Serie A,Internazionale,17,Andy Diouf,M,23,France,,,,,,,,2025-26
Serie A,Internazionale,8,Petar Sucic,M,22,Croatia,,,,,,,,2025-26
Serie A,Internazionale,,Yanis Massolin,M,23,France,,,,,,,,2025-26
Serie A,Internazionale,,Ebenezer Akinsanmiro,M,21,Nigeria,,,,,,,,2025-26
Serie A,Internazionale,,Marcus Thuram,,28,,,,,,,,,2025-26
Serie A,Internazionale,1,Yann Sommer,G,37,Switzerland,33,,0,0,0,65,30,2025-26
Serie A,Internazionale,40,Alessandro Calligaris,G,21,Italy,0,,0,0,0,0,0,2025-26
Serie A,Internazionale,60,Alain Taho,G,19,Albania,0,,0,0,0,0,0,2025-26
Serie A,Internazionale,36,Matteo Darmian,D,36,Italy,6,0,0,0,0,,,2025-26
Serie A,Internazionale,6,Stefan de Vrij,D,34,Netherlands,11,0,0,1,0,,,2025-26
Serie A,Internazionale,15,Francesco Acerbi,D,38,Italy,18,0,0,3,0,,,2025-26
Serie A,Internazionale,2,Denzel Dumfries,D,30,Netherlands,20,3,1,2,0,,,2025-26
Serie A,Juventus,23,Carlo Pinsoglio,G,36,Italy,0,,0,0,0,0,0,2025-26
Serie A,Juventus,1,Mattia Perin,G,33,Italy,9,,0,0,0,13,9,2025-26
Serie A,Juventus,16,Michele Di Gregorio,G,28,Italy,30,,0,1,0,58,25,2025-26
Serie A,Juventus,42,Simone Scaglia,G,21,Italy,0,,0,0,0,0,0,2025-26
Serie A,Juventus,43,Matteo Fuscaldo,G,21,Italy,0,,0,0,0,0,0,2025-26
Serie A,Juventus,45,Stefano Mangiapoco,G,22,Italy,0,,0,0,0,0,0,2025-26
Serie A,Juventus,49,Raffaele Huli,G,17,Albania,0,,0,0,0,0,0,2025-26
Serie A,Juventus,51,Riccardo Radu,G,18,Romania,0,,0,0,0,0,0,2025-26
Serie A,Juventus,32,Juan Cabal,D,25,Colombia,12,2,0,1,0,,,2025-26
Serie A,Juventus,6,Lloyd Kelly,D,27,England,35,1,1,4,0,,,2025-26
Serie A,Juventus,3,Bremer,D,29,Brazil,26,4,3,5,0,,,2025-26
Serie A,Juventus,47,Bruno Martinez,D,19,Spain,,,,,,,,2025-26
Serie A,Juventus,2,Emil Holm,D,26,Sweden,18,1,4,1,1,,,2025-26
Serie A,Juventus,15,Pierre Kalulu,D,26,France,37,2,4,2,1,,,2025-26
Serie A,Juventus,27,Andrea Cambiaso,D,26,Italy,36,3,4,3,1,,,2025-26
Serie A,Juventus,,Federico Gatti,,27,,,,,,,,,2025-26
Serie A,Lazio,35,Christos Mandas,G,24,Greece,,,,,,,,2025-26
Serie A,Lazio,55,Alessio Furlanetto,G,24,Italy,2,,0,0,0,7,3,2025-26
Serie A,Lazio,59,Davide Renzetti,G,20,Italy,,,,,,,,2025-26
Serie A,Lazio,40,Edoardo Motta,G,21,Italy,9,,0,1,0,23,10,2025-26
Serie A,Lazio,4,Patric,D,33,Spain,14,0,0,2,0,,,2025-26
Serie A,Lazio,13,Alessio Romagnoli,D,31,Italy,32,0,0,5,1,,,2025-26
Serie A,Lazio,2,Samuel Gigot,D,32,France,0,0,0,0,0,,,2025-26
Serie A,Lazio,77,Adam Marusic,D,33,Montenegro,33,1,2,1,1,,,2025-26
Serie A,Lazio,,Alfonso Pedraza,D,30,Spain,,,,,,,,2025-26
Serie A,Lazio,5,Danilho Doekhi,D,28,Netherlands,,,,,,,,2025-26
Serie A,Lazio,3,Luca Pellegrini,D,27,Italy,24,1,0,8,0,,,2025-26
Serie A,Lazio,17,Nuno Tavares,D,26,Portugal,23,0,0,5,0,,,2025-26
Serie A,Lazio,44,Romano Floriani,D,23,Italy,,,,,,,,2025-26
Serie A,Lazio,25,Oliver Provstgaard,D,23,Denmark,,,,,,,,2025-26
Serie A,Lazio,,Filipe Bordon,D,21,Brazil,,,,,,,,2025-26
Serie A,Lazio,32,Danilo Cataldi,M,31,Italy,,,,,,,,2025-26
Serie A,Lazio,10,Mattia Zaccagni,M,31,Italy,,,,,,,,2025-26
Serie A,Lazio,29,Manuel Lazzari,M,32,Italy,,,,,,,,2025-26
Serie A,Lazio,24,Kenneth Taylor,M,24,Netherlands,,,,,,,,2025-26
Serie A,Lazio,6,Nicolò Rovella,,24,Italy,,,,,,,,2025-26
Serie A,Lazio,94,Ivan Provedel,G,32,Italy,27,,0,1,0,90,27,2025-26
Serie A,Lazio,99,Giacomo Giacomone,G,18,Italy,0,,0,0,0,0,0,2025-26
Serie A,Lazio,72,Nicolo Pannozzo,G,18,Italy,0,,0,0,0,0,0,2025-26
Serie A,Lazio,23,Elseid Hysaj,D,32,Albania,5,0,0,0,0,,,2025-26
Serie A,Lazio,34,Mario Gila,D,25,Spain,,,,4,1,,,2025-26
Serie A,Lecce,30,Wladimiro Falcone,G,31,Italy,38,,0,2,0,110,50,2025-26
Serie A,Lecce,1,Christian Früchtl,G,26,Germany,0,,0,0,0,0,0,2025-26
Serie A,Lecce,,Alexandru Borbei,G,23,Romania,,,,,,,,2025-26
Serie A,Lecce,32,Jasper Samooja,G,23,Finland,0,,0,0,0,0,0,2025-26
Serie A,Lecce,25,Antonino Gallo,D,26,Italy,37,0,4,3,0,,,2025-26
Serie A,Lecce,3,Corrie Ndaba,D,26,England,14,0,0,0,0,,,2025-26
Serie A,Lecce,5,Jamil Siebert,D,24,Germany,21,1,0,3,0,,,2025-26
Serie A,Lecce,4,Kialonda Gaspar,D,28,Angola,23,0,0,6,1,,,2025-26
Serie A,Lecce,17,Danilo Veiga,D,23,Portugal,36,0,1,9,0,,,2025-26
Serie A,Lecce,18,Gaby Jean,D,26,France,7,0,0,1,0,,,2025-26
Serie A,Lecce,,Sebastian Esposito,D,21,Australia,,,,,,,,2025-26
Serie A,Lecce,44,Tiago Gabriel,D,21,Portugal,37,2,0,7,0,,,2025-26
Serie A,Lecce,13,Matías Pérez,D,21,Chile,,,,,0,,,2025-26
Serie A,Lecce,,Vernon Addo,D,21,Netherlands,,,,,,,,2025-26
Serie A,Lecce,,Owen Kouassi,D,23,France,,,,,,,,2025-26
Serie A,Lecce,,Mohamed Kaba,M,24,France,,,,,,,,2025-26
Serie A,Lecce,29,Lassana Coulibaly,M,30,Mali,,,,,,,,2025-26
Serie A,Lecce,,Youssef Maleh,M,27,Morocco,,,,,,,,2025-26
Serie A,Lecce,19,Lameck Banda,M,25,Zambia,,,,,,,,2025-26
Serie A,Lecce,8,Sadik Fofana,M,23,Togo,,,,,,,,2025-26
Serie A,Lecce,88,Plamen Penev,G,18,Bulgaria,0,,0,0,0,0,0,2025-26
Serie A,Lecce,95,Daniele Bleve,G,18,Italy,0,,0,0,0,0,0,2025-26
Serie A,Napoli,14,Nikita Contini,G,30,Italy,1,,0,0,0,0,0,2025-26
Serie A,Napoli,1,Alex Meret,G,29,Italy,11,,1,1,0,21,12,2025-26
Serie A,Napoli,32,Vanja Milinkovic-Savic,G,29,Serbia,27,,1,0,0,56,24,2025-26
Serie A,Napoli,55,David Spinelli,G,18,Italy,0,,0,0,0,0,0,2025-26
Serie A,Napoli,37,Leonardo Spinazzola,D,33,Italy,32,3,3,1,0,,,2025-26
