League,Team,Number,Player,Position,Age,Nationality,Season_Apps,Season_Goals,Season_Assists,Season_YellowCards,Season_RedCards,Season_Saves,Season_GoalsConceded,Season_Label
K League 1,Gwangju FC,31,Roh Hee-Dong,G,24,,,,,,,,,2026
K League 1,Gwangju FC,41,Kim Tae-Joon,G,25,,,,,,,,,2026
K League 1,Gwangju FC,39,Min Sang-Gi,D,34,South Korea,,,,,,,,2026
K League 1,Gwangju FC,4,Bruno Oliveira,D,30,Brazil,,,,,,,,2026
K League 1,Gwangju FC,5,Si-Woo Jin,D,23,,,,,,,,,2026
K League 1,Gwangju FC,3,Lee Min-Gi,D,33,,,,,,,,,2026
K League 1,Gwangju FC,6,Ahn Young-Kyu,D,36,,,,,,,,,2026
K League 1,Gwangju FC,15,Byeon Jun-Soo,D,24,,,,,,,,,2026
K League 1,Gwangju FC,27,Kim Jin-Ho,D,26,,,,,,,,,2026
K League 1,Gwangju FC,2,Jo Seong-Kwon,D,25,,,,,,,,,2026
K League 1,Gwangju FC,29,Kwak Sung-Hun,D,20,,,,,,,,,2026
K League 1,Gwangju FC,30,Kyoung-Rok Choi,M,31,South Korea,,,,,,,,2026
K League 1,Incheon United,25,Lee Bum-Soo,G,35,,,,,,,,,2026
K League 1,Incheon United,29,Kim Yu-Sung,G,25,,,,,,,,,2026
K League 1,Incheon United,1,Min Seong-Jun,G,27,,,,,,,,,2026
K League 1,Incheon United,31,Sung Yoon-Soo,G,23,,,,,,,,,2026
K League 1,Incheon United,47,Kim Dong-Min,D,31,,,,,,,,,2026
K League 1,Incheon United,82,Matej Jonjic,D,35,Croatia,,,,,,,,2026
K League 1,Incheon United,20,Harrison Delbridge,D,34,Australia,,,,,,,,2026
K League 1,Incheon United,4,Oh Ban-Suk,D,38,South Korea,,,,,,,,2026
K League 1,Incheon United,55,Kweon Hang-Jin,D,38,,,,,,,,,2026
K League 1,Incheon United,17,Kim Jun-Yub,D,38,,,,,,,,,2026
K League 1,Incheon United,23,Jung Dong-Yoon,D,32,,,,,,,,,2026
K League 1,Incheon United,37,Hong Si-Hoo,D,25,,,,,,,,,2026
K League 1,Incheon United,2,Kim Geon-Hui,D,23,,,,,,,,,2026
K League 1,Incheon United,15,Lim Hyeong-Jin,D,25,,,,,,,,,2026
K League 1,Jeju SK,21,Lee Chang-Geun,G,32,,,,,,,,,2026
K League 1,Jeju SK,1,Kim Kyeong-min,G,34,,,,,,,,,2026
K League 1,Jeju SK,41,Park Han-Keun,G,30,,,,,,,,,2026
K League 1,Jeju SK,31,Kwang-Seok Moon,G,28,,,,,,,,,2026
K League 1,Jeju SK,20,Cho Yong-Hyung,D,42,South Korea,,,,,,,,2026
K League 1,Jeju SK,2,Jung Da-Hwon,D,38,,,,,,,,,2026
K League 1,Jeju SK,37,Kim Won-Il,D,39,,,,,,,,,2026
K League 1,Jeju SK,6,Park Jin-Po,D,38,,,,,,,,,2026
K League 1,Jeju SK,18,Kwang-Seon Lee,D,36,,,,,,,,,2026
K League 1,Jeju SK,,Woon Chung,D,37,,,,,,,,,2026
K League 1,Jeju SK,22,Kim Soo-Boem,D,35,South Korea,,,,,,,,2026
K League 1,Jeju SK,3,Kim Sang-Won,D,34,,,,,,,,,2026
K League 1,Jeju SK,45,Jeong Tae-Wook,D,29,South Korea,,,,,,,,2026
K League 1,Jeju SK,32,Seung-uh Kim,D,,,,,,,,,,2026
K League 1,Jeju SK,17,Ryu Seung-Woo,M,32,,,,,,,,,2026
K League 1,Jeju SK,40,Lee Chan-Dong,M,33,,,,,,,,,2026
K League 1,Jeju SK,14,Chang-Min Lee,M,32,,,,,,,,,2026
K League 1,Jeju SK,35,Hyun-Tae Choi,M,38,,,,,,,,,2026
K League 1,Jeju SK,7,Kwon Soon-Hyung,M,40,,,,,,,,,2026
K League 1,Jeju SK,16,Lee Dong-Su,M,32,,,,,,,,,2026
K League 1,Jeonbuk Hyundai Motors,1,Kim Jung-Hoon,G,25,,,,,,,,,2026
K League 1,Jeonbuk Hyundai Motors,71,Kim Tae-yang,G,25,,,,,,,,,2026
K League 1,Jeonbuk Hyundai Motors,13,Jeong Min-Ki,G,30,,,,,,,,,2026
K League 1,Jeonbuk Hyundai Motors,41,Park Beom-Su,G,25,,,,,,,,,2026
K League 1,Jeonbuk Hyundai Motors,51,Gong Si-hyeon,G,21,,,,,,,,,2026
K League 1,Jeonbuk Hyundai Motors,25,Choi Chul-Soon,D,39,South Korea,,,,,,,,2026
K League 1,Jeonbuk Hyundai Motors,5,Yun Young-Sun,D,37,South Korea,,,,,,,,2026
K League 1,Jeonbuk Hyundai Motors,26,Hong Jeong-Ho,D,36,South Korea,,,,,,,,2026
K League 1,Jeonbuk Hyundai Motors,23,Kim Jin-Su,D,34,South Korea,,,,,,,,2026
K League 1,Jeonbuk Hyundai Motors,94,Ahn Hyun-Beom,D,31,,,,,,,,,2026
K League 1,Jeonbuk Hyundai Motors,15,Koo Ja-Ryong,D,34,South Korea,,,,,,,,2026
K League 1,Jeonbuk Hyundai Motors,16,You-Hyeon Lee,M,29,South Korea,,,,,,,,2026
K League 1,Jeonbuk Hyundai Motors,3,Jeong Tae-Wook,D,29,South Korea,,,,,,,,2026
K League 1,Jeonbuk Hyundai Motors,2,Tomás Petrásek,D,34,Czechia,,,,,,,,2026
K League 1,Jeonbuk Hyundai Motors,55,Noh Yun-Sang,D,24,,,,,,,,,2026
K League 1,Jeonbuk Hyundai Motors,40,Lee Woo-Yeon,D,23,,,,,,,,,2026
K League 1,Jeonbuk Hyundai Motors,70,Park Chang-Woo,D,23,South Korea,,,,,,,,2026
K League 1,Jeonbuk Hyundai Motors,31,Hong Jang-Woo,D,24,,,,,,,,,2026
K League 1,Jeonbuk Hyundai Motors,34,Yu Ye-Chan,D,25,,,,,,,,,2026
K League 1,Jeonbuk Hyundai Motors,77,Ryu Su-Hwan,D,24,,,,,,,,,2026
K League 1,Pohang Steelers,23,Lee Seung-Hwan,G,23,,,,,,,,,2026
K League 1,Pohang Steelers,21,Hwang In-Jae,G,32,,,,,,,,,2026
K League 1,Pohang Steelers,1,Yun Pyeong-Gook,G,34,,,,,,,,,2026
K League 1,Pohang Steelers,29,Hong Seong-Min,G,19,South Korea,,,,,,,,2026
K League 1,Pohang Steelers,91,Kwon Neung,G,20,,,,,,,,,2026
K League 1,Pohang Steelers,17,Shin Kwang-Hoon,D,39,South Korea,,,,,,,,2026
K League 1,Pohang Steelers,77,Wanderson Carvalho Oliveira,D,37,Brazil,,,,,,,,2026
K League 1,Pohang Steelers,4,Jeon Min-Gwang,D,33,,,,,,,,,2026
K League 1,Pohang Steelers,20,Park Chan-Yong,D,30,,,,,,,,,2026
K League 1,Pohang Steelers,14,Lee Chang-Woo,D,20,South Korea,,,,,,,,2026
K League 1,Pohang Steelers,2,Eo Jeong-Won,D,27,,,,,,,,,2026
K League 1,Pohang Steelers,5,Si-Woo Jin,D,23,,,,,,,,,2026
K League 1,Pohang Steelers,13,Min-Jun Kang,D,23,,,,,,,,,2026
K League 1,FC Seoul,99,Gu Sung-Yun,G,32,South Korea,,,,,,,,2026
K League 1,FC Seoul,31,Kang Hyeon-Mu,G,31,,,,,,,,,2026
K League 1,FC Seoul,25,Lim Jun-Sub,G,22,,,,,,,,,2026
K League 1,FC Seoul,71,Yun Ki-Wook,G,19,,,,,,,,,2026
K League 1,FC Seoul,22,Kim Jin-Su,D,34,South Korea,,,,,,,,2026
K League 1,FC Seoul,4,Sang-Min Lee,D,28,South Korea,,,,,,,,2026
K League 1,FC Seoul,20,Hand-Do Lee,D,32,,,,,,,,,2026
K League 1,FC Seoul,16,Jun Choi,D,27,South Korea,,,,,,,,2026
K League 1,FC Seoul,5,Yazan Al-Arab,D,30,Jordan,,,,,,,,2026
K League 1,FC Seoul,96,Juan Antonio Ros,D,30,Spain,,,,,,,,2026
K League 1,FC Seoul,30,Jae-Min Ahn,D,23,,,,,,,,,2026
K League 1,FC Seoul,63,Park Soo-Il,D,30,,,,,,,,,2026
K League 1,FC Seoul,40,Park Seong-Hoon,D,23,,,,,,,,,2026
