League,Team,Number,Player,Position,Age,Nationality,Season_Apps,Season_Goals,Season_Assists,Season_YellowCards,Season_RedCards,Season_Saves,Season_GoalsConceded,Season_Label
Ligue 1,Brest,71,Raphaël Le Guen,D,19,France,6,0,0,0,0,,,2025-26
Ligue 1,Brest,24,Lucas Tousart,M,29,France,24,1,0,0,0,,,2025-26
Ligue 1,Brest,33,Hamidou Makalou,M,20,Mali,,,,,,,,
Ligue 1,Brest,99,Pathé Mboup,F,22,Senegal,,,,,,,,
Ligue 1,Brest,,Noé Poillion,G,,,,,,,,,,
Ligue 1,Brest,4,Michel Diaz,D,23,France,20,0,0,4,0,,,2025-26
Ligue 1,Le Havre AC,32,Timothee Pembélé,D,23,France,14,0,0,1,0,,,2025-26
Ligue 1,Le Havre AC,4,Gautier Lloris,D,31,France,29,1,1,2,1,,,2025-26
Ligue 1,Le Havre AC,6,Etienne Youte Kinkoue,D,24,France,9,0,0,2,0,,,2025-26
Ligue 1,Le Havre AC,18,Yanis Zouaoui,D,28,France,30,1,1,7,0,,,2025-26
Ligue 1,Le Havre AC,15,Ayumu Seko,D,26,Japan,30,0,0,6,0,,,2025-26
Ligue 1,Le Havre AC,77,Lionel Mpasi,G,31,Congo DR,4,,0,2,0,10,2,2025-26
Ligue 1,Le Havre AC,29,Stephan Zagadou,D,17,France,,,,,,,,2025-26
Ligue 1,Le Havre AC,13,Fodé Doucouré,D,25,Mali,26,3,1,2,0,,,2025-26
Ligue 1,Le Havre AC,99,Mory Diaw,G,33,Senegal,30,,1,1,0,82,41,2025-26
Ligue 1,Le Havre AC,93,Arouna Sangante,D,24,Senegal,28,1,1,4,2,,,2025-26
Ligue 1,Le Havre AC,7,Loïc Négo,D,35,Hungary,30,0,0,3,0,,,2025-26
Ligue 1,Le Havre AC,16,Alex Teixeira,F,36,Brazil,0,0,0,0,0,,,2025-26
Ligue 1,Le Havre AC,50,Paul Argney,G,20,France,1,,0,0,0,2,1,2025-26
Ligue 1,Lens,21,Amadou Haidara,M,28,Mali,,,,,,,,
Ligue 1,Lens,,Souleymane Sagnan,D,21,Mali,,,,,,,,
Ligue 1,Lens,6,Samson Baidoo,D,22,Austria,23,2,1,2,0,,,2025-26
Ligue 1,Lens,30,Adam Delplace,G,19,France,0,,0,0,0,0,0,2025-26
Ligue 1,Lens,20,Malang Sarr,D,27,France,33,0,1,4,0,,,2025-26
Ligue 1,Lens,25,Pierre Ganiou,D,21,France,,,,,,,,2025-26
Ligue 1,Lens,27,Michaël Cuisance,,26,France,,,,,,,,
Ligue 1,Lens,24,Jonathan Gradit,D,33,France,10,0,0,2,1,,,2025-26
Ligue 1,Lens,27,Arthur Masuaku,D,32,Congo DR,4,0,0,1,0,,,2025-26
Ligue 1,Lens,2,Ruben Aguilar,D,33,France,26,2,2,4,1,,,2025-26
Ligue 1,Lens,16,Mathieu Gorgelin,G,35,France,1,,0,0,0,4,0,2025-26
Ligue 1,Lens,4,Nidal Celik,D,20,Bosnia and Herzegovina,,,,,,,,
Ligue 1,Lens,40,Robin Risser,G,21,France,33,,1,2,0,78,35,2025-26
Ligue 1,Lens,32,Kyllian Antonio,D,18,France,,,,,,,,
Ligue 1,Lens,,Thorgan Hazard,M,33,Belgium,,,,,,,,
Ligue 1,Lens,,Hervé Koffi,G,29,Burkina Faso,,,,,,,,
Ligue 1,Lens,23,Saud Abdulhamid,D,27,Saudi Arabia,25,2,4,4,1,,,2025-26
Ligue 1,Lens,14,Matthieu Udol,D,30,France,34,1,7,2,0,,,2025-26
Ligue 1,Lens,,Jhoanner Chavez,D,24,Ecuador,,,,,,,,
Ligue 1,Lens,8,Mamadou Sangare,M,24,Mali,,,,,,,,
Ligue 1,Lens,60,Ilan Jourdren,G,18,France,0,,0,0,0,0,0,2025-26
Ligue 1,Lens,3,Maik Nawrocki,D,25,Poland,,,,,,,,
Ligue 1,Lens,1,Régis Gurtner,G,39,France,0,,0,0,0,0,0,2025-26
Ligue 1,Lille,40,Thomas Sajous,G,18,France,0,,0,0,0,0,0,2025-26
Ligue 1,Lille,,Younes Lachaab,F,21,France,,,,,,,,
Ligue 1,Lille,15,Romain Perraud,D,28,France,30,3,4,4,1,,,2025-26
Ligue 1,Lille,18,Chancel Mbemba,D,31,Congo DR,13,0,0,3,0,,,2025-26
Ligue 1,Lille,50,Samy Merzouk,G,19,Algeria,,,,,,,,2025-26
Ligue 1,Lille,30,Marc-Aurele Caillard,G,32,France,,,,,,,,2025-26
Ligue 1,Lille,1,Berke Özer,G,26,Türkiye,32,,1,4,0,72,34,2025-26
Ligue 1,Lille,4,Alexsandro,D,26,Brazil,9,0,0,0,1,,,2025-26
Ligue 1,Lille,3,Nathan Ngoy,D,23,Belgium,29,1,2,10,1,,,2025-26
Ligue 1,Lille,60,Zadig Lanssade,G,18,France,,,,,,,,2025-26
Ligue 1,Lille,12,Thomas Meunier,D,34,Belgium,25,1,2,3,0,,,2025-26
Ligue 1,Lille,16,Arnaud Bodart,G,28,Belgium,3,,0,0,0,3,3,2025-26
Ligue 1,Lille,23,Aïssa Mandi,D,34,Algeria,29,1,0,8,0,,,2025-26
Ligue 1,Lille,22,Tiago Santos,D,24,Portugal,15,,,0,0,,,2025-26
Ligue 1,Lille,24,Calvin Verdonk,D,29,Indonesia,18,0,0,3,1,,,2025-26
Ligue 1,Lorient,43,Arsène Kouassi,D,21,Burkina Faso,31,2,6,4,0,,,2025-26
Ligue 1,Lorient,1,Benjamin Leroy,G,37,France,0,,0,0,0,0,0,2025-26
Ligue 1,Lorient,95,Isaak Touré,D,23,France,1,0,0,0,0,,,2025-26
Ligue 1,Lorient,33,Izak Akakpo,D,22,France,,,,,,,,2025-26
Ligue 1,Lorient,2,Igor Silva,D,29,Brazil,17,1,0,1,0,,,2025-26
Ligue 1,Lorient,3,Montassar Talbi,D,28,Tunisia,29,0,1,3,0,,,2025-26
Ligue 1,Lorient,5,Bamo Meïté,D,24,Ivory Coast,25,0,3,5,0,,,2025-26
Ligue 1,Lorient,25,Abdoulaye Faye,D,21,Senegal,17,0,0,8,0,,,2025-26
Ligue 1,Lorient,21,Bingourou Kamara,G,29,Senegal,3,,0,0,0,8,8,2025-26
Ligue 1,Lorient,44,Darlin Yongwa,D,25,Cameroon,23,0,1,4,1,,,2025-26
Ligue 1,Lorient,32,Nathaniel Adjei,D,23,Ghana,15,0,0,0,0,,,2025-26
Ligue 1,Lorient,77,Panos Katseris,D,25,Greece,16,1,2,3,0,,,2025-26
Ligue 1,Lorient,38,Yvon Mvogo,G,32,Switzerland,31,,0,0,0,75,43,2025-26
Ligue 1,Lyon,40,Rémy Descamps,G,30,France,5,,0,0,0,14,3,2025-26
Ligue 1,Lyon,3,Nicolás Tagliafico,D,33,Argentina,20,0,3,4,2,,,2025-26
Ligue 1,Lyon,85,Noham Kamara,D,19,France,2,0,0,0,0,,,2025-26
Ligue 1,Lyon,,Mahamadou Diawara,M,21,France,,,,,,,,
Ligue 1,Lyon,33,Hans Hateboer,D,32,Netherlands,16,0,0,0,1,,,2025-26
Ligue 1,Lyon,1,Dominik Greif,G,29,Slovakia,29,,1,1,0,80,37,2025-26
Ligue 1,Lyon,,Duje Caleta-Car,D,29,Croatia,,,,,,,,
Ligue 1,Lyon,,Alejandro Rodríguez,F,18,England,,,,,,,,
Ligue 1,Lyon,,Justin Bengui Joao,G,20,France,,,,,,,,
Ligue 1,Lyon,62,Yvann Konan,G,19,,0,,0,0,0,0,0,2025-26
Ligue 1,Lyon,,Orel Mangala,,28,,,,,,,,,
Ligue 1,Lyon,35,Matthias Da Silva,G,18,Portugal,0,,0,0,0,0,0,2025-26
Ligue 1,Lyon,19,Moussa Niakhaté,D,30,Senegal,32,0,2,3,0,,,2025-26
Ligue 1,Lyon,,Matt Turner,G,32,USA,,,,,,,,
Ligue 1,Lyon,,Enzo Molébé,F,18,France,,,,,,,,
Ligue 1,Lyon,21,Ruben Kluivert,D,25,Netherlands,16,1,2,4,0,,,2025-26
Ligue 1,Lyon,,Kail Boudache,F,20,France,,,,,,,,
Ligue 1,Lyon,16,Abner,D,26,Brazil,26,3,2,4,1,,,2025-26
Ligue 1,Lyon,8,Corentin Tolisso,M,31,France,,,,,,,,
Ligue 1,Lyon,,Julien Duranville,F,20,Belgium,,,,,,,,
Ligue 1,Lyon,50,Lassine Diarra,G,23,Mali,0,,0,0,0,0,0,2025-26
Ligue 1,Lyon,67,Prince Mbatshi Mukuba,D,20,France,,,,,,,,2025-26
Ligue 1,Lyon,22,Clinton Mata,D,33,Angola,32,0,0,5,0,,,2025-26
Ligue 1,Lyon,98,Ainsley Maitland-Niles,M,28,England,,,,,,,,
Ligue 1,Marseille,40,Jelle Van Neck,G,22,Belgium,,,,,,,,2025-26
Ligue 1,Marseille,77,Rayan Bang Na,D,19,France,,,,,,,,2025-26
Ligue 1,Marseille,71,Nouhoum Kamissoko,M,21,Mali,,,,,,,,
Ligue 1,Marseille,,Pladi N'Zinga Pambani,D,19,France,0,0,0,0,0,,,2025-26
Ligue 1,Marseille,1,Gerónimo Rulli,G,34,Argentina,29,,0,3,0,76,34,2025-26
Ligue 1,Marseille,33,Emerson,D,31,Italy,28,0,3,3,0,,,2025-26
Ligue 1,Marseille,12,Jeffrey de Lange,G,28,Netherlands,5,,0,0,0,13,11,2025-26
Ligue 1,Marseille,21,Nayef Aguerd,D,30,Morocco,16,1,0,4,0,,,2025-26
Ligue 1,Marseille,5,Leonardo Balerdi,D,27,Argentina,26,0,1,5,0,,,2025-26
Ligue 1,Marseille,,Anis Doubal,D,19,Tunisia,,,,,,,,2025-26
Ligue 1,Marseille,,Hilan Slimani,,20,,,,,,,,,2025-26
Ligue 1,Marseille,68,Mathis Clement,D,20,France,,,,,,,,2025-26
Ligue 1,Marseille,28,Benjamin Pavard,D,30,France,27,1,2,6,0,,,2025-26
Ligue 1,Marseille,32,Facundo Medina,D,27,Argentina,17,0,1,7,0,,,2025-26
Ligue 1,Marseille,92,Théo Vermot,G,29,France,0,,0,0,0,0,0,2025-26
Ligue 1,Marseille,4,CJ Egan-Riley,D,23,England,11,0,0,1,1,,,2025-26
Ligue 1,Metz,40,Ousmane Ba,G,24,Senegal,0,,0,0,0,0,0,2025-26
Ligue 1,Metz,61,Pape Sy,G,29,Senegal,8,,0,0,0,29,20,2025-26
Ligue 1,Metz,70,Bouna Sarr,D,34,Senegal,12,0,0,1,0,,,2025-26
Ligue 1,Metz,15,Terry Yegbe,D,25,Ghana,24,0,1,3,0,,,2025-26
Ligue 1,Metz,2,Maxime Colin,D,34,France,22,0,0,1,0,,,2025-26
Ligue 1,Metz,16,Romain Jean Baptsiste,G,20,France,0,,0,0,0,0,0,2025-26
Ligue 1,Metz,39,Koffi Kouao,D,28,Ivory Coast,27,2,1,10,0,,,2025-26
Ligue 1,Metz,27,Yannis Lawson,D,21,Belgium,0,0,0,0,0,,,2025-26
Ligue 1,Metz,4,Urie-Michel Mboula,D,23,Gabon,14,0,0,2,0,,,2025-26
Ligue 1,Metz,38,Sadibou Sané,D,22,Senegal,23,2,1,5,2,,,2025-26
Ligue 1,Metz,97,Fodé Ballo-Touré,D,29,Senegal,14,0,0,2,0,,,2025-26
Ligue 1,Metz,25,Cleo Mélières,D,21,France,,,,,,,,2025-26
Ligue 1,Metz,1,Jonathan Fischer,G,24,Denmark,27,,0,0,0,92,56,2025-26
Ligue 1,Nantes,98,Kelvin Amian,D,28,France,23,0,1,3,0,,,2025-26
Ligue 1,Nantes,40,Lucas Bonelli,G,23,France,0,,0,0,0,0,0,2025-26
Ligue 1,Nantes,50,Alexis Mirbach,G,21,France,0,,0,0,0,0,0,2025-26
Ligue 1,Nantes,18,Fabien Centonze,D,30,France,15,3,0,4,0,,,2025-26
Ligue 1,Nantes,6,Chidozie Awaziem,D,29,Nigeria,27,1,2,7,0,,,2025-26
Ligue 1,Nantes,3,Nicolas Cozza,D,27,France,30,0,1,2,0,,,2025-26
Ligue 1,Nantes,30,Patrick Carlgren,G,34,Sweden,3,,0,0,0,11,2,2025-26
Ligue 1,Nantes,27,Deiver Machado,D,32,Colombia,19,0,1,3,0,,,2025-26
Ligue 1,Nantes,24,Frédéric Guilbert,D,31,France,8,0,0,1,0,,,2025-26
Ligue 1,Nantes,26,Uros Radakovic,D,32,Serbia,6,0,0,0,0,,,2025-26
Ligue 1,Nantes,2,Ali Almusrat,D,25,Libya,13,0,0,4,0,,,2025-26
Ligue 1,Nantes,1,Anthony Lopes,G,35,Portugal,32,,0,4,0,98,50,2025-26
Ligue 1,Nantes,42,Moutanabi Bodiang,D,23,France,,,,,,,,2025-26
Ligue 1,Nice,,Mattia Viti,D,24,Italy,,,,,,,,
Ligue 1,Nice,2,Ali Abdi,D,32,Tunisia,22,3,0,2,1,,,2025-26
Ligue 1,Nice,10,Sofiane Diop,M,26,Morocco,,,,,,,,
Ligue 1,Nice,26,Melvin Bard,D,25,France,29,2,1,4,0,,,2025-26
Ligue 1,Nice,70,Matys Youst,G,18,France,,,,,,,,2025-26
Ligue 1,Nice,30,Bartosz Zelazowski,G,21,Poland,0,,0,0,0,0,0,2025-26
Ligue 1,Nice,33,Antoine Mendy,D,22,Senegal,25,1,0,5,0,,,2025-26
Ligue 1,Nice,,Laurent Abergel,M,33,France,,,,,,,,
Ligue 1,Nice,50,Théo Bruyère,G,19,France,,,,,,,,2025-26
Ligue 1,Nice,,Juma Bah,,20,,,,,,,,,2025-26
Ligue 1,Nice,5,Mohamed Abdelmoneim,D,27,Egypt,0,0,0,0,0,,,2025-26
Ligue 1,Nice,55,Youssouf Ndayishimiye,M,27,Burundi,,,,,,,,
Ligue 1,Nice,31,Maxime Dupé,G,33,France,8,,0,0,0,20,15,2025-26
Ligue 1,Nice,8,Morgan Sanson,M,31,France,,,,,,,,
Ligue 1,Nice,4,Dante,D,42,Brazil,12,0,1,1,0,,,2025-26
Ligue 1,Nice,64,Moïse Bombito,D,26,Canada,2,0,0,1,0,,,2025-26
Ligue 1,Nice,80,Yehvann Diouf,G,26,Senegal,26,,0,1,0,93,45,2025-26
Ligue 1,Nice,,Hicham Boudaoui,,26,Algeria,,,,,,,,
Ligue 1,Nice,,Hamza Koutoune,D,19,Morocco,,,,,,,,
Ligue 1,Nice,,Victor Orakpo,F,20,Nigeria,,,,,,,,
Ligue 1,Nice,37,Kojo Peprah Oppong,D,22,Ghana,29,1,0,4,0,,,2025-26
Ligue 1,Nice,92,Jonathan Clauss,D,33,France,30,1,6,0,0,,,2025-26
Ligue 1,Nice,22,Tanguy Ndombele,M,29,France,,,,,,,,
Ligue 1,Nice,,Issiaga Camara,M,21,Guinea,,,,,,,,
Ligue 1,Nice,,Terem Moffi,F,27,Nigeria,,,,,,,,
Ligue 1,Paris FC,21,Maxime López,M,28,France,,,,,,,,
Ligue 1,Paris FC,28,Thibault De Smet,D,28,Belgium,17,0,1,3,2,,,2025-26
Ligue 1,Paris FC,35,Kevin Trapp,G,36,Germany,22,,0,2,0,59,29,2025-26
Ligue 1,Paris FC,22,Sofiane Alakouch,D,27,Morocco,,,,,,,,2025-26
Ligue 1,Paris FC,33,Pierre Lees-Melou,M,33,France,,,,,,,,
Ligue 1,Paris FC,,Zabi Gueu,M,19,,,,,,,,,
Ligue 1,Paris FC,15,Timothée Kolodziejczak,D,34,France,11,0,0,2,0,,,2025-26
Ligue 1,Paris FC,14,Hamari Traoré,D,34,Mali,18,0,1,4,0,,,2025-26
Ligue 1,Paris FC,10,Ilan Kebbal,M,28,Algeria,,,,,,,,
Ligue 1,Paris FC,,Mathys Tourraine,D,25,Morocco,,,,,,,,
Ligue 1,Paris FC,6,Otavio,D,24,Brazil,23,1,0,6,1,,,2025-26
Ligue 1,Paris FC,,Emmanuel Mbemba,D,18,France,,,,,,,,
Ligue 1,Paris FC,,Gabriel Oualengbe,M,22,Central African Republic,,,,,,,,
Ligue 1,Paris FC,1,Rémy Riou,G,38,France,0,,0,0,0,0,0,2025-26
Ligue 1,Paris FC,2,Tuomas Ollila,D,26,Finland,10,0,0,0,0,,,2025-26
Ligue 1,Paris FC,31,Samir Chergui,D,27,Algeria,15,1,0,1,0,,,2025-26
Ligue 1,Paris FC,5,Moustapha Mbow,D,26,Senegal,31,0,1,5,0,,,2025-26
Ligue 1,Paris FC,16,Obed Nkambadio,G,23,France,12,,0,0,0,27,21,2025-26
Ligue 1,Paris FC,4,Vincent Marchetti,M,29,France,,,,,,,,
Ligue 1,Paris FC,42,Diego Coppola,D,22,Italy,13,0,2,1,0,,,2025-26
Ligue 1,Paris FC,17,Adama Camara,M,29,France,,,,,,,,
Ligue 1,Paris FC,,Yoan Koré,D,21,France,,,,,,,,
Ligue 1,Paris FC,19,Nhoa Sangui,D,20,France,26,0,0,0,0,,,2025-26
Ligue 1,Paris Saint-Germain,17,Vitinha ,M,26,Portugal,,,,,,,,
Ligue 1,Paris Saint-Germain,70,Arthur Vignaud,G,18,France,0,,0,0,0,0,0,2025-26
Ligue 1,Paris Saint-Germain,5,Marquinhos ,D,32,Brazil,14,0,0,0,0,,,2025-26
Ligue 1,Paris Saint-Germain,8,Fabián Ruiz,M,30,Spain,,,,,,,,
Ligue 1,Paris Saint-Germain,2,Achraf Hakimi,D,27,Morocco,18,2,2,3,1,,,2025-26
Ligue 1,Paris Saint-Germain,42,David Boly,D,17,France,,,,,,,,
Ligue 1,Paris Saint-Germain,19,Lee Kang-In,M,25,South Korea,,,,,,,,
Ligue 1,Paris Saint-Germain,25,Nuno Mendes,D,23,Portugal,20,4,5,1,0,,,2025-26
Ligue 1,Paris Saint-Germain,54,Dimitri Lucea,D,19,France,,,,,,,,
Ligue 1,Paris Saint-Germain,51,Willian Pacho,D,24,Ecuador,23,0,0,0,0,,,2025-26
Ligue 1,Paris Saint-Germain,30,Lucas Chevalier,G,24,France,17,,0,0,0,33,13,2025-26
Ligue 1,Paris Saint-Germain,39,Matvei Safonov,G,27,Russia,15,,0,0,0,41,14,2025-26
Ligue 1,Paris Saint-Germain,6,Illia Zabarnyi,D,23,Ukraine,28,1,0,6,0,,,2025-26
Ligue 1,Paris Saint-Germain,80,Bilal Laurendon,G,20,France,0,,0,0,0,0,0,2025-26
Ligue 1,Paris Saint-Germain,4,Lucas Beraldo,D,22,Brazil,,,,,,,,2025-26
Ligue 1,Paris Saint-Germain,55,Samba Coulibaly,D,18,France,,,,,,,,
Ligue 1,Paris Saint-Germain,89,Renato Marin,G,19,Italy,2,,0,0,0,3,2,2025-26
Ligue 1,Paris Saint-Germain,60,Martin James,G,18,France,0,,0,0,0,0,0,2025-26
Ligue 1,Paris Saint-Germain,53,Thomas Cordier,D,20,France,,,,,,,,
Ligue 1,Paris Saint-Germain,21,Lucas Hernández,D,30,France,25,0,3,4,0,,,2025-26
Ligue 1,Stade Rennais,75,Junior Ake,D,19,France,,,,0,0,,,2025-26
Ligue 1,Stade Rennais,80,Ayoube Akabou,G,19,France,0,,0,0,0,0,0,2025-26
Ligue 1,Stade Rennais,,Rayan Bamba,D,22,France,,,,,,,,
Ligue 1,Stade Rennais,17,Sebastian Szymanski,M,27,Poland,,,,,,,,
Ligue 1,Stade Rennais,36,Alidu Seidu,D,26,Ghana,21,0,1,1,0,,,2025-26
Ligue 1,Stade Rennais,,Nicolas Lemaitre,G,29,France,,,,,,,,
Ligue 1,Stade Rennais,,Jordan James,M,22,Wales,,,,,,,,
Ligue 1,Stade Rennais,60,Kilian Belazzoug,G,20,Algeria,0,,0,0,0,0,0,2025-26
Ligue 1,Stade Rennais,,Mahdi Camara,,28,,,,,,,,,
Ligue 1,Stade Rennais,,Gonçalo Oliveira,D,20,Portugal,,,,,,,,
Ligue 1,Stade Rennais,67,Isiaka Soukouna,D,20,Mali,0,0,0,0,0,,,2025-26
Ligue 1,Stade Rennais,,Hans Hateboer,D,32,Netherlands,,,,,,,,
Ligue 1,Stade Rennais,24,Anthony Rouault,D,25,France,21,1,0,5,0,,,2025-26
Ligue 1,Stade Rennais,3,Lilian Brassier,D,26,France,27,0,1,2,0,,,2025-26
Ligue 1,Stade Rennais,50,Mathys Silistre,G,20,France,2,,0,0,0,8,6,2025-26
Ligue 1,Stade Rennais,97,Jérémy Jacquet,D,21,France,19,0,0,4,1,,,2025-26
Ligue 1,Stade Rennais,18,Mahamadou Nagida,D,21,Cameroon,19,0,0,2,0,,,2025-26
Ligue 1,Stade Rennais,26,Quentin Merlin,D,24,France,33,1,5,2,0,,,2025-26
