League,Team,Number,Player,Position,Age,Nationality,Season_Apps,Season_Goals,Season_Assists,Season_YellowCards,Season_RedCards,Season_Saves,Season_GoalsConceded,Season_Label
English Championship,Birmingham City,28,Jay Stansfield,F,23,England,44,10,6,10,0,,,2025-26
English Championship,Birmingham City,29,August Priske,F,22,Denmark,17,1,1,1,0,,,2025-26
English Championship,Birmingham City,17,Ibrahim Osman,F,21,Ghana,17,2,2,2,0,,,2025-26
English Championship,Birmingham City,43,Zaid Betteka,F,19,Algeria,0,0,0,0,0,,,2025-26
English Championship,Birmingham City,39,Briar Bateman,F,19,England,0,0,0,0,0,,,2025-26
English Championship,Birmingham City,44,Aurelien Gurnier,F,,England,0,0,0,0,0,,,2025-26
English Championship,Blackburn Rovers,1,Aynsley Pears,G,28,England,14,,0,1,0,22,13,2025-26
English Championship,Blackburn Rovers,22,Balazs Toth,G,28,Hungary,35,,0,0,0,100,43,2025-26
English Championship,Blackburn Rovers,35,Nicholas Michalski,G,19,England,0,,0,0,0,0,0,2025-26
English Championship,Blackburn Rovers,37,Felix Goddard,G,22,England,0,,0,0,0,0,0,2025-26
English Championship,Blackburn Rovers,4,Yuri Ribeiro,D,29,Portugal,23,0,1,4,0,,,2025-26
English Championship,Blackburn Rovers,16,Scott Wharton,D,28,England,13,0,0,2,0,,,2025-26
English Championship,Blackburn Rovers,3,Harry Pickering,D,27,England,15,0,0,1,0,,,2025-26
English Championship,Blackburn Rovers,17,Hayden Carter,D,26,England,10,2,0,4,0,,,2025-26
English Championship,Blackburn Rovers,15,Sean McLoughlin,D,29,Republic of Ireland,44,0,0,11,1,,,2025-26
English Championship,Blackburn Rovers,12,Lewis Miller,D,25,Australia,29,2,2,3,0,,,2025-26
English Championship,Blackburn Rovers,2,Ryan Alebiousu,D,24,Nigeria,39,1,5,4,0,,,2025-26
English Championship,Blackburn Rovers,20,Eiran Cashin,D,24,England,29,1,1,7,0,,,2025-26
English Championship,Blackburn Rovers,14,Dion De Neve,D,25,Belgium,27,0,1,0,0,,,2025-26
English Championship,Blackburn Rovers,26,Connor O'Riordan,D,22,Republic of Ireland,5,0,0,2,0,,,2025-26
English Championship,Blackburn Rovers,38,Tom Atcheson,D,19,Northern Ireland,14,0,0,2,0,,,2025-26
English Championship,Blackburn Rovers,40,Matty Litherland,D,20,England,5,0,0,0,0,,,2025-26
English Championship,Blackburn Rovers,43,George Pratt,D,22,England,10,0,1,1,0,,,2025-26
English Championship,Blackburn Rovers,28,Adam Forshaw,M,34,England,22,1,0,5,0,,,2025-26
English Championship,Blackburn Rovers,27,Nathan Redmond,M,32,England,8,0,0,0,0,,,2025-26
English Championship,Blackburn Rovers,6,Sondre Tronstad,M,30,Norway,30,0,2,8,0,,,2025-26
English Championship,Blackburn Rovers,19,Ryan Hedges,M,31,Wales,24,1,2,3,0,,,2025-26
English Championship,Blackburn Rovers,10,Todd Cantwell,M,28,England,28,5,3,10,0,,,2025-26
English Championship,Blackburn Rovers,5,Taylor Gardner-Hickman,M,24,England,31,0,0,10,0,,,2025-26
English Championship,Blackburn Rovers,8,Sidnei Tavares,M,24,Portugal,13,0,1,2,0,,,2025-26
English Championship,Blackburn Rovers,25,Ryoya Morishita,M,29,Japan,37,4,9,4,0,,,2025-26
English Championship,Blackburn Rovers,18,Axel Henriksson,M,24,Sweden,18,0,0,2,0,,,2025-26
English Championship,Blackburn Rovers,30,Jake Garrett,M,23,England,0,0,0,0,0,,,2025-26
English Championship,Blackburn Rovers,31,Kristi Montgomery,M,22,Scotland,21,0,0,0,0,,,2025-26
English Championship,Blackburn Rovers,24,Moussa Baradji,M,25,France,32,2,0,4,0,,,2025-26
English Championship,Blackburn Rovers,53,Frank Vare,M,18,England,0,0,0,0,0,,,2025-26
English Championship,Blackburn Rovers,41,Lorenze Mullarky-Matthews,M,,England,0,0,0,0,0,,,2025-26
English Championship,Blackburn Rovers,21,Oladapo Afolayan,F,28,England,8,0,0,0,0,,,2025-26
English Championship,Blackburn Rovers,29,Mathias Jørgensen,F,25,Denmark,20,5,0,0,0,,,2025-26
English Championship,Blackburn Rovers,7,Augustus Kargbo,F,26,Sierra Leone,11,1,1,0,0,,,2025-26
English Championship,Blackburn Rovers,23,Yuki Ohashi,F,29,Japan,46,10,1,7,0,,,2025-26
English Championship,Blackburn Rovers,11,Andri Gudjohnsen,F,24,Iceland,25,7,0,1,0,,,2025-26
English Championship,Blackburn Rovers,47,Aodhan Doherty,F,20,Northern Ireland,3,0,0,0,0,,,2025-26
English Championship,Blackburn Rovers,32,Igor Tyjon,F,18,England,0,0,0,0,0,,,2025-26
English Championship,Blackburn Rovers,52,Nathan Dlamini,F,19,England,4,0,0,0,0,,,2025-26
English Championship,Blackburn Rovers,54,Valentin Joseph,F,18,England,0,0,0,0,0,,,2025-26
English Championship,Lincoln City,1,George Wickens,G,24,England,0,,0,0,0,0,0,2026-27
English Championship,Lincoln City,21,James Pardington,G,26,England,0,,0,0,0,0,0,2026-27
English Championship,Lincoln City,15,Sonny Bradley,D,34,England,0,0,0,0,0,,,2026-27
English Championship,Lincoln City,5,Adam Jackson,D,32,England,0,0,0,0,0,,,2026-27
English Championship,Lincoln City,,Callum Elder,D,31,Australia,0,0,0,0,0,,,2026-27
English Championship,Lincoln City,2,Tendayi Darikwa,D,34,Zimbabwe,0,0,0,0,0,,,2026-27
English Championship,Lincoln City,22,Thomas Hamer,D,26,England,0,0,0,0,0,,,2026-27
English Championship,Lincoln City,6,Ryley Towler,D,24,England,0,0,0,0,0,,,2026-27
English Championship,Lincoln City,25,Ayodeji Elerewe,D,22,England,0,0,0,0,0,,,2026-27
English Championship,Lincoln City,,Andrei Coubis,D,22,Romania,0,0,0,0,0,,,2026-27
English Championship,Lincoln City,39,Charlie Parks,D,19,England,0,0,0,0,0,,,2026-27
English Championship,Lincoln City,23,Joshua Honohan,D,25,,0,0,0,0,0,,,2026-27
English Championship,Lincoln City,40,Noah Simmons,D,,Wales,0,0,0,0,0,,,2026-27
English Championship,Lincoln City,,Charlie Carlisle,D,,England,0,0,0,0,0,,,2026-27
English Championship,Lincoln City,3,Adam Reach,M,33,England,0,0,0,0,0,,,2026-27
English Championship,Lincoln City,14,Conor McGrandles,M,30,Scotland,0,0,0,0,0,,,2026-27
English Championship,Lincoln City,7,Recco Hackett-Fairchild,M,28,St Lucia,0,0,0,0,0,,,2026-27
English Championship,Lincoln City,8,Tom Bayliss,M,27,England,0,0,0,0,0,,,2026-27
English Championship,Lincoln City,16,Dom Jefferies,M,24,Wales,0,0,0,0,0,,,2026-27
English Championship,Lincoln City,,Jj Mckiernan,M,24,Northern Ireland,0,0,0,0,0,,,2026-27
English Championship,Lincoln City,24,Ivan Varfolomeev,M,22,Ukraine,0,0,0,0,0,,,2026-27
English Championship,Lincoln City,10,Jack Moylan,M,24,,0,0,0,0,0,,,2026-27
English Championship,Lincoln City,9,James Collins,F,35,Republic of Ireland,0,0,0,0,0,,,2026-27
English Championship,Lincoln City,18,Ben House,F,27,Scotland,0,0,0,0,0,,,2026-27
English Championship,Lincoln City,34,Freddie Draper,F,21,England,0,0,0,0,0,,,2026-27
English Championship,Lincoln City,17,Robert Street,F,24,England,0,0,0,0,0,,,2026-27
English Championship,Lincoln City,11,Oscar Thorn,F,22,England,0,0,0,0,0,,,2026-27
English Championship,Lincoln City,41,Daniel Vanderpuye,F,18,England,0,0,0,0,0,,,2026-27
English Championship,Wolverhampton Wanderers,25,Daniel Bentley,G,33,England,0,,0,0,0,0,0,2026-27
English Championship,Wolverhampton Wanderers,31,Sam Johnstone,G,33,England,0,,0,0,0,0,0,2026-27
English Championship,Wolverhampton Wanderers,1,José Sá,G,33,Portugal,0,,0,0,0,0,0,2026-27
English Championship,Wolverhampton Wanderers,40,Alfie Brooks,G,22,England,0,,0,0,0,0,0,2026-27
English Championship,Wolverhampton Wanderers,70,Josh Gracey,G,18,Northern Ireland,0,,0,0,0,0,0,2026-27
English Championship,Wolverhampton Wanderers,,Ladislav Krejcí,D,34,Czechia,0,0,0,0,0,,,2026-27
English Championship,Wolverhampton Wanderers,3,Hugo Bueno,D,23,Spain,0,0,0,0,0,,,2026-27
English Championship,Wolverhampton Wanderers,4,Santiago Bueno,D,27,Uruguay,0,0,0,0,0,,,2026-27
English Championship,Wolverhampton Wanderers,15,Yerson Mosquera,D,25,Colombia,0,0,0,0,0,,,2026-27
English Championship,Wolverhampton Wanderers,21,Rodrigo Gomes,D,23,Portugal,0,0,0,0,0,,,2026-27
English Championship,Wolverhampton Wanderers,38,Jackson Tchatchoua,D,24,Cameroon,0,0,0,0,0,,,2026-27
English Championship,Wolverhampton Wanderers,6,David Møller Wolfe,D,24,Norway,0,0,0,0,0,,,2026-27
English Championship,Wolverhampton Wanderers,24,Toti Gomes,D,27,Portugal,0,0,0,0,0,,,2026-27
English Championship,Wolverhampton Wanderers,17,Pedro Lima,D,20,Brazil,0,0,0,0,0,,,2026-27
English Championship,Wolverhampton Wanderers,59,Saheed Olagunju,D,19,England,0,0,0,0,0,,,2026-27
English Championship,Wolverhampton Wanderers,27,Jean-Ricner Bellegarde,M,28,Haiti,0,0,0,0,0,,,2026-27
English Championship,Wolverhampton Wanderers,8,João Gomes,M,25,Brazil,0,0,0,0,0,,,2026-27
English Championship,Wolverhampton Wanderers,7,André,M,25,Brazil,0,0,0,0,0,,,2026-27
English Championship,Wolverhampton Wanderers,60,Ethan Sutherland,M,20,Scotland,0,0,0,0,0,,,2026-27
English Championship,Wolverhampton Wanderers,62,Luke Rawlings,M,18,England,0,0,0,0,0,,,2026-27
English Championship,Wolverhampton Wanderers,50,Jerome Abbey,M,16,England,0,0,0,0,0,,,2026-27
English Championship,Wolverhampton Wanderers,9,Adam Armstrong,F,29,England,0,0,0,0,0,,,2026-27
English Championship,Wolverhampton Wanderers,11,Hwang Hee-Chan,F,30,South Korea,0,0,0,0,0,,,2026-27
English Championship,Wolverhampton Wanderers,14,Tolu Arokodare,F,25,Nigeria,0,0,0,0,0,,,2026-27
English Championship,Wolverhampton Wanderers,30,Enso González,F,21,Paraguay,0,0,0,0,0,,,2026-27
English Championship,Wolverhampton Wanderers,74,Tom Edozie,F,20,England,0,0,0,0,0,,,2026-27
English Championship,Wolverhampton Wanderers,36,Mateus Mané,F,18,Portugal,0,0,0,0,0,,,2026-27
English Championship,Bristol City,32,Lewis Thomas,G,28,Wales,0,,0,0,0,0,0,2025-26
English Championship,Bristol City,13,Joe Lumley,G,31,England,2,,0,1,0,8,3,2025-26
English Championship,Bristol City,23,Radek Vítek,G,22,Czechia,41,,0,1,0,134,54,2025-26
English Championship,Bristol City,5,Robert Atkinson,D,28,England,25,3,1,1,0,,,2025-26
English Championship,Bristol City,2,Ross McCrorie,D,28,Scotland,39,3,6,5,0,,,2025-26
English Championship,Bristol City,16,Robert Dickie,D,30,England,33,1,1,4,0,,,2025-26
English Championship,Bristol City,3,Cameron Pring,D,28,England,25,0,1,9,0,,,2025-26
English Championship,Bristol City,21,Neto Borges,D,29,Brazil,41,0,3,7,0,,,2025-26
English Championship,Bristol City,19,George Tanner,D,26,England,33,0,0,1,0,,,2025-26
English Championship,Bristol City,38,Noah Eile,D,24,Sweden,15,1,0,4,0,,,2025-26
English Championship,Bristol City,15,Luke McNally,D,26,,0,0,0,0,0,,,2025-26
English Championship,Bristol City,24,Sebastian Naylor,D,20,England,0,0,0,0,0,,,2025-26
English Championship,Bristol City,33,Josh Campbell-Slowey,D,20,England,0,0,0,0,0,,,2025-26
English Championship,Bristol City,46,Marley Thelwell,D,18,England,0,0,0,0,0,,,2025-26
English Championship,Bristol City,12,Jason Knight,M,25,Republic of Ireland,34,0,2,3,0,,,2025-26
English Championship,Bristol City,8,Joe Williams,G,29,England,2,,0,0,0,0,1,2025-26
English Championship,Bristol City,40,Sam Morsy,M,34,Egypt,18,1,0,6,0,,,2025-26
English Championship,Bristol City,17,Mark Sykes,M,28,Republic of Ireland,38,4,1,2,0,,,2025-26
English Championship,Bristol City,10,Scott Twine,M,27,England,45,11,7,6,0,,,2025-26
English Championship,Bristol City,6,Max Bird,M,25,England,15,2,1,1,0,,,2025-26
English Championship,Bristol City,4,Adam Randell,M,25,England,44,3,2,3,1,,,2025-26
English Championship,Bristol City,14,Tomi Horvat,M,27,Slovenia,15,1,4,1,0,,,2025-26
English Championship,Bristol City,28,Adam Murphy,M,21,,0,0,0,0,0,,,2025-26
English Championship,Bristol City,44,George Earthy,M,21,England,10,0,0,1,0,,,2025-26
English Championship,Bristol City,42,Daniel Ezendu,M,17,England,0,0,0,0,0,,,2025-26
English Championship,Bristol City,35,Louie Derrick,M,18,England,0,0,0,0,0,,,2025-26
English Championship,Bristol City,18,Emil Riis Jakobsen,F,28,Denmark,44,9,2,1,0,,,2025-26
English Championship,Bristol City,11,Delano Burgzorg,F,27,Suriname,40,3,3,5,0,,,2025-26
English Championship,Bristol City,20,Sam Bell,F,24,England,13,5,1,0,0,,,2025-26
English Championship,Bristol City,30,Sinclair Armstrong,F,23,Republic of Ireland,41,4,0,8,0,,,2025-26
English Championship,Charlton Athletic,1,Thomas Kaminski,G,33,Belgium,37,,0,3,0,106,49,2025-26
English Championship,Charlton Athletic,25,William Mannion,G,28,England,9,,0,0,0,32,9,2025-26
English Championship,Charlton Athletic,21,Tiernan Brooks,G,24,Republic of Ireland,0,,0,0,0,0,0,2025-26
English Championship,Charlton Athletic,19,Luke Chambers,D,22,England,18,0,1,4,0,,,2025-26
English Championship,Charlton Athletic,15,Conor Coady,D,33,England,17,1,1,2,0,,,2025-26
English Championship,Charlton Athletic,5,Lloyd Jones,D,30,England,46,1,1,10,0,,,2025-26
English Championship,Charlton Athletic,17,Amari'i Bell,D,32,Jamaica,35,0,0,4,0,,,2025-26
English Championship,Charlton Athletic,32,Reece Burke,D,29,England,17,1,0,1,0,,,2025-26
English Championship,Charlton Athletic,3,Macaulay Gillesphey,D,30,England,35,2,0,4,0,,,2025-26
English Championship,Charlton Athletic,16,Joshua Edwards,D,26,Scotland,7,0,0,1,0,,,2025-26
English Championship,Charlton Athletic,2,Kayne Ramsay,D,25,England,37,0,1,6,1,,,2025-26
English Championship,Charlton Athletic,44,Harrison Clarke,D,25,England,19,0,2,8,0,,,2025-26
English Championship,Charlton Athletic,28,Collins Sichenje,D,22,Kenya,6,0,0,2,0,,,2025-26
English Championship,Charlton Athletic,20,Zach Mitchell,D,21,England,0,0,0,0,0,,,2025-26
English Championship,Charlton Athletic,45,Ty Ewens-Findlay,D,,England,0,0,0,0,0,,,2025-26
English Championship,Charlton Athletic,35,Alan Nwamba,D,19,England,0,0,0,0,0,,,2025-26
English Championship,Charlton Athletic,46,Reuben Reid,M,18,England,0,0,0,0,0,,,2025-26
English Championship,Charlton Athletic,8,Luke Berry,M,34,England,16,1,0,1,0,,,2025-26
English Championship,Charlton Athletic,10,Greg Docherty,M,29,Scotland,39,1,3,7,0,,,2025-26
English Championship,Charlton Athletic,26,Joe Rankin-Costello,M,26,England,23,2,0,5,0,,,2025-26
English Championship,Charlton Athletic,6,Conor Coventry,M,26,Republic of Ireland,40,0,1,7,0,,,2025-26
English Championship,Charlton Athletic,14,Sonny Carey,M,25,England,46,8,2,3,0,,,2025-26
English Championship,Charlton Athletic,41,Harvey Knibbs,M,27,England,26,3,0,4,0,,,2025-26
English Championship,Charlton Athletic,34,Kai Enslin,M,20,England,0,0,0,0,0,,,2025-26
English Championship,Charlton Athletic,37,Ibrahim Fullah,M,19,England,11,0,0,1,0,,,2025-26
English Championship,Charlton Athletic,36,Keenan Gough,M,20,England,3,0,0,0,0,,,2025-26
English Championship,Charlton Athletic,99,Lyndon Dykes,F,30,Scotland,42,5,3,4,0,,,2025-26
English Championship,Charlton Athletic,24,Matthew Godden,F,34,England,11,2,0,1,0,,,2025-26
English Championship,Charlton Athletic,23,Charlie Kelman,F,24,USA,33,7,1,1,0,,,2025-26
English Championship,Charlton Athletic,77,Jayden Fevrier,F,23,England,11,2,0,0,0,,,2025-26
English Championship,Bristol City,48,Ranel Young,F,20,England,0,0,0,0,0,,,2025-26
English Championship,Charlton Athletic,7,Tyreece Campbell,F,22,Jamaica,45,3,2,3,0,,,2025-26
English Championship,Charlton Athletic,11,Miles Leaburn,F,22,England,38,2,1,3,0,,,2025-26
English Championship,Charlton Athletic,43,Paris Lock,F,21,England,0,0,0,0,0,,,2025-26
English Championship,Charlton Athletic,13,Kaheim Dixon,F,21,Jamaica,0,0,0,0,0,,,2025-26
English Championship,Derby County,12,Richard O'Donnell,G,37,England,8,,0,0,0,20,6,2025-26
English Championship,Derby County,31,Josh Vickers,G,30,England,7,,0,0,0,20,11,2025-26
English Championship,Derby County,1,Jacob Widell Zetterström,G,28,Sweden,33,,0,1,0,105,42,2025-26
English Championship,Derby County,52,Ragnheidur Jónsdóttir,G,19,England,0,,0,0,0,0,0,2025-26
English Championship,Derby County,51,Harley Price,G,,England,0,,0,0,0,0,0,2025-26
English Championship,Derby County,4,Danny Batth,D,35,England,11,0,0,1,0,,,2025-26
English Championship,Derby County,20,Callum Elder,D,31,Australia,28,1,5,8,0,,,2025-26
English Championship,Derby County,3,Craig Forsyth,D,37,Scotland,19,1,0,2,0,,,2025-26
English Championship,Derby County,5,Matthew Clarke,D,29,England,45,3,4,8,1,,,2025-26
English Championship,Derby County,28,Dion Sanderson,D,26,England,38,1,0,8,0,,,2025-26
English Championship,Derby County,2,Derry John Murkin,D,26,England,12,0,3,1,0,,,2025-26
English Championship,Derby County,22,Max Johnston,D,22,Scotland,15,0,1,1,0,,,2025-26
English Championship,Derby County,6,Sondre Langas,D,25,Norway,24,3,1,4,0,,,2025-26
English Championship,Derby County,44,Isaac Gordon,D,19,England,0,0,0,0,0,,,2025-26
English Championship,Derby County,53,Rio Canoville,D,18,England,0,0,0,0,0,,,2025-26
English Championship,Derby County,45,Charlie Smith,M,17,England,0,0,0,0,0,,,2025-26
English Championship,Derby County,27,Lewis Travis,M,28,England,28,0,1,10,1,,,2025-26
English Championship,Derby County,23,Joe Ward,M,30,England,38,1,8,2,1,,,2025-26
English Championship,Derby County,16,Liam Thompson,M,24,England,17,1,0,5,0,,,2025-26
English Championship,Derby County,29,Oscar Fraulo,M,22,Denmark,19,1,0,3,0,,,2025-26
English Championship,Derby County,42,Bobby Clark,M,21,England,42,3,3,8,0,,,2025-26
English Championship,Derby County,34,Jaydon Banel,F,21,Netherlands,14,3,0,1,0,,,2025-26
English Championship,Derby County,18,David Ozoh,M,21,England,33,2,0,7,0,,,2025-26
English Championship,Derby County,54,Cruz Allen,M,19,Wales,3,0,0,0,0,,,2025-26
English Championship,Derby County,37,Owen Eames,M,19,England,4,0,0,0,0,,,2025-26
English Championship,Derby County,7,Patrick Agyemang,F,25,USA,37,10,3,6,0,,,2025-26
English Championship,Derby County,9,Carlton Morris,F,30,England,31,12,2,5,0,,,2025-26
English Championship,Derby County,15,Lars Jorgen Salvesen,F,30,Norway,31,3,2,3,0,,,2025-26
English Championship,Derby County,19,Sammie Szmodics,F,30,Republic of Ireland,30,4,1,5,0,,,2025-26
English Championship,Derby County,25,Ben Brereton Díaz,F,27,Chile,40,7,3,8,0,,,2025-26
English Championship,Middlesbrough,32,Joe Wildsmith,G,30,England,7,,0,0,0,9,11,2025-26
English Championship,Middlesbrough,33,Jon McLaughlin,G,38,Scotland,0,,0,0,0,0,0,2025-26
English Championship,Middlesbrough,31,Solomon Brynn,G,25,England,49,,1,1,0,109,50,2025-26
English Championship,Middlesbrough,12,Luke Ayling,D,34,England,46,1,5,11,0,,,2025-26
English Championship,Middlesbrough,26,Darragh Lenihan,D,32,Republic of Ireland,2,0,0,1,0,,,2025-26
English Championship,Middlesbrough,3,Matt Targett,D,30,England,45,4,4,5,0,,,2025-26
English Championship,Middlesbrough,6,Dael Fry,D,28,England,32,3,0,1,0,,,2025-26
English Championship,Middlesbrough,25,Sam Edmundson,D,28,England,7,0,0,1,0,,,2025-26
English Championship,Middlesbrough,2,Callum Brittain,D,28,England,44,0,5,7,0,,,2025-26
English Championship,Middlesbrough,5,Alfie Jones,D,28,Canada,22,1,1,3,1,,,2025-26
English Championship,Middlesbrough,24,Alex Bangura,D,27,Sierra Leone,13,1,1,0,0,,,2025-26
English Championship,Middlesbrough,29,Adilson Malanda,D,24,France,24,0,0,5,0,,,2025-26
English Championship,Middlesbrough,15,Finley Munroe,D,21,England,3,0,0,0,0,,,2025-26
English Championship,Middlesbrough,40,George Mccormick,D,21,England,1,0,0,0,0,,,2025-26
English Championship,Middlesbrough,16,Alan Browne,M,31,Republic of Ireland,41,4,3,2,0,,,2025-26
English Championship,Middlesbrough,8,Riley McGree,M,27,Australia,28,6,3,4,0,,,2025-26
English Championship,Middlesbrough,7,Hayden Hackney,M,24,England,39,5,7,5,0,,,2025-26
English Championship,Middlesbrough,18,Aidan Morris,M,24,USA,43,0,3,4,0,,,2025-26
English Championship,Middlesbrough,45,Jeremy Sarmiento,M,24,Ecuador,20,0,0,1,0,,,2025-26
English Championship,Middlesbrough,23,Leo Castledine,M,20,England,11,1,0,0,0,,,2025-26
English Championship,Middlesbrough,36,Finley Cartwright,M,19,England,0,0,0,0,0,,,2025-26
English Championship,Middlesbrough,28,Law Mccabe,M,20,England,0,0,0,0,0,,,2025-26
English Championship,Middlesbrough,13,David Strelec,F,25,Slovakia,35,8,1,2,0,,,2025-26
English Championship,Middlesbrough,22,Samuel Silvera,F,25,Australia,22,2,1,3,0,,,2025-26
English Championship,Middlesbrough,11,Morgan Whittaker,F,25,England,43,14,7,4,0,,,2025-26
English Championship,Middlesbrough,27,Sontje Hansen,F,24,Curaçao,19,1,0,1,0,,,2025-26
English Championship,Middlesbrough,20,Mamadou Kaly Sene,F,25,Senegal,28,2,0,2,0,,,2025-26
English Championship,Middlesbrough,17,Micah Hamilton,F,22,England,4,0,0,0,0,,,2025-26
English Championship,Middlesbrough,14,Alex Gilbert,F,24,England,21,1,1,5,0,,,2025-26
English Championship,Middlesbrough,9,Tommy Conway,F,23,Scotland,48,13,5,7,0,,,2025-26
English Championship,Derby County,10,Rhian Brewster,F,26,England,29,7,2,1,0,,,2025-26
English Championship,Middlesbrough,44,Cruz Ibeh,M,17,England,2,0,0,0,0,,,2025-26
English Championship,Millwall,41,George Evans,F,21,England,0,0,0,0,0,,,2025-26
English Championship,Millwall,15,Max Crocombe,G,32,New Zealand,23,,0,0,0,78,25,2025-26
English Championship,Millwall,43,Joel Coleman,G,30,England,0,,0,0,0,0,0,2025-26
English Championship,Millwall,1,Lukas Jensen,G,27,Denmark,0,,0,0,0,0,0,2025-26
English Championship,Millwall,13,Anthony Patterson,G,26,England,16,,0,0,0,39,14,2025-26
English Championship,Millwall,23,Joe Bryan,D,32,England,19,0,0,5,1,,,2025-26
English Championship,Millwall,5,Jake Cooper,D,31,England,47,4,1,10,0,,,2025-26
English Championship,Millwall,2,Dan McNamara,D,27,England,16,0,0,3,0,,,2025-26
English Championship,Millwall,6,Caleb Taylor,D,23,England,28,3,2,1,0,,,2025-26
English Championship,Millwall,3,Zak Sturge,D,22,England,40,1,0,8,1,,,2025-26
English Championship,Millwall,4,Tristan Crama,D,24,France,48,3,6,9,0,,,2025-26
English Championship,Millwall,67,Barry Bannan,M,36,Scotland,45,3,4,6,1,,,2025-26
English Championship,Millwall,18,Ryan Leonard,M,34,England,25,1,2,4,0,,,2025-26
English Championship,Millwall,21,Massimo Luongo,M,33,Australia,9,0,0,1,0,,,2025-26
English Championship,Millwall,24,Casper de Norre,M,29,Belgium,32,1,4,5,0,,,2025-26
English Championship,Millwall,16,Daniel Kelly,F,30,Scotland,9,0,0,0,0,,,2025-26
English Championship,Millwall,39,William Smallbone,M,26,Republic of Ireland,10,0,0,0,0,,,2025-26
English Championship,Millwall,14,Alfie Doughty,M,26,England,27,0,5,4,0,,,2025-26
English Championship,Millwall,25,Luke Cundle,M,24,England,30,4,0,1,0,,,2025-26
English Championship,Millwall,8,Billy Mitchell,M,25,England,29,0,1,6,0,,,2025-26
English Championship,Millwall,49,Derek Mazou-Sacko,M,21,France,23,1,1,2,0,,,2025-26
English Championship,Millwall,26,Benicio Baker-Boaitey,M,22,England,0,0,0,0,0,,,2025-26
English Championship,Millwall,30,Rafiq Lamptey,M,19,England,0,0,0,0,0,,,2025-26
English Championship,Millwall,17,Macaulay Langstaff,F,29,England,38,4,1,2,0,,,2025-26
English Championship,Millwall,7,Thierno Ballo,F,24,Austria,33,1,5,7,0,,,2025-26
English Championship,Millwall,11,Femi Azeez,F,25,England,37,11,7,6,1,,,2025-26
English Championship,Millwall,10,Camiel Neghli,F,24,Algeria,48,5,4,4,0,,,2025-26
English Championship,Millwall,19,Josh Coburn,F,23,England,28,9,0,2,0,,,2025-26
English Championship,Millwall,29,Zak Lovelace,F,20,England,1,0,0,0,0,,,2025-26
English Championship,Millwall,9,Mihailo Ivanovic,F,21,Serbia,46,9,3,2,0,,,2025-26
English Championship,Millwall,31,Raees Bangura-Williams,F,22,England,14,1,1,2,0,,,2025-26
English Championship,Millwall,51,Sheldon Kendall,F,18,England,0,0,0,0,0,,,2025-26
English Championship,Millwall,22,Tom Watson,F,20,England,12,0,0,2,0,,,2025-26
English Championship,Norwich City,1,Vladan Kovacevic,G,28,,45,,0,6,0,118,56,2025-26
