League,Team,Number,Player,Position,Age,Nationality,Season_Apps,Season_Goals,Season_Assists,Season_YellowCards,Season_RedCards,Season_Saves,Season_GoalsConceded,Season_Label
Bundesliga,FC Heidenheim 1846,26,Hennes Behrens,M,21,,15,1,2,0,0,,,2025-26
Bundesliga,FC Heidenheim 1846,33,Nick Rothweiler,M,20,,0,0,0,0,0,,,2025-26
Bundesliga,1. FC Union Berlin,1,Frederik Ronnow,G,33,Denmark,30,,0,2,0,77,54,2025-26
Bundesliga,1. FC Union Berlin,25,Carl Klaus,G,32,Germany,4,,0,0,0,6,4,2025-26
Bundesliga,1. FC Union Berlin,31,Matheo Raab,G,27,Germany,1,,0,0,0,6,0,2025-26
Bundesliga,1. FC Union Berlin,48,Tom Wisbereit,G,18,Germany,0,,0,0,0,0,0,2025-26
Bundesliga,1. FC Union Berlin,28,Christopher Trimmel,D,39,Austria,29,0,3,8,0,,,2025-26
Bundesliga,1. FC Union Berlin,18,Josip Juranovic,D,30,Croatia,11,1,1,1,0,,,2025-26
Bundesliga,1. FC Union Berlin,5,Danilho Doekhi,D,28,Netherlands,34,5,0,4,0,,,2025-26
Bundesliga,1. FC Union Berlin,4,Diogo Leite,D,27,Portugal,23,0,0,4,0,,,2025-26
Bundesliga,1. FC Union Berlin,39,Derrick Köhn,D,27,Ghana,29,1,2,5,1,,,2025-26
Bundesliga,1. FC Union Berlin,34,Stanley N'Soki,D,27,France,13,1,2,2,0,,,2025-26
Bundesliga,1. FC Union Berlin,15,Tom Rothe,D,21,Germany,21,2,0,1,1,,,2025-26
Bundesliga,1. FC Union Berlin,14,Leopold Querfeld,D,22,Austria,31,3,0,6,0,,,2025-26
Bundesliga,1. FC Union Berlin,3,Andrik Markgraf,D,20,,0,0,0,0,0,,,2025-26
Bundesliga,1. FC Union Berlin,8,Rani Khedira,M,32,,32,5,1,7,0,,,2025-26
Bundesliga,1. FC Union Berlin,19,Janik Haberer,M,32,,20,0,1,8,0,,,2025-26
Bundesliga,1. FC Union Berlin,24,Robert Skov,M,30,,3,0,0,0,0,,,2025-26
Bundesliga,1. FC Union Berlin,21,Tim Skarke,M,29,,4,1,1,0,0,,,2025-26
Bundesliga,1. FC Union Berlin,33,Alex Král,M,28,,,,,,,,,2025-26
Bundesliga,1. FC Union Berlin,11,Jeong Woo-Yeong,M,26,,13,4,1,0,0,,,2025-26
Bundesliga,1. FC Union Berlin,13,András Schäfer,M,27,,16,2,1,2,1,,,2025-26
Bundesliga,Bayer Leverkusen,28,Janis Blaswich,G,35,Germany,11,,0,1,0,39,9,2025-26
Bundesliga,Bayer Leverkusen,36,Niklas Lomb,G,32,Germany,0,,0,0,0,0,0,2025-26
Bundesliga,Bayer Leverkusen,1,Mark Flekken,G,33,Netherlands,24,,0,1,0,79,38,2025-26
Bundesliga,Bayer Leverkusen,18,Jonas Omlin,G,32,Switzerland,0,,0,0,0,0,0,2025-26
Bundesliga,Bayer Leverkusen,40,Jesper Schlich,G,19,Germany,0,,0,0,0,0,0,2025-26
Bundesliga,Bayer Leverkusen,,Issa Traoré,D,18,Mali,0,0,0,0,0,,,2025-26
Bundesliga,Bayer Leverkusen,20,Alejandro Grimaldo,D,30,Spain,29,8,8,5,0,,,2025-26
Bundesliga,Bayer Leverkusen,21,Lucas Vázquez,D,35,Spain,12,1,2,2,0,,,2025-26
Bundesliga,Bayer Leverkusen,12,Edmond Tapsoba,D,27,Burkina Faso,29,5,3,7,0,,,2025-26
Bundesliga,Bayer Leverkusen,4,Jarell Quansah,D,23,England,28,4,0,9,0,,,2025-26
Bundesliga,Bayer Leverkusen,5,Loïc Badé,D,26,France,23,0,0,5,0,,,2025-26
Bundesliga,Bayer Leverkusen,13,Arthur,D,23,Brazil,20,1,3,3,0,,,2025-26
Bundesliga,Bayer Leverkusen,15,Tim Oermann,D,22,Germany,2,0,0,0,0,,,2025-26
Bundesliga,Bayer Leverkusen,16,Axel Tape,D,18,,2,0,0,1,0,,,2025-26
Bundesliga,Bayer Leverkusen,43,Ben Hawighorst,D,18,,,,,,,,,2025-26
Bundesliga,Bayer Leverkusen,46,Ferdinand Pohl,D,19,,,,,,,,,2025-26
Bundesliga,Bayer Leverkusen,7,Jonas Hofmann,M,29,,,,,,,,,2025-26
Bundesliga,Bayer Leverkusen,8,Robert Andrich,M,31,,29,2,0,4,1,,,2025-26
Bundesliga,Bayer Leverkusen,24,Aleix García,M,29,,31,2,8,6,0,,,2025-26
Bundesliga,Bayer Leverkusen,25,Exequiel Palacios,M,27,,12,0,1,3,0,,,2025-26
Bundesliga,Bayer Leverkusen,10,Malik Tillman,M,24,,18,6,0,2,0,,,2025-26
Bundesliga,Bayern Munich,1,Manuel Neuer,G,40,Germany,22,,0,0,0,31,20,2025-26
Bundesliga,Bayern Munich,26,Sven Ulreich,G,37,Germany,1,,0,1,0,6,1,2025-26
Bundesliga,Bayern Munich,40,Jonas Urbig,G,22,Germany,14,,0,0,0,25,15,2025-26
Bundesliga,Bayern Munich,48,Leon Klanac,G,19,Germany,0,,0,0,0,0,0,2025-26
Bundesliga,Bayern Munich,35,Jannis Bärtl,G,20,Germany,0,,0,0,0,0,0,2025-26
Bundesliga,Bayern Munich,37,Leonard Prescott,G,16,Germany,0,,0,0,0,0,0,2025-26
Bundesliga,Bayern Munich,21,Hiroki Ito,D,27,Japan,16,1,2,0,0,,,2025-26
Bundesliga,Bayern Munich,3,Kim Min-Jae,D,29,South Korea,25,1,1,1,0,,,2025-26
Bundesliga,Bayern Munich,22,Raphaël Guerreiro,D,32,Portugal,18,5,2,0,0,,,2025-26
Bundesliga,Bayern Munich,4,Jonathan Tah,D,30,Germany,28,2,1,7,0,,,2025-26
Bundesliga,Bayern Munich,2,Dayot Upamecano,D,27,France,24,1,1,4,0,,,2025-26
Bundesliga,Bayern Munich,19,Alphonso Davies,D,25,Canada,13,1,3,1,0,,,2025-26
Bundesliga,Bayern Munich,44,Josip Stanisic,D,26,,,,,,,,,2025-26
Bundesliga,Bayern Munich,41,Vincent Manuba,D,21,,,,,,,,,2025-26
Bundesliga,Bayern Munich,30,Cassiano Kiala,D,17,,,,,,,,,2025-26
Bundesliga,Bayern Munich,34,Deniz Ofli,D,19,,,,,,,,,2025-26
Bundesliga,Bayern Munich,43,Filip Pavic,D,16,,,,,,,,,2025-26
Bundesliga,Bayern Munich,27,Konrad Laimer,M,29,,,,,,,,,2025-26
Bundesliga,Bayern Munich,8,Leon Goretzka,M,31,,,,,,,,,2025-26
Bundesliga,Bayern Munich,6,Joshua Kimmich,M,31,,,,,,,,,2025-26
Bundesliga,Borussia Dortmund,30,Patrick Drewes,G,33,Germany,0,,0,0,0,0,0,2025-26
Bundesliga,Borussia Dortmund,33,Alexander Meyer,G,35,Germany,0,,0,0,0,0,0,2025-26
Bundesliga,Borussia Dortmund,1,Gregor Kobel,G,28,Switzerland,34,,0,3,0,89,34,2025-26
Bundesliga,Borussia Dortmund,31,Silas Ostrzinski,G,22,Germany,0,,0,0,0,0,0,2025-26
Bundesliga,Borussia Dortmund,25,Niklas Süle,D,30,Germany,11,0,1,3,0,,,2025-26
Bundesliga,Borussia Dortmund,5,Ramy Bensebaini,D,31,Algeria,21,5,2,6,0,,,2025-26
Bundesliga,Borussia Dortmund,3,Waldemar Anton,D,30,Germany,32,2,0,3,0,,,2025-26
Bundesliga,Borussia Dortmund,26,Julian Ryerson,D,28,Norway,31,0,15,8,0,,,2025-26
Bundesliga,Borussia Dortmund,4,Nico Schlotterbeck,D,26,Germany,28,5,1,8,0,,,2025-26
Bundesliga,Borussia Dortmund,2,Yan Couto,D,24,Brazil,19,2,2,4,0,,,2025-26
Bundesliga,Borussia Dortmund,24,Daniel Svensson,D,24,Sweden,33,2,2,0,0,,,2025-26
Bundesliga,Borussia Dortmund,42,Almugera Kabar,D,20,Germany,1,0,0,0,0,,,2025-26
Bundesliga,Borussia Dortmund,39,Filippo Mané,D,21,,,,,,,,,2025-26
Bundesliga,Borussia Dortmund,47,Elias Benkara,D,19,,,,,,,,,2025-26
Bundesliga,Borussia Dortmund,49,Luca Reggiani,D,18,,,,,,,,,2025-26
Bundesliga,Borussia Dortmund,23,Emre Can,M,32,,,,,,,,,2025-26
Bundesliga,Borussia Dortmund,20,Marcel Sabitzer,M,32,,,,,,,,,2025-26
Bundesliga,Borussia Dortmund,10,Julian Brandt,M,30,,,,,,,,,2025-26
Bundesliga,Borussia Dortmund,6,Salih Özcan,M,28,,,,,,,,,2025-26
Bundesliga,Borussia Dortmund,8,Felix Nmecha,M,25,,,,,,,,,2025-26
Bundesliga,Borussia Mönchengladbach,21,Tobias Sippel,G,38,Germany,0,,0,0,0,0,0,2025-26
Bundesliga,Borussia Mönchengladbach,33,Moritz Nicolas,G,28,Germany,34,,0,1,0,136,53,2025-26
Bundesliga,Borussia Mönchengladbach,23,Jan Olschowsky,G,24,Germany,0,,0,0,0,0,0,2025-26
Bundesliga,Borussia Mönchengladbach,42,Tiago Pereira,G,20,Luxembourg,0,,0,0,0,0,0,2025-26
Bundesliga,Borussia Mönchengladbach,5,Marvin Friedrich,D,30,Germany,6,0,0,0,0,,,2025-26
Bundesliga,Borussia Mönchengladbach,4,Kevin Diks,D,29,Indonesia,30,5,0,6,0,,,2025-26
Bundesliga,Borussia Mönchengladbach,30,Nico Elvedi,D,29,Switzerland,33,0,2,5,0,,,2025-26
Bundesliga,Borussia Mönchengladbach,29,Joe Scally,D,23,USA,32,2,3,8,0,,,2025-26
Bundesliga,Borussia Mönchengladbach,2,Fabio Chiarodia,D,21,Italy,15,0,0,1,0,,,2025-26
Bundesliga,Borussia Mönchengladbach,14,Kota Takai,D,21,Japan,8,0,0,1,0,,,2025-26
Bundesliga,Borussia Mönchengladbach,26,Lukas Ullrich,D,22,Germany,23,0,0,2,0,,,2025-26
Bundesliga,Borussia Mönchengladbach,7,Kevin Stöger,M,32,Austria,29,1,1,3,0,,,2025-26
Bundesliga,Borussia Mönchengladbach,9,Franck Honorat,M,29,,,,,,,,,2025-26
Bundesliga,Borussia Mönchengladbach,10,Florian Neuhaus,M,29,,,,,,,,,2025-26
Bundesliga,Borussia Mönchengladbach,25,Robin Hack,M,27,,,,,,,,,2025-26
Bundesliga,Borussia Mönchengladbach,16,Philipp Sander,M,28,,,,,,,,,2025-26
Bundesliga,Borussia Mönchengladbach,19,Nathan N'Goumou,M,26,,,,,,,,,2025-26
Bundesliga,Borussia Mönchengladbach,13,Giovanni Reyna,M,23,,,,,,,,,2025-26
Bundesliga,Borussia Mönchengladbach,17,Jens Castrop,M,22,,,,,,,,,2025-26
Bundesliga,Borussia Mönchengladbach,27,Rocco Reitz,M,24,,,,,,,,,2025-26
Bundesliga,Borussia Mönchengladbach,38,Hugo Bolin,M,23,,,,,,,,,2025-26
Bundesliga,Eintracht Frankfurt,33,Jens Grahl,G,37,Germany,0,,0,0,0,0,0,2025-26
Bundesliga,Eintracht Frankfurt,23,Michael Zetterer,G,31,Germany,22,,0,1,0,61,33,2025-26
Bundesliga,Eintracht Frankfurt,40,Kauã Santos,G,23,Brazil,13,,0,0,0,37,32,2025-26
Bundesliga,Eintracht Frankfurt,39,Amil Siljevic,G,19,Germany,0,,0,0,0,0,0,2025-26
Bundesliga,Eintracht Frankfurt,21,Nathaniel Brown,D,23,Germany,33,4,4,3,0,,,2025-26
Bundesliga,Eintracht Frankfurt,4,Robin Koch,D,30,Germany,32,3,1,1,1,,,2025-26
Bundesliga,Eintracht Frankfurt,13,Rasmus Kristensen,D,29,Denmark,22,2,0,4,1,,,2025-26
Bundesliga,Eintracht Frankfurt,3,Arthur Theate,D,26,Belgium,24,1,0,8,0,,,2025-26
Bundesliga,Eintracht Frankfurt,34,Nnamdi Collins,D,22,Germany,23,1,2,4,0,,,2025-26
Bundesliga,Eintracht Frankfurt,5,Aurèle Amenda,D,22,Switzerland,24,0,0,5,0,,,2025-26
Bundesliga,Eintracht Frankfurt,26,Keita Kosugi,D,20,Japan,0,0,0,0,0,,,2025-26
Bundesliga,Eintracht Frankfurt,2,Elias Baum,D,20,Germany,5,0,0,0,0,,,2025-26
Bundesliga,Eintracht Frankfurt,41,Fousseny Doumbia,D,21,,,,,,,,,2025-26
Bundesliga,Eintracht Frankfurt,22,Timothy Chandler,M,36,,,,,,,,,2025-26
Bundesliga,Eintracht Frankfurt,27,Mario Götze,M,34,,,,,,,,,2025-26
Bundesliga,Eintracht Frankfurt,18,Mahmoud Dahoud,M,30,,,,,,,,,2025-26
Bundesliga,Eintracht Frankfurt,15,Ellyes Skhiri,M,31,,,,,,,,,2025-26
Bundesliga,Eintracht Frankfurt,20,Ritsu Doan,M,28,,,,,,,,,2025-26
Bundesliga,Eintracht Frankfurt,16,Hugo Larsson,M,22,,,,,,,,,2025-26
Bundesliga,Eintracht Frankfurt,8,Farès Chaïbi,M,23,,,,,,,,,2025-26
Bundesliga,FC Augsburg,1,Finn Dahmen,G,28,Germany,34,,0,1,0,106,61,2025-26
Bundesliga,FC Augsburg,25,Daniel Klein,G,25,Germany,0,,0,0,0,0,0,2025-26
Bundesliga,FC Augsburg,22,Nediljko Labrovic,G,26,Croatia,0,,0,0,0,0,0,2025-26
Bundesliga,FC Augsburg,6,Jeffrey Gouweleeuw,D,35,Netherlands,11,0,1,3,0,,,2025-26
Bundesliga,FC Augsburg,3,Mads Pedersen,D,29,Denmark,7,0,0,0,0,,,2025-26
Bundesliga,FC Augsburg,43,Oliver Sorg,D,18,Austria,0,0,0,0,0,,,2025-26
Bundesliga,FC Augsburg,13,Dimitris Giannoulis,D,30,Greece,27,2,5,8,0,,,2025-26
Bundesliga,FC Augsburg,16,Cédric Zesiger,D,28,Switzerland,27,0,0,7,0,,,2025-26
Bundesliga,FC Augsburg,31,Keven Schlotterbeck,D,29,Germany,24,0,1,5,1,,,2025-26
Bundesliga,FC Augsburg,5,Chrislain Matsima,D,24,France,18,1,1,5,0,,,2025-26
Bundesliga,FC Augsburg,19,Robin Fellhauer,D,28,Germany,34,3,2,2,0,,,2025-26
Bundesliga,FC Augsburg,34,Arthur Chaves,D,25,Brazil,15,2,0,2,0,,,2025-26
Bundesliga,FC Augsburg,40,Noahkai Banks,D,19,,,,,,,,,2025-26
Bundesliga,FC Augsburg,41,Felix Meiser,D,19,,,,,,,,,2025-26
Bundesliga,FC Augsburg,27,Marius Wolf,M,31,,,,,,,,,2025-26
Bundesliga,FC Augsburg,20,Alexis Claude-Maurice,M,28,,,,,,,,,2025-26
Bundesliga,FC Augsburg,17,Kristijan Jakic,M,29,,,,,,,,,2025-26
Bundesliga,FC Augsburg,8,Elvis Rexhbecaj,M,28,,,,,,,,,2025-26
Bundesliga,FC Augsburg,14,Yannik Keitel,M,26,,,,,,,,,2025-26
Bundesliga,FC Augsburg,4,Han-Noah Massengo,M,25,,,,,,,,,2025-26
Bundesliga,FC Cologne,20,Ron-Robert Zieler,G,37,Germany,0,,0,1,0,0,0,2025-26
Bundesliga,FC Cologne,1,Marvin Schwäbe,G,31,Germany,34,,0,2,0,94,63,2025-26
Bundesliga,FC Cologne,44,Matthias Köbbing,G,29,Germany,0,,0,0,0,0,0,2025-26
Bundesliga,FC Cologne,3,Dominique Heintz,D,32,Germany,9,0,0,0,0,,,2025-26
Bundesliga,FC Cologne,4,Timo Hübers,D,30,Germany,8,0,0,0,0,,,2025-26
Bundesliga,FC Cologne,15,Luca Kilian,D,26,Germany,0,0,0,0,0,,,2025-26
Bundesliga,FC Cologne,39,Cenk Özkacar,D,25,Türkiye,25,0,0,2,0,,,2025-26
Bundesliga,FC Cologne,28,Sebastian Sebulonsen,D,26,Norway,31,0,0,5,0,,,2025-26
Bundesliga,FC Cologne,33,Rav van den Berg,D,22,Netherlands,14,0,1,0,1,,,2025-26
Bundesliga,FC Cologne,2,Joel Schmied,D,27,Switzerland,16,0,0,5,0,,,2025-26
Bundesliga,FC Cologne,32,Kristoffer Lund,D,24,USA,33,0,2,2,0,,,2025-26
Bundesliga,FC Cologne,22,Jahmai Simpson-Pusey,D,20,England,11,0,0,2,1,,,2025-26
Bundesliga,FC Cologne,36,Cenny Neumann,D,19,,,,,,,,,2025-26
Bundesliga,FC Cologne,49,David Fürst,D,19,,,,,,,,,2025-26
Bundesliga,FC Cologne,11,Florian Kainz,M,33,,,,,,,,,2025-26
Bundesliga,FC Cologne,37,Linton Maina,M,27,,,,,,,,,2025-26
Bundesliga,FC Cologne,17,Alessio Castro-Montes,M,29,,,,,,,,,2025-26
Bundesliga,FC Cologne,5,Tom Krauss,M,25,,,,,,,,,2025-26
Bundesliga,FC Cologne,18,Ísak Jóhannesson,M,23,,,,,,,,,2025-26
Bundesliga,FC Cologne,6,Eric Martel,M,24,,,,,,,,,2025-26
Bundesliga,Hamburg SV,1,Daniel Heuer Fernandes,G,33,Portugal,33,,0,3,0,107,53,2025-26
Bundesliga,Hamburg SV,12,Sander Tangvik,G,23,Norway,1,,0,0,0,7,1,2025-26
Bundesliga,Hamburg SV,40,Hannes Hermann,G,21,Germany,0,,0,0,0,0,0,2025-26
Bundesliga,Hamburg SV,41,Fernando Dickes,G,18,Germany,0,,0,0,0,0,0,2025-26
Bundesliga,Hamburg SV,28,Miro Muheim,D,28,Switzerland,29,0,4,7,1,,,2025-26
Bundesliga,Hamburg SV,25,Jordan Torunarigha,D,28,Nigeria,24,0,0,3,0,,,2025-26
Bundesliga,Hamburg SV,3,Noah Katterbach,D,25,Germany,0,0,0,0,0,,,2025-26
Bundesliga,Hamburg SV,16,Giorgi Gocholeishvili,D,25,Georgia,24,0,1,1,1,,,2025-26
Bundesliga,Hamburg SV,17,Warmed Omari,D,26,France,20,0,1,0,0,,,2025-26
Bundesliga,Hamburg SV,2,William Mikelbrencis,D,22,France,26,0,4,3,0,,,2025-26
Bundesliga,Hamburg SV,44,Luka Vuskovic,D,19,Croatia,28,6,0,6,0,,,2025-26
Bundesliga,Hamburg SV,37,Louis Lemke,D,16,Germany,1,0,0,0,0,,,2025-26
Bundesliga,Hamburg SV,43,Shafiq Nandja,D,19,,,,,,,,,2025-26
Bundesliga,Hamburg SV,20,Fabio Vieira,M,26,,,,,,,,,2025-26
Bundesliga,Hamburg SV,18,Bakery Jatta,M,28,,,,,,,,,2025-26
Bundesliga,Hamburg SV,6,Albert Sambi Lokonga,M,26,,,,,,,,,2025-26
Bundesliga,Hamburg SV,24,Nicolás Capaldo,M,27,,,,,,,,,2025-26
Bundesliga,Hamburg SV,23,Albert Grønbaek,M,25,,,,,,,,,2025-26
Bundesliga,Hamburg SV,21,Nicolai Remberg,M,26,,,,,,,,,2025-26
Bundesliga,Hamburg SV,8,Daniel Elfadli,M,29,,,,,,,,,2025-26
Bundesliga,Mainz,33,Daniel Batz,G,35,Germany,21,,0,2,0,70,27,2025-26
Bundesliga,Mainz,27,Robin Zentner,G,31,Germany,10,,0,2,1,31,14,2025-26
Bundesliga,Mainz,1,Lasse Rieß,G,24,Germany,4,,0,0,0,14,12,2025-26
Bundesliga,Mainz,35,Louis Babatz,G,20,Germany,0,,0,0,0,0,0,2025-26
Bundesliga,Mainz,16,Stefan Bell,D,34,Germany,18,2,1,4,0,,,2025-26
Bundesliga,Mainz,21,Danny da Costa,D,33,Germany,34,2,3,3,0,,,2025-26
Bundesliga,Mainz,30,Silvan Widmer,D,33,Switzerland,27,2,1,5,0,,,2025-26
Bundesliga,Mainz,25,Andreas Hanche-Olsen,D,29,Norway,13,0,1,3,0,,,2025-26
Bundesliga,Mainz,5,Maxim Leitsch,D,28,Germany,3,0,0,0,0,,,2025-26
Bundesliga,Mainz,4,Stefan Posch,D,29,Austria,16,0,0,4,0,,,2025-26
Bundesliga,Mainz,2,Phillipp Mwene,D,32,Austria,29,1,2,4,0,,,2025-26
Bundesliga,Mainz,19,Anthony Caci,D,29,France,10,0,0,3,0,,,2025-26
Bundesliga,Mainz,22,Nikolas Veratschnig,D,23,,,,,,,,,2025-26
Bundesliga,Mainz,48,Kacper Potulski,D,18,,,,,,,,,2025-26
Bundesliga,Mainz,7,Lee Jae-Sung,M,33,,,,,,,,,2025-26
Bundesliga,Mainz,31,Dominik Kohr,M,32,,,,,,,,,2025-26
Bundesliga,Mainz,10,Nadiem Amiri,M,29,,,,,,,,,2025-26
Bundesliga,Mainz,15,Lennard Maloney,M,26,,,,,,,,,2025-26
Bundesliga,Mainz,8,Paul Nebel,M,23,,,,,,,,,2025-26
Bundesliga,Mainz,24,Sota Kawasaki,M,24,,,,,,,,,2025-26
Bundesliga,RB Leipzig,1,Péter Gulácsi,G,36,Hungary,23,,0,1,0,53,32,2025-26
Bundesliga,RB Leipzig,25,Leopold Zingerle,G,32,Germany,0,,0,0,0,0,0,2025-26
Bundesliga,RB Leipzig,26,Maarten Vandevoordt,G,24,Belgium,12,,0,0,0,30,15,2025-26
Bundesliga,RB Leipzig,4,Willi Orbán,D,33,Hungary,33,2,0,4,0,,,2025-26
Bundesliga,RB Leipzig,16,Lukas Klostermann,D,30,Germany,5,0,1,0,0,,,2025-26
Bundesliga,RB Leipzig,39,Benjamin Henrichs,D,29,Germany,17,1,0,0,0,,,2025-26
Bundesliga,RB Leipzig,22,David Raum,D,28,Germany,30,3,7,6,0,,,2025-26
Bundesliga,RB Leipzig,17,Ridle Baku,D,28,Germany,32,2,3,4,0,,,2025-26
Bundesliga,RB Leipzig,5,El Chadaille Bitshiabu,D,21,France,11,0,0,0,0,,,2025-26
Bundesliga,RB Leipzig,23,Castello Lukeba,D,23,France,26,1,0,3,0,,,2025-26
Bundesliga,RB Leipzig,19,Kosta Nedeljkovic,D,20,Serbia,5,0,0,0,0,,,2025-26
Bundesliga,RB Leipzig,35,Max Finkgrafe,D,22,Germany,13,1,1,2,0,,,2025-26
Bundesliga,RB Leipzig,24,Xaver Schlager,M,28,,,,,,,,,2025-26
Bundesliga,RB Leipzig,14,Christoph Baumgartner,M,26,,,,,,,,,2025-26
Bundesliga,RB Leipzig,13,Nicolas Seiwald,M,25,,,,,,,,,2025-26
Bundesliga,RB Leipzig,7,Antonio Nusa,M,21,,,,,,,,,2025-26
Bundesliga,RB Leipzig,6,Ezechiel Banzuzi,M,21,,,,,,,,,2025-26
Bundesliga,RB Leipzig,20,Assan Ouédraogo,M,20,,,,,,,,,2025-26
Bundesliga,RB Leipzig,33,Andrija Maksimovic,M,19,,,,,,,,,2025-26
Bundesliga,RB Leipzig,47,Viggo Gebel,M,18,,,,,,,,,2025-26
Bundesliga,SC Freiburg,21,Florian Müller,G,28,Germany,0,,0,0,0,0,0,2025-26
Bundesliga,SC Freiburg,24,Jannik Huth,G,32,Germany,0,,0,0,0,0,0,2025-26
Bundesliga,SC Freiburg,1,Noah Atubolu,G,24,Germany,34,,0,1,0,102,57,2025-26
Bundesliga,SC Freiburg,5,Anthony Jung,D,34,Germany,12,0,0,2,0,,,2025-26
Bundesliga,SC Freiburg,28,Matthias Ginter,D,32,Germany,32,3,4,3,0,,,2025-26
Bundesliga,SC Freiburg,17,Lukas Kübler,D,33,Germany,23,2,2,3,0,,,2025-26
Bundesliga,SC Freiburg,30,Christian Günter,D,33,Germany,24,0,3,3,0,,,2025-26
Bundesliga,SC Freiburg,3,Philipp Lienhart,D,30,Austria,20,1,0,2,1,,,2025-26
Bundesliga,SC Freiburg,19,Niklas Beste,D,27,Germany,28,2,2,5,0,,,2025-26
Bundesliga,SC Freiburg,29,Philipp Treu,D,25,Germany,28,1,2,2,0,,,2025-26
Bundesliga,SC Freiburg,37,Max Rosenfelder,D,23,Germany,12,0,0,0,0,,,2025-26
Bundesliga,SC Freiburg,33,Jordy Makengo,D,24,France,20,0,1,1,0,,,2025-26
Bundesliga,SC Freiburg,43,Ifechukwu Ogbus,D,20,,,,,,,,,2025-26
Bundesliga,SC Freiburg,65,Karl Steinmann,D,20,,,,,,,,,2025-26
Bundesliga,SC Freiburg,27,Nicolas Höfler,M,36,,,,,,,,,2025-26
Bundesliga,SC Freiburg,32,Vincenzo Grifo,M,33,,,,,,,,,2025-26
Bundesliga,SC Freiburg,8,Maximilian Eggestein,M,29,,,,,,,,,2025-26
Bundesliga,SC Freiburg,11,Daniel-Kofi Kyereh,M,30,,,,,,,,,2025-26
Bundesliga,SC Freiburg,6,Patrick Osterhage,M,26,,,,,,,,,2025-26
Bundesliga,SC Freiburg,14,Yuito Suzuki,M,24,,,,,,,,,2025-26
Bundesliga,St. Pauli,22,Nikola Vasilj,G,30,Bosnia and Herzegovina,34,,0,0,0,125,60,2025-26
Bundesliga,St. Pauli,1,Ben Voll,G,25,Germany,0,,0,0,0,0,0,2025-26
Bundesliga,St. Pauli,47,Emil Gazdov,G,22,Canada,0,,0,0,0,0,0,2025-26
Bundesliga,St. Pauli,30,Simon Spari,G,24,Austria,0,,0,0,0,0,0,2025-26
Bundesliga,St. Pauli,3,Karol Mets,D,33,Estonia,23,1,0,3,0,,,2025-26
Bundesliga,St. Pauli,2,Manolis Saliakas,D,29,Greece,17,1,3,3,0,,,2025-26
Bundesliga,St. Pauli,5,Hauke Wahl,D,32,Germany,30,2,1,1,0,,,2025-26
Bundesliga,St. Pauli,21,Lars Ritzka,D,28,Germany,21,0,0,1,0,,,2025-26
Bundesliga,St. Pauli,25,Adam Dzwigala,D,30,Poland,19,1,1,5,0,,,2025-26
Bundesliga,St. Pauli,4,David Nemeth,D,25,Austria,0,0,0,0,0,,,2025-26
Bundesliga,St. Pauli,11,Arkadiusz Pyrka,D,23,Poland,31,0,1,3,0,,,2025-26
Bundesliga,St. Pauli,14,Fin Stevens,D,23,Wales,1,0,0,0,0,,,2025-26
Bundesliga,St. Pauli,34,Jannik Robatsch,D,21,,,,,,,,,2025-26
